Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,BCBS,Blue Home,Cash Discount,Cigna,First Health,Humana,Humana Medicare Advantage,MedCost PPO,MedCost Ultra,Tricare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Caldwell UNC Health Care","HC QUINIDINE","80194","$24.00","$6.77","$19.20","$14.88","$14.89","$9.10","$6.77","$14.40","$12.93","$17.04","$19.20","$15.18","$14.54","$10.32","$12.41","$12.96","$14.67","$14.89"
"Caldwell UNC Health Care","HC URINE, MICROSCOPIC","81015","$30.00","$2.59","$24.00","$18.60","$3.11","$11.37","$8.46","$18.00","$2.70","$21.30","$24.00","$3.17","$18.18","$12.90","$2.59","$16.20","$3.07","$3.11"
"Caldwell UNC Health Care","HC BCR ABL MAJOR BREAKPOINT","81206","$588.00","$139.37","$470.40","$364.56","$142.88","$222.85","$165.76","$352.80","$145.18","$417.48","$470.40","$0.00","$356.33","$252.84","$139.37","$317.52","$0.00","$0.00"
"Caldwell UNC Health Care","HC BCR ABL MINOR BREAKPOINT","81207","$519.00","$123.11","$415.20","$321.78","$126.12","$196.70","$146.31","$311.40","$128.25","$368.49","$415.20","$0.00","$314.51","$223.17","$123.11","$280.26","$0.00","$0.00"
"Caldwell UNC Health Care","HC CF DNA ANALYSIS","81220","$185.00","$44.96","$185.00","$114.70","$44.96","$70.12","$52.15","$111.00","$185.00","$131.35","$148.00","$0.00","$112.11","$79.55","$129.50","$99.90","$0.00","$0.00"
"Caldwell UNC Health Care","HC CYP2C19 RESPONSE GENOTYPING","81225","$767.00","$186.38","$613.60","$475.54","$186.38","$290.69","$216.22","$460.20","$189.38","$544.57","$613.60","$0.00","$464.80","$329.81","$247.66","$414.18","$0.00","$0.00"
"Caldwell UNC Health Care","HC MICROARRAY ANALYSIS SNP","81229","$1,716.00","$416.99","$1,372.80","$1,063.92","$416.99","$650.36","$483.74","$1,029.60","$484.86","$1,218.36","$1,372.80","$0.00","$1,039.90","$737.88","$986.00","$926.64","$0.00","$0.00"
"Caldwell UNC Health Care","HC EGFR GENE ANALYSIS","81235","$2,625.00","$214.18","$1,863.75","$1,627.50","$637.88","$994.88","$739.99","$1,575.00","$214.18","$1,863.75","$1,620.00","$0.00","$1,590.75","$1,128.75","$275.89","$1,417.50","$0.00","$0.00"
"Caldwell UNC Health Care","HC FACTOR 2 GENE ANALYSIS","81240","$316.00","$43.57","$252.80","$195.92","$76.79","$119.76","$89.08","$189.60","$43.57","$224.36","$252.80","$0.00","$191.50","$135.88","$55.84","$170.64","$0.00","$0.00"
"Caldwell UNC Health Care","HC FMR 1 GENE ANALYSIS","81243","$150.00","$36.45","$120.00","$93.00","$36.45","$56.85","$42.29","$90.00","$73.22","$106.50","$120.00","$0.00","$90.90","$64.50","$48.48","$81.00","$0.00","$0.00"
"Caldwell UNC Health Care","HC FLT3 ITD GENE ANALYSIS","81245","$331.00","$80.43","$264.80","$205.22","$80.43","$125.45","$93.31","$198.60","$107.69","$235.01","$264.80","$0.00","$200.59","$142.33","$140.68","$178.74","$0.00","$0.00"
"Caldwell UNC Health Care","HC HFE GENE ANALYSIS","81256","$234.00","$55.56","$187.20","$145.08","$56.86","$88.69","$65.96","$140.40","$57.88","$166.14","$187.20","$0.00","$141.80","$100.62","$55.56","$126.36","$0.00","$0.00"
"Caldwell UNC Health Care","HC IGH GENE REARRANGEMENT","81261","$710.00","$168.29","$568.00","$440.20","$172.53","$269.09","$200.15","$426.00","$175.31","$504.10","$568.00","$0.00","$430.26","$305.30","$168.29","$383.40","$0.00","$0.00"
"Caldwell UNC Health Care","HC UA WITHOUT MICROSCOPIC","81003","$39.00","$1.91","$31.20","$24.18","$2.30","$14.78","$10.99","$23.40","$1.99","$27.69","$31.20","$2.34","$23.63","$16.77","$1.91","$21.06","$2.26","$2.30"
"Caldwell UNC Health Care","HC KRAS GENE ANALYSIS","81275","$246.00","$59.78","$196.80","$152.52","$59.78","$93.23","$69.35","$147.60","$128.17","$174.66","$196.80","$0.00","$149.08","$105.78","$164.26","$132.84","$0.00","$0.00"
"Caldwell UNC Health Care","HC MSI ANALYSIS","81301","$872.00","$211.90","$697.60","$540.64","$211.90","$330.49","$245.82","$523.20","$256.39","$619.12","$697.60","$0.00","$528.43","$374.96","$296.28","$470.88","$0.00","$0.00"
"Caldwell UNC Health Care","HC NPM1 GENE ANALYSIS","81310","$649.00","$157.71","$519.20","$402.38","$157.71","$245.97","$182.95","$389.40","$160.40","$460.79","$519.20","$0.00","$393.29","$279.07","$209.54","$350.46","$0.00","$0.00"
"Caldwell UNC Health Care","HC A1AT GENE ANALYSIS","81332","$156.00","$37.10","$124.80","$96.72","$37.91","$59.12","$43.98","$93.60","$38.65","$110.76","$124.80","$0.00","$94.54","$67.08","$37.10","$84.24","$0.00","$0.00"
"Caldwell UNC Health Care","HC SNGL AGN LORES CLASS I TYPING","81374","$314.00","$63.18","$251.20","$194.68","$76.30","$119.01","$88.52","$188.40","$64.42","$222.94","$251.20","$0.00","$190.28","$135.02","$63.18","$169.56","$0.00","$0.00"
"Caldwell UNC Health Care","HC HLA DQB1 LORES TYPING","81376","$438.00","$103.89","$350.40","$271.56","$106.43","$166.00","$123.47","$262.80","$108.22","$310.98","$350.40","$0.00","$265.43","$188.34","$103.89","$236.52","$0.00","$0.00"
"Caldwell UNC Health Care","HC HLA DQB1 HIRES TYPING","81382","$443.00","$105.13","$354.40","$274.66","$107.65","$167.90","$124.88","$265.80","$109.51","$314.53","$354.40","$0.00","$268.46","$190.49","$105.13","$239.22","$0.00","$0.00"
"Caldwell UNC Health Care","HC ESTROGENS, TOTAL","82672","$138.00","$18.45","$110.40","$85.56","$22.13","$52.30","$38.90","$82.80","$19.21","$97.98","$110.40","$22.57","$83.63","$59.34","$18.45","$74.52","$21.81","$22.13"
"Caldwell UNC Health Care","HC TOTAL IRON BINDING CAPACITY","83550","$30.00","$7.43","$24.00","$18.60","$8.91","$11.37","$8.46","$18.00","$7.74","$21.30","$24.00","$9.09","$18.18","$12.90","$7.43","$16.20","$8.78","$8.91"
"Caldwell UNC Health Care","HC 5 NUCLEOTIDASE","83915","$40.00","$9.48","$32.00","$24.80","$11.37","$15.16","$11.28","$24.00","$9.87","$28.40","$32.00","$11.60","$24.24","$17.20","$9.48","$21.60","$11.21","$11.37"
"Caldwell UNC Health Care","HC T3 UPTAKE","84479","$70.00","$5.50","$56.00","$43.40","$6.60","$26.53","$19.73","$42.00","$5.73","$49.70","$56.00","$6.73","$42.42","$30.10","$5.50","$37.80","$6.50","$6.60"
"Caldwell UNC Health Care","HC REVERSE T3","84482","$57.00","$13.40","$45.60","$35.34","$16.08","$21.60","$16.07","$34.20","$13.96","$40.47","$45.60","$16.39","$34.54","$24.51","$13.40","$30.78","$15.84","$16.08"
"Caldwell UNC Health Care","HC 24 HR UREA NITROGEN CLEARANCE","84545","$22.00","$5.85","$17.60","$13.64","$7.34","$8.34","$6.20","$13.20","$5.85","$15.62","$17.60","$7.49","$13.33","$9.46","$6.12","$11.88","$7.24","$7.34"
"Caldwell UNC Health Care","HC BETA HCG, QUALITATIVE","84703","$209.00","$6.39","$167.20","$129.58","$7.67","$79.21","$58.92","$125.40","$6.66","$148.39","$167.20","$7.82","$126.65","$89.87","$6.39","$112.86","$7.56","$7.67"
"Caldwell UNC Health Care","HC D-DIMER (QUAL)","85378","$180.00","$6.32","$144.00","$111.60","$9.91","$68.22","$50.74","$108.00","$6.32","$127.80","$144.00","$10.11","$109.08","$77.40","$8.26","$97.20","$9.77","$9.91"
"Caldwell UNC Health Care","HC COLD AGGLUTININ TITER, QUAN","86157","$14.00","$3.95","$11.20","$8.68","$8.22","$5.31","$3.95","$8.40","$7.14","$9.94","$11.20","$8.38","$8.48","$6.02","$6.85","$7.56","$8.10","$8.22"
"Caldwell UNC Health Care","HC SACCHAROMYCES CERVISIAE X2","86671","$44.00","$10.41","$35.20","$27.28","$12.50","$16.68","$12.40","$26.40","$10.85","$31.24","$35.20","$12.74","$26.66","$18.92","$10.41","$23.76","$12.31","$12.50"
"Caldwell UNC Health Care","HC ARC-RH PHENOTYPING","86906","$58.00","$6.86","$46.40","$35.96","$31.67","$21.98","$16.35","$34.80","$6.86","$41.18","$46.40","$32.29","$35.15","$24.94","$26.39","$31.32","$31.16","$31.67"
"Caldwell UNC Health Care","HC INCUBATION TECHNIQUE","86921","$235.00","$19.78","$188.00","$145.70","$57.11","$89.07","$66.25","$141.00","$19.78","$166.85","$188.00","$0.00","$142.41","$101.05","$0.00","$126.90","$0.00","$0.00"
"Caldwell UNC Health Care","HC WOUND CULTURE DEEP","87076","$51.00","$6.87","$40.80","$31.62","$8.24","$19.33","$14.38","$30.60","$7.15","$36.21","$40.80","$8.40","$30.91","$21.93","$6.87","$27.54","$8.12","$8.24"
"Caldwell UNC Health Care","HC KOH SKIN SCRAPING","87220","$7.00","$1.97","$5.60","$4.34","$4.36","$2.65","$1.97","$4.20","$3.78","$4.97","$5.60","$4.44","$4.24","$3.01","$3.63","$3.78","$4.29","$4.36"
"Caldwell UNC Health Care","HC CLOSTRIDIUM DIFFICILE TOXIN B","87230","$53.00","$14.94","$42.40","$32.86","$20.13","$20.09","$14.94","$31.80","$17.49","$37.63","$42.40","$20.53","$32.12","$22.79","$16.78","$28.62","$19.84","$20.13"
"Caldwell UNC Health Care","HC LEGIONELLA PNEUMOPHILA, DFA","87278","$66.00","$10.61","$52.80","$40.92","$15.91","$25.01","$18.61","$39.60","$10.61","$46.86","$52.80","$16.22","$40.00","$28.38","$13.26","$35.64","$15.68","$15.91"
"Caldwell UNC Health Care","HC GC/CHLAMYDIA BY PCR - SCREENING","87801","$144.00","$40.59","$115.20","$89.28","$71.60","$54.58","$40.59","$86.40","$62.15","$102.24","$115.20","$73.01","$87.26","$61.92","$59.67","$77.76","$70.55","$71.60"
"Caldwell UNC Health Care","HC POST VAS EXAM","89321","$80.00","$10.24","$64.00","$49.60","$12.29","$45.01","$33.49","$48.00","$10.67","$56.80","$64.00","$12.53","$48.48","$52.80","$10.24","$43.20","$12.11","$12.29"
"Caldwell UNC Health Care","HC DRUG   7 DRUGS + ALC PRESUMPTIVE","80307","$254.00","$52.82","$203.20","$157.48","$63.38","$96.27","$71.60","$152.40","$164.34","$180.34","$203.20","$64.63","$153.92","$109.22","$52.82","$137.16","$62.45","$63.38"
"Caldwell UNC Health Care","HC BASIC METABOLIC PANEL","80048","$144.00","$7.19","$115.20","$89.28","$8.63","$54.58","$40.59","$86.40","$7.49","$102.24","$115.20","$8.80","$87.26","$61.92","$7.19","$77.76","$8.50","$8.63"
"Caldwell UNC Health Care","HC GENERAL HEALTH PANEL","80050","$182.00","$29.56","$145.60","$112.84","$44.23","$68.98","$51.31","$109.20","$29.56","$129.22","$145.60","$0.00","$110.29","$78.26","$0.00","$98.28","$0.00","$0.00"
"Caldwell UNC Health Care","HC ELECTROLYTES PANEL","80051","$17.00","$4.79","$13.60","$10.54","$7.15","$6.44","$4.79","$10.20","$6.21","$12.07","$13.60","$7.29","$10.30","$7.31","$5.96","$9.18","$7.05","$7.15"
"Caldwell UNC Health Care","HC LIPID PANEL","80061","$155.00","$11.38","$124.00","$96.10","$13.66","$58.75","$43.69","$93.00","$11.52","$110.05","$124.00","$13.93","$93.93","$66.65","$11.38","$83.70","$13.46","$13.66"
"Caldwell UNC Health Care","HC OPIATES URINE SCREENING PRESUMPTIVE","80307","$254.00","$52.82","$203.20","$157.48","$63.38","$96.27","$71.60","$152.40","$164.34","$180.34","$203.20","$64.63","$153.92","$109.22","$52.82","$137.16","$62.45","$63.38"
"Caldwell UNC Health Care","HC BENZODIAZEPINE URINE SCREENING PRESUMPTIVE","80307","$254.00","$52.82","$203.20","$157.48","$63.38","$96.27","$71.60","$152.40","$164.34","$180.34","$203.20","$64.63","$153.92","$109.22","$52.82","$137.16","$62.45","$63.38"
"Caldwell UNC Health Care","HC AMPHETAMINE URINE PRESUMPTIVE","80307","$254.00","$52.82","$203.20","$157.48","$63.38","$96.27","$71.60","$152.40","$164.34","$180.34","$203.20","$64.63","$153.92","$109.22","$52.82","$137.16","$62.45","$63.38"
"Caldwell UNC Health Care","HC URINE TOX   MULTIPLE DRUG CLASSES PRESUMPTIVE","80307","$254.00","$52.82","$203.20","$157.48","$63.38","$96.27","$71.60","$152.40","$164.34","$180.34","$203.20","$64.63","$153.92","$109.22","$52.82","$137.16","$62.45","$63.38"
"Caldwell UNC Health Care","HC AMIKACIN, TROUGH","80150","$41.00","$11.56","$32.80","$25.42","$15.38","$15.54","$11.56","$24.60","$13.35","$29.11","$32.80","$15.68","$24.85","$17.63","$12.82","$22.14","$15.16","$15.38"
"Caldwell UNC Health Care","HC AMIKACIN","80150","$41.00","$11.56","$32.80","$25.42","$15.38","$15.54","$11.56","$24.60","$13.35","$29.11","$32.80","$15.68","$24.85","$17.63","$12.82","$22.14","$15.16","$15.38"
"Caldwell UNC Health Care","HC CARBEMAZEPINE","80156","$38.00","$10.71","$30.40","$23.56","$14.86","$14.40","$10.71","$22.80","$12.90","$26.98","$30.40","$15.15","$23.03","$16.34","$12.38","$20.52","$14.64","$14.86"
"Caldwell UNC Health Care","HC DIGOXIN TOTAL","80162","$29.00","$8.18","$23.20","$17.98","$13.55","$10.99","$8.18","$17.40","$11.76","$20.59","$23.20","$13.81","$17.57","$12.47","$11.29","$15.66","$13.35","$13.55"
"Caldwell UNC Health Care","HC VALPROIC ACID TOTAL","80164","$30.00","$8.46","$24.00","$18.60","$13.81","$11.37","$8.46","$18.00","$12.00","$21.30","$24.00","$14.08","$18.18","$12.90","$11.51","$16.20","$13.61","$13.81"
"Caldwell UNC Health Care","HC GENTAMICIN TROUGH","80170","$7.00","$1.97","$7.00","$4.34","$7.00","$2.65","$1.97","$4.20","$7.00","$4.97","$5.60","$7.00","$4.24","$3.01","$4.90","$3.78","$7.00","$7.00"
"Caldwell UNC Health Care","HC GENTAMICIN PEAK","80170","$7.00","$1.97","$7.00","$4.34","$7.00","$2.65","$1.97","$4.20","$7.00","$4.97","$5.60","$7.00","$4.24","$3.01","$4.90","$3.78","$7.00","$7.00"
"Caldwell UNC Health Care","HC GENTAMICIN, RANDOM LEVEL","80170","$7.00","$1.97","$7.00","$4.34","$7.00","$2.65","$1.97","$4.20","$7.00","$4.97","$5.60","$7.00","$4.24","$3.01","$4.90","$3.78","$7.00","$7.00"
"Caldwell UNC Health Care","HC LIDOCAINE","80176","$24.00","$6.77","$19.20","$14.88","$14.98","$9.10","$6.77","$14.40","$13.01","$17.04","$19.20","$15.28","$14.54","$10.32","$12.49","$12.96","$14.76","$14.98"
"Caldwell UNC Health Care","HC LITHIUM","80178","$27.00","$5.62","$21.60","$16.74","$6.74","$10.23","$7.61","$16.20","$5.86","$19.17","$21.60","$6.87","$16.36","$11.61","$5.62","$14.58","$6.64","$6.74"
"Caldwell UNC Health Care","HC PHENOBARBITAL","80184","$30.00","$8.46","$24.00","$18.60","$15.61","$11.37","$8.46","$18.00","$10.14","$21.30","$24.00","$15.91","$18.18","$12.90","$13.01","$16.20","$15.38","$15.61"
"Caldwell UNC Health Care","HC DILANTIN (PHENYTOIN)","80185","$21.00","$5.92","$16.80","$13.02","$13.52","$7.96","$5.92","$12.60","$11.74","$14.91","$16.80","$13.78","$12.73","$9.03","$11.26","$11.34","$13.32","$13.52"
"Caldwell UNC Health Care","HC FREE DILANTIN (PHENYTOIN)","80186","$22.00","$6.20","$17.60","$13.64","$14.04","$8.34","$6.20","$13.20","$12.19","$15.62","$17.60","$14.31","$13.33","$9.46","$11.70","$11.88","$13.83","$14.04"
"Caldwell UNC Health Care","HC SIROLUMUS (RAPMUNE)","80195","$120.00","$11.67","$96.00","$74.40","$14.00","$45.48","$33.83","$72.00","$12.16","$85.20","$96.00","$14.28","$72.72","$51.60","$11.67","$64.80","$13.80","$14.00"
"Caldwell UNC Health Care","HC SALICYLATE","80329","$47.00","$13.25","$47.00","$29.14","$47.00","$17.81","$13.25","$28.20","$30.41","$33.37","$37.60","$47.00","$28.48","$20.21","$0.00","$25.38","$47.00","$47.00"
"Caldwell UNC Health Care","HC TACROLIMUS","80197","$26.00","$7.33","$20.80","$16.12","$14.00","$9.85","$7.33","$15.60","$12.16","$18.46","$20.80","$14.28","$15.76","$11.18","$11.67","$14.04","$13.80","$14.00"
"Caldwell UNC Health Care","HC THEOPHYLLINE","80198","$30.00","$8.46","$24.00","$18.60","$14.42","$11.37","$8.46","$18.00","$12.53","$21.30","$24.00","$14.71","$18.18","$12.90","$12.02","$16.20","$14.21","$14.42"
"Caldwell UNC Health Care","HC TOBRAMCYIN","80200","$26.00","$7.33","$20.80","$16.12","$16.45","$9.85","$7.33","$15.60","$14.27","$18.46","$20.80","$16.78","$15.76","$11.18","$13.71","$14.04","$16.21","$16.45"
"Caldwell UNC Health Care","HC VANCOMYCIN, PEAK","80202","$30.00","$8.46","$24.00","$18.60","$13.81","$11.37","$8.46","$18.00","$12.00","$21.30","$24.00","$14.08","$18.18","$12.90","$11.51","$16.20","$13.61","$13.81"
"Caldwell UNC Health Care","HC VANCOMYCIN TROUGH","80202","$30.00","$8.46","$24.00","$18.60","$13.81","$11.37","$8.46","$18.00","$12.00","$21.30","$24.00","$14.08","$18.18","$12.90","$11.51","$16.20","$13.61","$13.81"
"Caldwell UNC Health Care","HC VANCOMYCIN, RANDOM","80202","$30.00","$8.46","$24.00","$18.60","$13.81","$11.37","$8.46","$18.00","$12.00","$21.30","$24.00","$14.08","$18.18","$12.90","$11.51","$16.20","$13.61","$13.81"
"Caldwell UNC Health Care","HC FENTANYL SERUM","80354","$306.00","$74.36","$244.80","$189.72","$74.36","$115.97","$86.26","$183.60","$197.98","$217.26","$244.80","$0.00","$185.44","$131.58","$0.00","$165.24","$0.00","$0.00"
"Caldwell UNC Health Care","HC ACETAMINOPHEN PRESUMPTIVE","80307","$254.00","$52.82","$203.20","$157.48","$63.38","$96.27","$71.60","$152.40","$164.34","$180.34","$203.20","$64.63","$153.92","$109.22","$52.82","$137.16","$62.45","$63.38"
"Caldwell UNC Health Care","HC KETONES, SERUM","82009","$17.00","$3.84","$13.60","$10.54","$4.61","$6.44","$4.79","$10.20","$4.00","$12.07","$13.60","$4.70","$10.30","$7.31","$3.84","$9.18","$4.54","$4.61"
"Caldwell UNC Health Care","HC ACETONE QUALITATIVE","82009","$17.00","$3.84","$13.60","$10.54","$4.61","$6.44","$4.79","$10.20","$4.00","$12.07","$13.60","$4.70","$10.30","$7.31","$3.84","$9.18","$4.54","$4.61"
"Caldwell UNC Health Care","HC URINE KETONES","82010","$8.00","$2.26","$8.00","$4.96","$8.00","$3.03","$2.26","$4.80","$7.23","$5.68","$6.40","$8.00","$4.85","$3.44","$5.60","$4.32","$8.00","$8.00"
"Caldwell UNC Health Care","HC BETA-HYDROXYBUTYRATE","82010","$50.00","$6.94","$41.60","$32.24","$8.33","$19.71","$14.66","$30.00","$7.23","$36.92","$41.60","$8.50","$31.51","$22.36","$6.94","$28.08","$8.21","$8.33"
"Caldwell UNC Health Care","HC ALBUMIN","82040","$30.00","$4.21","$24.00","$18.60","$5.05","$11.37","$8.46","$18.00","$4.38","$21.30","$24.00","$5.15","$18.18","$12.90","$4.21","$16.20","$4.97","$5.05"
"Caldwell UNC Health Care","HC ALBUMIN, OTHER FLUID","82042","$19.00","$4.58","$15.20","$11.78","$7.94","$7.20","$5.36","$11.40","$4.58","$13.49","$15.20","$8.09","$11.51","$8.17","$6.61","$10.26","$7.82","$7.94"
"Caldwell UNC Health Care","HC URINARY MICRO ALBUMIN,RANDOM","82043","$17.00","$4.79","$13.60","$10.54","$5.90","$6.44","$4.79","$10.20","$5.12","$12.07","$13.60","$6.01","$10.30","$7.31","$4.91","$9.18","$5.81","$5.90"
"Caldwell UNC Health Care","HC MICRO ALBUMIN URINE QUANT","82043","$17.00","$4.79","$13.60","$10.54","$5.90","$6.44","$4.79","$10.20","$5.12","$12.07","$13.60","$6.01","$10.30","$7.31","$4.91","$9.18","$5.81","$5.90"
"Caldwell UNC Health Care","HC ALCOHOL ETHYL","80320","$175.00","$49.33","$140.00","$108.50","$116.72","$66.33","$49.33","$105.00","$113.23","$124.25","$140.00","$119.01","$106.05","$75.25","$0.00","$94.50","$115.00","$116.72"
"Caldwell UNC Health Care","HC ALPHA FETOPROTEIN, MATERNAL","82105","$83.00","$14.25","$66.40","$51.46","$17.11","$31.46","$23.40","$49.80","$14.85","$58.93","$66.40","$17.44","$50.30","$35.69","$14.25","$44.82","$16.85","$17.11"
"Caldwell UNC Health Care","HC AMINO ACIDS","82139","$61.00","$14.34","$48.80","$37.82","$17.21","$23.12","$17.20","$36.60","$14.93","$43.31","$48.80","$17.54","$36.97","$26.23","$14.34","$32.94","$16.95","$17.21"
"Caldwell UNC Health Care","HC AMMONIA","82140","$87.00","$12.38","$69.60","$53.94","$14.86","$32.97","$24.53","$52.20","$12.90","$61.77","$69.60","$15.15","$52.72","$37.41","$12.38","$46.98","$14.64","$14.86"
"Caldwell UNC Health Care","HC AMYLASE","82150","$151.00","$5.51","$120.80","$93.62","$6.61","$57.23","$42.57","$90.60","$5.74","$107.21","$120.80","$6.74","$91.51","$64.93","$5.51","$81.54","$6.51","$6.61"
"Caldwell UNC Health Care","HC AMYLASE, BODY FLUID","82150","$151.00","$5.51","$120.80","$93.62","$6.61","$57.23","$42.57","$90.60","$5.74","$107.21","$120.80","$6.74","$91.51","$64.93","$5.51","$81.54","$6.51","$6.61"
"Caldwell UNC Health Care","HC AMYLASE,URINE","82150","$151.00","$5.51","$120.80","$93.62","$6.61","$57.23","$42.57","$90.60","$5.74","$107.21","$120.80","$6.74","$91.51","$64.93","$5.51","$81.54","$6.51","$6.61"
"Caldwell UNC Health Care","HC BETA 2 MICROGLOBULIN","82232","$47.00","$13.25","$37.60","$29.14","$16.50","$17.81","$13.25","$28.20","$14.33","$33.37","$37.60","$16.83","$28.48","$20.21","$13.75","$25.38","$16.26","$16.50"
"Caldwell UNC Health Care","HC BILIRUBIN BODY FLUID","82247","$21.00","$4.27","$16.80","$13.02","$5.12","$7.96","$5.92","$12.60","$4.44","$14.91","$16.80","$5.22","$12.73","$9.03","$4.27","$11.34","$5.05","$5.12"
"Caldwell UNC Health Care","HC BILIRUBIN DIRECT","82248","$11.00","$3.10","$8.80","$6.82","$5.12","$4.17","$3.10","$6.60","$4.44","$7.81","$8.80","$5.22","$6.67","$4.73","$4.27","$5.94","$5.05","$5.12"
"Caldwell UNC Health Care","HC FECAL OCCULT BLOOD SINGLE DETERM","82270","$6.00","$1.69","$4.80","$3.72","$4.47","$2.27","$1.69","$3.60","$2.88","$4.26","$4.80","$4.56","$3.64","$2.58","$3.72","$3.24","$4.40","$4.47"
"Caldwell UNC Health Care","HC GASTRIC OCCULT TESTING","82271","$10.00","$2.82","$8.00","$6.20","$5.43","$3.79","$2.82","$6.00","$2.88","$7.10","$8.00","$5.53","$6.06","$4.30","$4.52","$5.40","$5.35","$5.43"
"Caldwell UNC Health Care","HC FECAL OCCULT BLOOD 1 TO 3 DETERM","82272","$10.00","$2.82","$8.00","$6.20","$4.31","$3.79","$2.82","$6.00","$2.88","$7.10","$8.00","$4.40","$6.06","$4.30","$3.60","$5.40","$4.25","$4.31"
"Caldwell UNC Health Care","HC VITAMIN D 25 OH","82306","$70.00","$19.73","$56.00","$43.40","$30.19","$26.53","$19.73","$42.00","$26.21","$49.70","$56.00","$30.78","$42.42","$30.10","$25.16","$37.80","$29.75","$30.19"
"Caldwell UNC Health Care","HC CALCIUM","82310","$123.00","$4.39","$98.40","$76.26","$5.26","$46.62","$34.67","$73.80","$4.57","$87.33","$98.40","$5.37","$74.54","$52.89","$4.39","$66.42","$5.19","$5.26"
"Caldwell UNC Health Care","HC CALCIUM RANDOM URINE","82310","$123.00","$4.39","$98.40","$76.26","$5.26","$46.62","$34.67","$73.80","$4.57","$87.33","$98.40","$5.37","$74.54","$52.89","$4.39","$66.42","$5.19","$5.26"
"Caldwell UNC Health Care","HC CALCIUM, URINE (24HR)","82340","$5.00","$1.41","$5.00","$3.10","$5.00","$1.90","$1.41","$3.00","$5.00","$3.55","$4.00","$5.00","$3.03","$2.15","$3.50","$2.70","$5.00","$5.00"
"Caldwell UNC Health Care","HC CARBON DIOXIDE (CO 2)","82374","$16.00","$4.15","$12.80","$9.92","$4.98","$6.06","$4.51","$9.60","$4.33","$11.36","$12.80","$5.08","$9.70","$6.88","$4.15","$8.64","$4.90","$4.98"
"Caldwell UNC Health Care","HC CARBOXYHEMOGLOBIN","82375","$76.00","$10.47","$60.80","$47.12","$12.57","$28.80","$21.42","$45.60","$10.91","$53.96","$60.80","$12.81","$46.06","$32.68","$10.47","$41.04","$12.38","$12.57"
"Caldwell UNC Health Care","HC CARBON MONOXIDE SAT","82375","$76.00","$10.47","$60.80","$47.12","$12.57","$28.80","$21.42","$45.60","$10.91","$53.96","$60.80","$12.81","$46.06","$32.68","$10.47","$41.04","$12.38","$12.57"
"Caldwell UNC Health Care","HC CEA","82378","$155.00","$16.12","$124.00","$96.10","$19.34","$58.75","$43.69","$93.00","$16.80","$110.05","$124.00","$19.72","$93.93","$66.65","$16.12","$83.70","$19.05","$19.34"
"Caldwell UNC Health Care","HC CARNITINE","82379","$62.00","$14.34","$44.80","$34.72","$17.21","$21.22","$15.79","$37.20","$14.93","$39.76","$44.80","$17.54","$33.94","$24.08","$14.34","$30.24","$16.95","$17.21"
"Caldwell UNC Health Care","HC CERULOPLASMIN","82390","$24.00","$6.77","$19.20","$14.88","$10.95","$9.10","$6.77","$14.40","$9.51","$17.04","$19.20","$11.17","$14.54","$10.32","$9.13","$12.96","$10.79","$10.95"
"Caldwell UNC Health Care","HC CHLORIDE SERUM","82435","$17.00","$3.91","$13.60","$10.54","$4.69","$6.44","$4.79","$10.20","$4.07","$12.07","$13.60","$4.78","$10.30","$7.31","$3.91","$9.18","$4.62","$4.69"
"Caldwell UNC Health Care","HC CHLORIDE,URINE","82436","$34.00","$4.45","$27.20","$21.08","$5.87","$12.89","$9.58","$20.40","$4.45","$24.14","$27.20","$5.98","$20.60","$14.62","$4.89","$18.36","$5.78","$5.87"
"Caldwell UNC Health Care","HC CHOLESTEROL","82465","$72.00","$3.70","$57.60","$44.64","$4.44","$27.29","$20.30","$43.20","$3.85","$51.12","$57.60","$4.52","$43.63","$30.96","$3.70","$38.88","$4.37","$4.44"
"Caldwell UNC Health Care","HC VORICONAZOLE","80285","$21.00","$5.92","$21.00","$13.02","$21.00","$7.96","$5.92","$12.60","$13.59","$14.91","$16.80","$21.00","$12.73","$9.03","$14.70","$11.34","$21.00","$21.00"
"Caldwell UNC Health Care","HC CORTISOL","82533","$106.00","$13.86","$84.80","$65.72","$16.63","$40.17","$29.88","$63.60","$14.44","$75.26","$84.80","$16.95","$64.24","$45.58","$13.86","$57.24","$16.38","$16.63"
"Caldwell UNC Health Care","HC EVEROLIMUS","80169","$99.00","$11.67","$79.20","$61.38","$14.00","$37.52","$27.91","$59.40","$12.16","$70.29","$79.20","$14.28","$59.99","$42.57","$11.67","$53.46","$13.80","$14.00"
"Caldwell UNC Health Care","HC CREATINE KINASE","82550","$30.00","$5.53","$24.00","$18.60","$6.64","$11.37","$8.46","$18.00","$5.77","$21.30","$24.00","$6.77","$18.18","$12.90","$5.53","$16.20","$6.54","$6.64"
"Caldwell UNC Health Care","HC CREATINE KINASE MB","82553","$38.00","$9.82","$30.40","$23.56","$11.78","$14.40","$10.71","$22.80","$10.22","$26.98","$30.40","$12.01","$23.03","$16.34","$9.82","$20.52","$11.61","$11.78"
