Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Aetna NC Preferred,BCBS,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Health,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Nash General Hospital","HC US BIOPHYS PROFILE W/O NON-STRES","76819","$552.00","$100.70","$545.00","$320.16","$108.12","$276.00","$229.14","$331.20","$142.31","$166.15","$169.46","$496.80","$106.00","$0.00","$436.08","$100.70","$545.00","$106.53","$108.65"
"Nash General Hospital","HC US PELVIC NONOBS COMPLETE","76856","$1,616.00","$100.70","$1,454.40","$937.28","$108.12","$808.00","$670.80","$969.60","$142.31","$486.42","$496.11","$1,454.40","$106.00","$0.00","$1,276.64","$100.70","$545.00","$106.53","$108.65"
"Nash General Hospital","HC US PELVIC NONOB LTD","76857","$242.00","$72.84","$242.00","$140.36","$106.19","$121.00","$100.45","$145.20","$85.31","$72.84","$74.29","$217.80","$110.16","$109.31","$191.18","$98.90","$242.00","$106.53","$108.65"
"Nash General Hospital","HC US SCROTUM & CONTENTS","76870","$1,506.00","$100.70","$1,355.40","$873.48","$108.12","$753.00","$625.14","$903.60","$142.31","$453.31","$462.34","$1,355.40","$106.00","$0.00","$1,189.74","$100.70","$545.00","$106.53","$108.65"
"Nash General Hospital","HC US TRANSRECTAL","76872","$1,083.00","$100.70","$974.70","$628.14","$108.12","$541.50","$449.55","$649.80","$142.31","$325.98","$332.48","$974.70","$106.00","$0.00","$855.57","$100.70","$545.00","$106.53","$108.65"
"Nash General Hospital","HC US EXTREMITY NV W IMAGE LTD","76882","$410.00","$85.31","$410.00","$237.80","$108.12","$205.00","$170.19","$246.00","$85.31","$123.41","$125.87","$369.00","$106.00","$0.00","$323.90","$100.70","$410.00","$106.53","$108.65"
"Nash General Hospital","HC US INFANT HIPS W IMAGING W MANIP","76885","$1,527.00","$68.66","$1,374.30","$885.66","$70.03","$763.50","$633.86","$916.20","$85.31","$459.63","$468.79","$1,374.30","$68.66","$72.09","$1,206.33","$70.32","$545.00","$75.86","$77.37"
"Nash General Hospital","HC US HIP INFANT LTD WO STRESS","76886","$260.00","$74.52","$260.00","$150.80","$80.01","$130.00","$107.93","$156.00","$142.31","$78.26","$79.82","$234.00","$78.45","$82.37","$205.40","$74.52","$260.00","$75.86","$77.37"
"Nash General Hospital","HC US GUIDANCE VASCULAR ACCESS","76937","$562.00","$169.16","$545.00","$325.96","$0.00","$281.00","$233.29","$337.20","$284.93","$169.16","$172.53","$505.80","$0.00","$0.00","$443.98","$0.00","$545.00","$0.00","$0.00"
"Nash General Hospital","HC S&I US GUIDANCE NEEDLE PLACEMENT","76942","$943.00","$283.84","$848.70","$546.94","$0.00","$471.50","$391.44","$565.80","$478.10","$283.84","$289.50","$848.70","$0.00","$0.00","$744.97","$0.00","$545.00","$0.00","$0.00"
"Nash General Hospital","HC US STUDY F/U","76970","$648.00","$85.31","$583.20","$375.84","$108.12","$324.00","$268.98","$388.80","$85.31","$195.05","$198.94","$583.20","$106.00","$0.00","$511.92","$100.70","$545.00","$106.53","$108.65"
"Nash General Hospital","HC US INTRA OPERATIVE","76998","$607.00","$182.71","$546.30","$352.06","$0.00","$303.50","$251.97","$364.20","$307.75","$182.71","$186.35","$546.30","$0.00","$0.00","$479.53","$0.00","$545.00","$0.00","$0.00"
"Nash General Hospital","HC US UNLISTED PROCEDURE","76999","$472.00","$71.71","$472.00","$273.76","$76.99","$236.00","$195.93","$283.20","$85.31","$142.07","$144.90","$424.80","$75.48","$0.00","$372.88","$71.71","$472.00","$75.86","$77.37"
"Nash General Hospital","HC US TRANSVAGINAL NONOBS COMP","76830","$1,329.00","$100.70","$1,196.10","$770.82","$108.12","$664.50","$551.67","$797.40","$142.31","$400.03","$408.00","$1,196.10","$106.00","$0.00","$1,049.91","$100.70","$545.00","$106.53","$108.65"
"Nash General Hospital","HC US BREAST UNILATERAL LIMITED","76642","$514.00","$71.71","$514.00","$298.12","$76.99","$257.00","$213.36","$308.40","$85.31","$154.71","$157.80","$462.60","$75.48","$0.00","$406.06","$71.71","$514.00","$75.86","$77.37"
"Nash General Hospital","HC US BREAST UNILATERAL COMPLETE","76641","$864.00","$85.31","$777.60","$501.12","$108.12","$432.00","$358.65","$518.40","$85.31","$260.06","$265.25","$777.60","$106.00","$0.00","$682.56","$100.70","$545.00","$106.53","$108.65"
"Nash General Hospital","HC US GUIDANCE FOR VASC ACCESS IV TEAM ONLY","76937","$562.00","$169.16","$545.00","$325.96","$0.00","$281.00","$233.29","$337.20","$284.93","$169.16","$172.53","$505.80","$0.00","$0.00","$443.98","$0.00","$545.00","$0.00","$0.00"
"Nash General Hospital","HC MG SCREENING DIGITAL BREAST TOMO BIL","77063","$94.00","$22.32","$94.00","$54.52","$23.96","$47.00","$37.73","$56.40","$23.64","$28.29","$28.86","$84.60","$23.49","$0.00","$74.26","$22.32","$94.00","$23.61","$23.96"
"Nash General Hospital","HC MG DX DIGITAL BREAST TOMO UNIL","77061","$103.00","$22.61","$103.00","$59.74","$24.28","$51.50","$41.99","$61.80","$87.51","$31.00","$31.62","$92.70","$23.80","$0.00","$81.37","$22.61","$103.00","$23.61","$24.28"
"Nash General Hospital","HC MG DX DIGITAL BREAST TOMO BIL","77062","$205.00","$22.61","$205.00","$118.90","$24.28","$102.50","$83.58","$123.00","$112.14","$61.71","$62.94","$184.50","$23.80","$0.00","$161.95","$22.61","$205.00","$23.61","$24.28"
"Nash General Hospital","HC PET CT METABOLIC BRAIN","78608","$7,000.00","$1,273.38","$6,300.00","$4,060.00","$1,436.10","$3,500.00","$2,905.70","$4,200.00","$3,647.00","$2,107.00","$2,149.00","$6,300.00","$1,407.94","$1,478.33","$5,530.00","$1,273.38","$3,815.00","$1,371.64","$1,398.94"
"Nash General Hospital","HC PET CT SKULL TO THIGH","78815","$12,155.00","$1,296.58","$10,939.50","$7,049.90","$1,392.11","$6,077.50","$5,045.54","$7,293.00","$3,647.00","$3,658.66","$3,731.59","$10,939.50","$1,364.82","$0.00","$9,602.45","$1,296.58","$3,815.00","$1,371.64","$1,398.94"
"Nash General Hospital","HC PET CT TUMOR IMAGING WHOLE BODY","78816","$12,155.00","$1,296.58","$10,939.50","$7,049.90","$1,392.11","$6,077.50","$5,045.54","$7,293.00","$3,647.00","$3,658.66","$3,731.59","$10,939.50","$1,364.82","$0.00","$9,602.45","$1,296.58","$3,815.00","$1,371.64","$1,398.94"
"Nash General Hospital","HC DOPPLER ECHO COLOR FLOW MAPPING","93325","$347.00","$104.45","$312.30","$201.26","$0.00","$173.50","$144.77","$208.20","$175.93","$104.45","$106.53","$312.30","$0.00","$0.00","$274.13","$0.00","$150.60","$0.00","$0.00"
"Nash General Hospital","HC ROUTINE 2D ECHO W/M MOD/CON","93307","$1,220.00","$367.22","$1,098.00","$707.60","$645.02","$610.00","$508.98","$732.00","$618.54","$367.22","$374.54","$1,098.00","$632.37","$663.99","$963.80","$600.75","$529.48","$647.11","$659.99"
"Nash General Hospital","HC STRESS 2-D ECHO ONLY","93350","$1,847.00","$457.74","$1,662.30","$1,071.26","$497.55","$923.50","$770.57","$1,108.20","$936.43","$555.95","$567.03","$1,662.30","$487.80","$0.00","$1,459.13","$463.41","$801.60","$457.74","$466.85"
"Nash General Hospital","HC MRI CHEST WO CONT","71550","$3,495.00","$205.63","$3,145.50","$2,027.10","$233.64","$1,747.50","$1,371.09","$2,097.00","$2,293.00","$1,052.00","$1,072.97","$3,145.50","$229.06","$240.51","$2,761.05","$205.63","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRI CHEST WO CONT FLD W CONT","71552","$4,785.00","$356.55","$4,306.50","$2,775.30","$382.83","$2,392.50","$1,877.16","$2,871.00","$2,293.00","$1,440.29","$1,469.00","$4,306.50","$375.32","$372.41","$3,780.15","$356.55","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI PELVIS W/O CONT","72195","$3,163.00","$209.38","$2,846.70","$1,834.54","$224.81","$1,581.50","$1,240.84","$1,897.80","$2,293.00","$952.06","$971.04","$2,846.70","$220.40","$0.00","$2,498.77","$209.38","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRI PELVIS W/CONT","72196","$3,322.00","$356.55","$2,989.80","$1,926.76","$382.83","$1,661.00","$1,303.22","$1,993.20","$2,293.00","$999.92","$1,019.85","$2,989.80","$375.32","$394.09","$2,624.38","$356.55","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI PELVIS WO FLD W CONT","72197","$5,191.00","$343.08","$4,671.90","$3,010.78","$368.36","$2,595.50","$2,036.43","$3,114.60","$2,293.00","$1,562.49","$1,593.64","$4,671.90","$361.14","$0.00","$4,100.89","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI UE (NOT JNT) W/O CONT","73218","$3,047.00","$209.38","$2,742.30","$1,767.26","$224.81","$1,523.50","$1,195.34","$1,828.20","$2,293.00","$917.15","$935.43","$2,742.30","$220.40","$0.00","$2,407.13","$209.38","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRI UE (NOT JNT) WO FLD W CONT","73220","$4,936.00","$343.08","$4,442.40","$2,862.88","$368.36","$2,468.00","$1,936.39","$2,961.60","$2,293.00","$1,485.74","$1,515.35","$4,442.40","$361.14","$0.00","$3,899.44","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI UE ANY JNT WO CONT","73221","$3,809.00","$209.38","$3,428.10","$2,209.22","$224.81","$1,904.50","$1,494.27","$2,285.40","$2,293.00","$1,146.51","$1,169.36","$3,428.10","$220.40","$0.00","$3,009.11","$209.38","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRI UE ANY JNT W CONT","73222","$4,228.00","$611.70","$3,805.20","$2,452.24","$656.77","$2,114.00","$1,658.64","$2,536.80","$2,293.00","$1,272.63","$1,298.00","$3,805.20","$643.89","$0.00","$3,340.12","$611.70","$2,179.00","$647.11","$659.99"
"Nash General Hospital","HC MRI UE ANY JNT WO FLD W CON","73223","$4,914.00","$335.07","$4,422.60","$2,850.12","$335.07","$2,457.00","$1,927.76","$2,948.40","$2,293.00","$1,479.11","$1,508.60","$4,422.60","$354.68","$0.00","$3,882.06","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI  LE NOT JNT WO CONT","73718","$4,122.00","$209.38","$3,709.80","$2,390.76","$224.81","$2,061.00","$1,617.06","$2,473.20","$2,293.00","$1,240.72","$1,265.45","$3,709.80","$220.40","$0.00","$3,256.38","$209.38","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRI LE (NOT JNT) WO FLD W CO","73720","$5,977.00","$343.08","$5,379.30","$3,466.66","$368.36","$2,988.50","$2,344.78","$3,586.20","$2,293.00","$1,799.08","$1,834.94","$5,379.30","$361.14","$0.00","$4,721.83","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI LEG JOINT W/O CONTRAST","73721","$4,122.00","$209.38","$3,709.80","$2,390.76","$224.81","$2,061.00","$1,617.06","$2,473.20","$2,293.00","$1,240.72","$1,265.45","$3,709.80","$220.40","$0.00","$3,256.38","$209.38","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRI LE ANY JNT W CON","73722","$4,968.00","$611.70","$4,471.20","$2,881.44","$645.02","$2,484.00","$1,948.95","$2,980.80","$2,293.00","$1,495.37","$1,525.18","$4,471.20","$632.37","$663.99","$3,924.72","$611.70","$2,179.00","$647.11","$659.99"
"Nash General Hospital","HC MRI LE EXT ANY JNT WO FLDW CON","73723","$5,977.00","$343.08","$5,379.30","$3,466.66","$368.36","$2,988.50","$2,344.78","$3,586.20","$2,293.00","$1,799.08","$1,834.94","$5,379.30","$361.14","$0.00","$4,721.83","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI ABD WO CONTRAST","74181","$2,932.00","$209.38","$2,638.80","$1,700.56","$224.81","$1,466.00","$1,150.22","$1,759.20","$2,293.00","$882.53","$900.12","$2,638.80","$220.40","$0.00","$2,316.28","$209.38","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRI ABD W CONT","74182","$3,076.00","$356.55","$2,768.40","$1,784.08","$382.83","$1,538.00","$1,206.71","$1,845.60","$2,293.00","$925.88","$944.33","$2,768.40","$375.32","$394.09","$2,430.04","$356.55","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI ABD W/&W/O CONTRAST","74183","$4,807.00","$343.08","$4,326.30","$2,788.06","$368.36","$2,403.50","$1,885.79","$2,884.20","$2,293.00","$1,446.91","$1,475.75","$4,326.30","$361.14","$0.00","$3,797.53","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI BREAST W CONT UNIL","77048","$1,322.00","$170.15","$1,322.00","$766.76","$182.69","$661.00","$518.62","$793.20","$1,322.00","$397.92","$405.85","$1,189.80","$179.10","$188.06","$1,044.38","$170.15","$1,322.00","$173.20","$176.64"
"Nash General Hospital","HC MRI BREAST W CONT BIL","77049","$4,009.00","$343.08","$3,608.10","$2,325.22","$368.36","$2,004.50","$1,572.73","$2,405.40","$2,293.00","$1,206.71","$1,230.76","$3,608.10","$361.14","$0.00","$3,167.11","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI BRAIN WO CONT","70551","$3,596.00","$209.38","$3,236.40","$2,085.68","$224.81","$1,798.00","$1,410.71","$2,157.60","$2,293.00","$1,082.40","$1,103.97","$3,236.40","$220.40","$0.00","$2,840.84","$209.38","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRI BRAIN W CONT","70552","$3,776.00","$351.50","$3,398.40","$2,190.08","$377.41","$1,888.00","$1,481.32","$2,265.60","$2,293.00","$1,136.58","$1,159.23","$3,398.40","$370.01","$388.51","$2,983.04","$351.50","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI BRAIN WO FLD W CONT","70553","$5,969.00","$343.08","$5,372.10","$3,462.02","$368.36","$2,984.50","$2,341.64","$3,581.40","$2,293.00","$1,796.67","$1,832.48","$5,372.10","$361.14","$0.00","$4,715.51","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI SPINAL CNL & CNTNTS CERV WO CONT","72141","$4,256.00","$209.38","$3,830.40","$2,468.48","$224.81","$2,128.00","$1,669.63","$2,553.60","$2,293.00","$1,281.06","$1,306.59","$3,830.40","$220.40","$0.00","$3,362.24","$209.38","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRI SPINAL CNL & CNTNTS CERV W CONT","72142","$4,426.00","$343.08","$3,983.40","$2,567.08","$368.36","$2,213.00","$1,736.32","$2,655.60","$2,293.00","$1,332.23","$1,358.78","$3,983.40","$361.14","$0.00","$3,496.54","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI SPINAL CNL & CNTNTS THOR WO CONT","72146","$4,256.00","$209.38","$3,830.40","$2,468.48","$224.81","$2,128.00","$1,669.63","$2,553.60","$2,293.00","$1,281.06","$1,306.59","$3,830.40","$220.40","$0.00","$3,362.24","$209.38","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRI SPINAL CNL & CNTNTS THOR W CONT","72147","$4,426.00","$361.14","$3,983.40","$2,567.08","$368.36","$2,213.00","$1,736.32","$2,655.60","$2,293.00","$1,332.23","$1,358.78","$3,983.40","$361.14","$0.00","$3,496.54","$0.00","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI SPINAL CNL & CNTNTS LUMB WO CONT","72148","$4,256.00","$209.38","$3,830.40","$2,468.48","$224.81","$2,128.00","$1,669.63","$2,553.60","$2,293.00","$1,281.06","$1,306.59","$3,830.40","$220.40","$0.00","$3,362.24","$209.38","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRI SPINAL CNL & CNTNTS LUMB W CONT","72149","$4,426.00","$362.94","$3,983.40","$2,567.08","$380.00","$2,213.00","$1,736.32","$2,655.60","$2,293.00","$1,332.23","$1,358.78","$3,983.40","$375.32","$394.09","$3,496.54","$367.44","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI SPINAL CNL & CNTNTS CERV WO FLD W CONT","72156","$5,490.00","$343.08","$4,941.00","$3,184.20","$368.36","$2,745.00","$2,153.73","$3,294.00","$2,293.00","$1,652.49","$1,685.43","$4,941.00","$361.14","$0.00","$4,337.10","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI SPINAL CNL & CNTNTS THOR WO FLD W CONT","72157","$5,490.00","$343.08","$4,941.00","$3,184.20","$368.36","$2,745.00","$2,153.73","$3,294.00","$2,293.00","$1,652.49","$1,685.43","$4,941.00","$361.14","$0.00","$4,337.10","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI SPINAL CNL & CNTNTS LUMB WO FLD W CONT","72158","$5,490.00","$343.08","$4,941.00","$3,184.20","$368.36","$2,745.00","$2,153.73","$3,294.00","$2,293.00","$1,652.49","$1,685.43","$4,941.00","$361.14","$0.00","$4,337.10","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI ORBIT FACE NECK WO CONT","70540","$2,905.00","$221.50","$2,614.50","$1,684.90","$233.64","$1,452.50","$1,139.63","$1,743.00","$2,293.00","$874.41","$891.84","$2,614.50","$229.06","$240.51","$2,294.95","$224.25","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRI ORBIT FACE NK WO FLD W CONT","70543","$4,092.00","$343.08","$3,682.80","$2,373.36","$368.36","$2,046.00","$1,605.29","$2,455.20","$2,293.00","$1,231.69","$1,256.24","$3,682.80","$361.14","$0.00","$3,232.68","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRA HEAD WO CONT","70544","$3,486.00","$209.38","$3,137.40","$2,021.88","$224.81","$1,743.00","$1,367.56","$2,091.60","$2,293.00","$1,049.29","$1,070.20","$3,137.40","$220.40","$0.00","$2,753.94","$209.38","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRA HEAD WO FLD W CONT","70546","$4,079.00","$344.92","$3,671.10","$2,365.82","$382.83","$2,039.50","$1,600.19","$2,447.40","$2,293.00","$1,227.78","$1,252.25","$3,671.10","$375.32","$344.92","$3,222.41","$367.44","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRA NECK WO CONT","70547","$2,882.00","$209.38","$2,593.80","$1,671.56","$224.81","$1,441.00","$1,130.61","$1,729.20","$2,293.00","$867.48","$884.77","$2,593.80","$220.40","$0.00","$2,276.78","$209.38","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRA NECK W CONT","70548","$2,911.00","$351.50","$2,619.90","$1,688.38","$382.83","$1,455.50","$1,141.99","$1,746.60","$2,293.00","$876.21","$893.68","$2,619.90","$375.32","$394.09","$2,299.69","$351.50","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRA NECK WO FLD W CONT","70549","$3,948.00","$351.50","$3,553.20","$2,289.84","$382.83","$1,974.00","$1,548.80","$2,368.80","$2,293.00","$1,188.35","$1,212.04","$3,553.20","$375.32","$372.41","$3,118.92","$351.50","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRA EXTR LWR WO CONT","73725","$3,254.00","$200.48","$2,928.60","$1,887.32","$204.49","$1,627.00","$1,276.54","$1,952.40","$2,293.00","$979.45","$998.98","$2,928.60","$200.48","$210.50","$2,570.66","$214.52","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRA EXTR LWR WO W CONT","73725","$4,111.00","$328.50","$3,699.90","$2,384.38","$335.07","$2,055.50","$1,612.75","$2,466.60","$2,293.00","$1,237.41","$1,262.08","$3,699.90","$328.50","$344.92","$3,247.69","$351.50","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRA CHEST WO CONT","71555","$3,254.00","$217.60","$2,928.60","$1,887.32","$231.91","$1,627.00","$1,276.54","$1,952.40","$2,293.00","$979.45","$998.98","$2,928.60","$225.81","$237.10","$2,570.66","$217.60","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRA CHEST WO W CONT","71555","$4,455.00","$356.55","$4,009.50","$2,583.90","$380.00","$2,227.50","$1,747.70","$2,673.00","$2,293.00","$1,340.96","$1,367.69","$4,009.50","$370.01","$388.51","$3,519.45","$356.55","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRA PELVIS WO CONT","72198","$1,794.00","$200.48","$1,794.00","$1,040.52","$204.49","$897.00","$703.79","$1,076.40","$1,794.00","$539.99","$550.76","$1,614.60","$200.48","$210.50","$1,417.26","$217.60","$1,794.00","$221.50","$225.91"
"Nash General Hospital","HC MRA ABD W CONT","74185","$3,768.00","$335.07","$3,391.20","$2,185.44","$335.07","$1,884.00","$1,478.19","$2,260.80","$2,293.00","$1,134.17","$1,156.78","$3,391.20","$386.78","$0.00","$2,976.72","$356.55","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRA ABD WO CONT","74185","$2,927.00","$204.49","$2,634.30","$1,697.66","$204.49","$1,463.50","$1,148.26","$1,756.20","$2,293.00","$881.03","$898.59","$2,634.30","$236.05","$0.00","$2,312.33","$217.60","$2,179.00","$221.50","$225.91"
"Nash General Hospital","HC MRA ABD WO+W CONT","74185","$4,009.00","$335.07","$3,608.10","$2,325.22","$335.07","$2,004.50","$1,572.73","$2,405.40","$2,293.00","$1,206.71","$1,230.76","$3,608.10","$386.78","$0.00","$3,167.11","$356.55","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC MRI UNLISTED DX INTERVENTIONAL","76498","$2,000.00","$74.52","$2,000.00","$1,160.00","$76.99","$1,000.00","$784.60","$1,200.00","$2,000.00","$602.00","$614.00","$1,800.00","$75.48","$0.00","$1,580.00","$74.52","$2,000.00","$75.86","$77.37"
"Nash General Hospital","HC MRI BREAST W/O CONTRAST UNILATERAL","77046","$1,322.00","$217.60","$1,322.00","$766.76","$233.64","$661.00","$518.62","$793.20","$1,322.00","$397.92","$405.85","$1,189.80","$229.06","$240.51","$1,044.38","$217.60","$1,322.00","$221.50","$225.91"
"Nash General Hospital","HC MRI BREAST W/ & W/O CONTRAST INCLUDE CAD UNILATERAL","77048","$1,322.00","$356.55","$1,322.00","$766.76","$382.83","$661.00","$518.62","$793.20","$1,322.00","$397.92","$405.85","$1,189.80","$375.32","$394.09","$1,044.38","$356.55","$1,322.00","$362.94","$370.17"
"Nash General Hospital","HC MRI BREAST W/ & W/O CONTRAST INCLUDE CAD BILATERAL","77049","$4,009.00","$343.08","$3,608.10","$2,325.22","$368.36","$2,004.50","$1,572.73","$2,405.40","$2,293.00","$1,206.71","$1,230.76","$3,608.10","$361.14","$0.00","$3,167.11","$343.08","$2,179.00","$362.94","$370.17"
"Nash General Hospital","HC DX LMBR SPI PNXR W FLOURO OR CT GUIDE","62328","$1,250.00","$376.25","$1,125.00","$725.00","$602.97","$625.00","$486.25","$750.00","$633.75","$376.25","$383.75","$1,125.00","$591.15","$0.00","$987.50","$561.59","$542.50","$594.10","$605.93"
"Nash General Hospital","HC MYOCRD STRAIN IMG SPCKL TRCK","93356","$96.00","$28.90","$86.40","$55.68","$0.00","$48.00","$37.34","$57.60","$48.67","$28.90","$29.47","$86.40","$0.00","$0.00","$75.84","$0.00","$41.66","$0.00","$0.00"
"Nash General Hospital","HC THERAPEUTIC SPINAL DRAIN CSF USING CATHETER INCLD CT/FLUORO GUIDE","62329","$1,250.00","$376.25","$1,125.00","$725.00","$0.00","$625.00","$486.25","$750.00","$633.75","$376.25","$383.75","$1,125.00","$0.00","$0.00","$987.50","$583.64","$542.50","$0.00","$0.00"
"Nash General Hospital","HC DUPLEX COMPL ABD PEL SCRO RETRO","93975","$639.00","$142.31","$575.10","$370.62","$224.81","$319.50","$266.59","$383.40","$142.31","$192.34","$196.17","$575.10","$220.40","$0.00","$504.81","$209.38","$277.33","$221.50","$225.91"
"Nash General Hospital","HC DUPLEX LTD ABD PEL SCRT RETRO","93976","$628.00","$98.35","$565.20","$364.24","$98.35","$314.00","$262.00","$376.80","$142.31","$189.03","$192.80","$565.20","$110.16","$115.67","$496.12","$104.66","$272.55","$106.53","$108.65"
"Nash General Hospital","HC CAPILLARY BLOOD COLLECTION","36416","$42.00","$1.86","$37.80","$0.00","$0.00","$0.00","$0.00","$25.20","$1.86","$12.64","$12.89","$37.80","$0.00","$0.00","$33.18","$0.00","$2.58","$0.00","$0.00"
"Nash General Hospital","HC COMPREHENSIVE METABOLIC PANEL","80053","$288.00","$9.35","$259.20","$167.04","$10.77","$144.00","$110.56","$172.80","$9.35","$86.69","$88.42","$259.20","$10.56","$0.00","$227.52","$10.03","$13.47","$10.61","$10.77"
"Nash General Hospital","HC RENAL PANEL","80069","$107.00","$7.69","$96.30","$62.06","$8.85","$53.50","$41.08","$64.20","$7.69","$32.21","$32.85","$96.30","$8.68","$0.00","$84.53","$8.25","$11.07","$8.72","$8.85"
"Nash General Hospital","HC ACUTE HEPATITIS PANEL","80074","$446.00","$41.34","$401.40","$258.68","$48.58","$223.00","$171.22","$267.60","$41.34","$134.25","$136.92","$401.40","$47.63","$0.00","$352.34","$45.25","$60.72","$47.87","$48.58"
"Nash General Hospital","HC HEPATIC FUNCTION PANEL","80076","$286.00","$7.23","$257.40","$165.88","$8.33","$143.00","$109.80","$171.60","$7.23","$86.09","$87.80","$257.40","$8.17","$0.00","$225.94","$7.76","$10.41","$8.21","$8.33"
"Nash General Hospital","HC QUINIDINE","80194","$92.00","$12.93","$82.80","$53.36","$0.00","$46.00","$35.32","$55.20","$12.93","$27.69","$28.24","$82.80","$0.00","$0.00","$72.68","$0.00","$18.61","$0.00","$0.00"
"Nash General Hospital","HC URINE, MICROSCOPIC","81015","$75.00","$2.70","$67.50","$43.50","$3.11","$37.50","$28.79","$45.00","$2.70","$22.58","$23.03","$67.50","$3.05","$3.20","$59.25","$2.90","$3.88","$3.07","$3.11"
"Nash General Hospital","HC BCR ABL MAJOR BREAKPOINT","81206","$729.00","$145.18","$656.10","$422.82","$153.09","$364.50","$279.86","$437.40","$145.18","$219.43","$223.80","$656.10","$0.00","$0.00","$575.91","$155.76","$201.32","$0.00","$0.00"
"Nash General Hospital","HC BRAF GENE ANALYSIS","81210","$110.00","$23.10","$110.00","$63.80","$23.10","$55.00","$42.23","$66.00","$110.00","$33.11","$33.77","$99.00","$0.00","$0.00","$86.90","$82.50","$110.00","$0.00","$0.00"
"Nash General Hospital","HC CYP2C19 RESPONSE GENOTYPING","81225","$300.00","$63.00","$270.00","$174.00","$63.00","$150.00","$115.17","$180.00","$189.38","$90.30","$92.10","$270.00","$0.00","$0.00","$237.00","$225.00","$262.62","$0.00","$0.00"
"Nash General Hospital","HC MICROARRAY ANALYSIS SNP","81229","$3,219.00","$484.86","$2,897.10","$1,867.02","$675.99","$1,609.50","$1,235.77","$1,931.40","$484.86","$968.92","$988.23","$2,897.10","$0.00","$0.00","$2,543.01","$1,102.00","$1,044.00","$0.00","$0.00"
"Nash General Hospital","HC EGFR GENE ANALYSIS","81235","$336.00","$70.56","$302.40","$194.88","$70.56","$168.00","$128.99","$201.60","$214.18","$101.14","$103.15","$302.40","$0.00","$0.00","$265.44","$252.00","$297.01","$0.00","$0.00"
"Nash General Hospital","HC FACTOR 2 GENE ANALYSIS","81240","$413.00","$43.57","$371.70","$239.54","$86.73","$206.50","$158.55","$247.80","$43.57","$124.31","$126.79","$371.70","$0.00","$0.00","$326.27","$62.41","$60.42","$0.00","$0.00"
