Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,BCBS,Cash Discount,Cigna,First Health,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Pardee Hospital","HC TC99M PERTECHNETATE DX PER MCI","A9512","$77.00","$1.63","$63.91","$44.66","$0.00","$45.33","$46.20","$1.63","$63.91","$0.00","$0.00","$42.97","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC TC99M MERTIATIDE DX PSD UP TO 15MCI","A9562","$1,365.00","$761.67","$1,132.95","$791.70","$0.00","$803.58","$819.00","$0.00","$1,132.95","$0.00","$0.00","$761.67","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC PET PHARM FDG","A9552","$1,021.00","$265.16","$847.43","$592.18","$0.00","$601.06","$612.60","$265.16","$847.43","$0.00","$0.00","$569.72","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC TC99M MEDRONATE DX PSD UP TO 30MCI","A9503","$196.00","$13.26","$162.68","$113.68","$0.00","$115.39","$117.60","$13.26","$162.68","$0.00","$0.00","$109.37","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC TC99M SESTAMIBI DX PSD","A9500","$184.00","$102.67","$152.72","$106.72","$0.00","$108.32","$110.40","$0.00","$152.72","$0.00","$0.00","$102.67","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC TC99M LABELED RBC DX PSD UP TO 30 MCI","A9560","$2,060.00","$95.27","$1,709.80","$1,194.80","$0.00","$1,212.72","$1,236.00","$95.27","$1,709.80","$0.00","$0.00","$1,149.48","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC TC99M MEBROFENIN DX PSD UP TO 15MCI","A9537","$236.00","$56.42","$195.88","$136.88","$0.00","$138.93","$141.60","$56.42","$195.88","$0.00","$0.00","$131.69","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC TC99M OXIDRONATE DX PSD UP TO 30MCI","A9561","$215.00","$44.88","$178.45","$124.70","$0.00","$126.57","$129.00","$44.88","$178.45","$0.00","$0.00","$119.97","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC TC99M EXAMETAZIME LABELED AUTO  WBC PSD","A9569","$8,300.00","$1,559.34","$6,889.00","$4,814.00","$0.00","$4,886.21","$4,980.00","$1,559.34","$6,889.00","$0.00","$0.00","$4,631.40","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC INJECTION ISOTOPE PRE SURGERY (NO IMAGING)","78808","$575.00","$262.20","$477.25","$333.50","$348.77","$338.50","$345.00","$262.20","$477.25","$341.93","$359.03","$320.85","$341.93","$441.03","$343.64","$341.93"
"Pardee Hospital","HC UREA BREATH TEST C14 ACQUISIT","78267","$624.00","$11.06","$517.92","$361.92","$0.00","$367.35","$374.40","$284.54","$517.92","$0.00","$0.00","$348.19","$11.06","$478.61","$0.00","$0.00"
"Pardee Hospital","HC GASTRIC EMPTYING W/ SM BOWEL TRANSIT","78265","$1,134.00","$517.10","$941.22","$657.72","$0.00","$667.59","$680.40","$517.10","$941.22","$0.00","$0.00","$632.77","$0.00","$869.78","$0.00","$0.00"
"Pardee Hospital","HC GASTRIC EMPTYING W/ SM BOWEL/COLON TRANSIT MULTI DAYS","78266","$1,134.00","$517.10","$941.22","$657.72","$0.00","$667.59","$680.40","$517.10","$941.22","$0.00","$0.00","$632.77","$0.00","$869.78","$0.00","$0.00"
"Pardee Hospital","HC TILMANOCEPT DX UP TO 0.5 MCI","A9520","$1,750.00","$479.20","$1,452.50","$1,015.00","$0.00","$1,030.23","$1,050.00","$479.20","$1,452.50","$0.00","$0.00","$976.50","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC NM TUMOR LOC 1 AREA 1 DAY IMG","78800","$1,472.00","$341.93","$1,221.76","$853.76","$348.77","$866.57","$883.20","$671.23","$1,221.76","$341.93","$359.03","$821.38","$359.16","$1,129.02","$343.64","$341.93"
"Pardee Hospital","HC NM TUMOR LOCAL SPECT 1 AREA 1 DAY IMG","78803","$1,886.00","$860.02","$1,565.38","$1,093.88","$1,275.44","$1,110.29","$1,131.60","$860.02","$1,565.38","$1,250.44","$1,312.96","$1,052.39","$1,250.44","$1,446.56","$1,187.57","$1,250.44"
"Pardee Hospital","HC CT COLONOGRAPHY DX WO CONT","74261","$1,950.00","$104.10","$1,950.00","$1,131.00","$106.19","$1,170.00","$1,170.00","$1,950.00","$1,618.50","$104.10","$109.31","$1,088.10","$104.10","$1,446.00","$104.62","$104.10"
"Pardee Hospital","HC CT COLONOGRAPHY SCREENING","74263","$690.00","$201.48","$690.00","$400.20","$201.48","$414.00","$414.00","$690.00","$572.70","$0.00","$0.00","$385.02","$0.00","$690.00","$0.00","$0.00"
"Pardee Hospital","HC CT HEART WO CONT W COR CAL SCORE","75571","$300.00","$74.13","$300.00","$174.00","$79.42","$180.00","$180.00","$300.00","$249.00","$77.87","$81.76","$167.40","$74.13","$300.00","$74.50","$77.87"
"Pardee Hospital","HC CTA CARD STRUCT & MORPH W/CALC","75574","$1,662.00","$169.01","$1,662.00","$963.96","$172.64","$997.20","$997.20","$1,662.00","$1,379.46","$169.25","$177.72","$927.40","$169.01","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CTA ABD AORTA AND BIL ILIEOFM W CONT","75635","$2,153.00","$169.25","$2,115.00","$1,248.74","$172.64","$1,291.80","$1,291.80","$2,115.00","$1,786.99","$169.25","$177.72","$1,201.37","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT GUIDE NEEDLE PLACEMENT","77012","$1,898.00","$1,059.08","$1,898.00","$1,100.84","$0.00","$1,138.80","$1,138.80","$1,898.00","$1,575.34","$0.00","$0.00","$1,059.08","$0.00","$1,446.00","$0.00","$0.00"
"Pardee Hospital","HC CT GUIDANCE PLACEMENT RADIATION FIELDS","77014","$1,103.00","$615.47","$1,103.00","$639.74","$0.00","$661.80","$661.80","$1,103.00","$915.49","$0.00","$0.00","$615.47","$0.00","$1,103.00","$0.00","$0.00"
"Pardee Hospital","HC CT HEAD OR BRAIN WO CONT","70450","$1,654.00","$104.10","$1,654.00","$959.32","$106.19","$992.40","$992.40","$1,654.00","$1,372.82","$104.10","$109.31","$922.93","$104.10","$1,446.00","$104.62","$104.10"
"Pardee Hospital","HC CT HEAD OR BRAIN W CONT","70460","$1,952.00","$170.10","$1,952.00","$1,132.16","$182.69","$1,171.20","$1,171.20","$1,952.00","$1,620.16","$179.10","$186.67","$1,089.22","$179.10","$1,446.00","$170.10","$177.78"
"Pardee Hospital","HC CT HEAD OR BRAIN WO FLD W CONT","70470","$2,729.00","$169.25","$2,265.07","$1,582.82","$172.64","$1,637.40","$1,637.40","$2,115.00","$2,265.07","$169.25","$177.72","$1,522.78","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT ORBIT SELLA PF WO CONT","70480","$1,751.00","$104.10","$1,751.00","$1,015.58","$106.19","$1,050.60","$1,050.60","$1,751.00","$1,453.33","$104.10","$109.31","$977.06","$104.10","$1,446.00","$104.62","$104.10"
"Pardee Hospital","HC CT ORBIT SELLA PF W CONT","70481","$1,891.00","$169.25","$1,891.00","$1,096.78","$172.64","$1,134.60","$1,134.60","$1,891.00","$1,569.53","$169.25","$177.72","$1,055.18","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT ORBIT SELLA PF WO FLD W CONT","70482","$2,259.00","$159.89","$2,115.00","$1,310.22","$159.89","$1,355.40","$1,355.40","$2,115.00","$1,874.97","$169.25","$177.72","$1,260.52","$172.34","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT MAXILLOFACIAL WO CONT","70486","$1,753.00","$104.10","$1,753.00","$1,016.74","$106.19","$1,051.80","$1,051.80","$1,753.00","$1,454.99","$104.10","$109.31","$978.17","$104.10","$1,446.00","$104.62","$104.10"
"Pardee Hospital","HC CT MAXILLOFACIAL W CONT","70487","$2,454.00","$169.25","$2,115.00","$1,423.32","$172.64","$1,472.40","$1,472.40","$2,115.00","$2,036.82","$169.25","$177.72","$1,369.33","$179.10","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT MAXILLOFACIAL WO FLD W CONT","70488","$2,577.00","$131.84","$2,138.91","$1,494.66","$182.69","$1,546.20","$1,546.20","$2,115.00","$2,138.91","$179.10","$188.06","$1,437.97","$131.84","$1,446.00","$170.10","$179.10"
"Pardee Hospital","HC CT NECK SOFT TISSUE WO CONT","70490","$2,047.00","$104.10","$2,047.00","$1,187.26","$106.19","$1,228.20","$1,228.20","$2,047.00","$1,699.01","$104.10","$109.31","$1,142.23","$104.10","$1,446.00","$104.62","$104.10"
"Pardee Hospital","HC CT SOFT TISSUE NECK W CONT","70491","$2,466.00","$169.25","$2,115.00","$1,430.28","$172.64","$1,479.60","$1,479.60","$2,115.00","$2,046.78","$169.25","$177.72","$1,376.03","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT SOFT TISSUE NECK WO FLD W CONT","70492","$2,984.00","$169.25","$2,476.72","$1,730.72","$172.64","$1,790.40","$1,790.40","$2,115.00","$2,476.72","$169.25","$177.72","$1,665.07","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CTA HEAD W CONT INCL NON CONT","70496","$3,139.00","$169.25","$2,605.37","$1,820.62","$172.64","$1,883.40","$1,883.40","$2,115.00","$2,605.37","$169.25","$177.72","$1,751.56","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CTA NECK W CONT INCL NON CONT","70498","$3,024.00","$169.25","$2,509.92","$1,753.92","$172.64","$1,814.40","$1,814.40","$2,115.00","$2,509.92","$169.25","$177.72","$1,687.39","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT THORAX WO CONT","71250","$1,799.00","$104.10","$1,799.00","$1,043.42","$106.19","$1,079.40","$1,079.40","$1,799.00","$1,493.17","$104.10","$109.31","$1,003.84","$104.10","$1,446.00","$104.62","$104.10"
"Pardee Hospital","HC CT THORAX W CONT","71260","$2,167.00","$169.25","$2,115.00","$1,256.86","$172.64","$1,300.20","$1,300.20","$2,115.00","$1,798.61","$169.25","$177.72","$1,209.19","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT THORAX WO FLD W CONT","71270","$3,229.00","$169.25","$2,680.07","$1,872.82","$172.64","$1,937.40","$1,937.40","$2,115.00","$2,680.07","$169.25","$177.72","$1,801.78","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CTA CHEST NONCOR WO W CONT","71275","$2,714.00","$169.25","$2,252.62","$1,574.12","$172.64","$1,628.40","$1,628.40","$2,115.00","$2,252.62","$169.25","$177.72","$1,514.41","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT CERVICAL W/O CONT","72125","$1,615.00","$104.10","$1,615.00","$936.70","$106.19","$969.00","$969.00","$1,615.00","$1,340.45","$104.10","$109.31","$901.17","$104.10","$1,446.00","$104.62","$104.10"
"Pardee Hospital","HC CT CERVICAL W/CONT","72126","$1,663.00","$354.68","$1,663.00","$964.54","$361.77","$997.80","$997.80","$1,663.00","$1,380.29","$354.68","$372.41","$927.95","$354.68","$1,446.00","$356.45","$354.68"
"Pardee Hospital","HC CT CERVICAL W/O FLD W/CONT","72127","$1,970.00","$169.25","$1,970.00","$1,142.60","$0.00","$1,182.00","$1,182.00","$1,970.00","$1,635.10","$0.00","$0.00","$1,099.26","$169.25","$1,446.00","$0.00","$0.00"
"Pardee Hospital","HC CT THORACIC W/O CONT","72128","$1,945.00","$104.10","$1,945.00","$1,128.10","$106.19","$1,167.00","$1,167.00","$1,945.00","$1,614.35","$104.10","$109.31","$1,085.31","$104.10","$1,446.00","$104.62","$104.10"
"Pardee Hospital","HC CT THORACIC W/CONT","72129","$2,412.00","$170.10","$2,115.00","$1,398.96","$175.78","$1,447.20","$1,447.20","$2,115.00","$2,001.96","$179.10","$0.00","$1,345.90","$179.10","$1,446.00","$170.10","$172.34"
"Pardee Hospital","HC CT THORACIC W/O FLD W/CONT","72130","$2,645.00","$169.25","$2,195.35","$1,534.10","$172.64","$1,587.00","$1,587.00","$2,115.00","$2,195.35","$169.25","$177.72","$1,475.91","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT LUMBAR W/O CONT","72131","$1,345.00","$104.10","$1,345.00","$780.10","$106.19","$807.00","$807.00","$1,345.00","$1,116.35","$104.10","$109.31","$750.51","$104.10","$1,345.00","$104.62","$104.10"
"Pardee Hospital","HC CT LUMBAR W/CONT","72132","$1,708.00","$354.68","$1,708.00","$990.64","$361.77","$1,024.80","$1,024.80","$1,708.00","$1,417.64","$354.68","$372.41","$953.06","$354.68","$1,446.00","$356.45","$354.68"
"Pardee Hospital","HC CT LUMBAR W/O FLD W/CONT","72133","$2,018.00","$169.25","$2,018.00","$1,170.44","$172.64","$1,210.80","$1,210.80","$2,018.00","$1,674.94","$169.25","$177.72","$1,126.04","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT PELVIS W/O CONT","72192","$1,543.00","$104.10","$1,543.00","$894.94","$106.19","$925.80","$925.80","$1,543.00","$1,280.69","$104.10","$109.31","$860.99","$104.10","$1,446.00","$104.62","$104.10"
"Pardee Hospital","HC CT PELVIS W/CONT","72193","$2,052.00","$169.25","$2,052.00","$1,190.16","$172.64","$1,231.20","$1,231.20","$2,052.00","$1,703.16","$169.25","$177.72","$1,145.02","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT PELVIS WO FLD W CONT","72194","$2,762.00","$169.25","$2,292.46","$1,601.96","$172.64","$1,657.20","$1,657.20","$2,115.00","$2,292.46","$169.25","$177.72","$1,541.20","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT UE W/O CONT","73200","$1,625.00","$104.10","$1,625.00","$942.50","$106.19","$975.00","$975.00","$1,625.00","$1,348.75","$104.10","$109.31","$906.75","$104.10","$1,446.00","$104.62","$104.10"
"Pardee Hospital","HC CT UE W/CONT","73201","$2,015.00","$354.68","$2,015.00","$1,168.70","$361.77","$1,209.00","$1,209.00","$2,015.00","$1,672.45","$354.68","$372.41","$1,124.37","$354.68","$1,446.00","$356.45","$354.68"
"Pardee Hospital","HC CT UE WO FLD W CONT","73202","$2,519.00","$176.57","$2,115.00","$1,461.02","$0.00","$1,511.40","$1,511.40","$2,115.00","$2,090.77","$0.00","$0.00","$1,405.60","$176.57","$1,446.00","$0.00","$0.00"
"Pardee Hospital","HC CTA UE W CONT W NON CONT","73206","$1,500.00","$170.10","$1,500.00","$870.00","$181.34","$900.00","$900.00","$1,500.00","$1,245.00","$177.78","$186.67","$837.00","$179.10","$1,446.00","$170.10","$177.78"
"Pardee Hospital","HC CT LE WO CONT","73700","$1,922.00","$104.10","$1,922.00","$1,114.76","$106.19","$1,153.20","$1,153.20","$1,922.00","$1,595.26","$104.10","$109.31","$1,072.48","$104.10","$1,446.00","$104.62","$104.10"
"Pardee Hospital","HC CT LE W CONT","73701","$2,422.00","$169.25","$2,115.00","$1,404.76","$172.64","$1,453.20","$1,453.20","$2,115.00","$2,010.26","$169.25","$177.72","$1,351.48","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT LE  WO FLD W CONT","73702","$2,941.00","$169.25","$2,441.03","$1,705.78","$172.64","$1,764.60","$1,764.60","$2,115.00","$2,441.03","$169.25","$177.72","$1,641.08","$179.10","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CTA LE W/CONT & INCL NON CONT","73706","$2,333.00","$170.10","$2,115.00","$1,353.14","$182.69","$1,399.80","$1,399.80","$2,115.00","$1,936.39","$179.10","$186.67","$1,301.81","$177.78","$1,446.00","$170.10","$177.78"
"Pardee Hospital","HC CT ABDOMEN WO CONT","74150","$2,482.00","$104.10","$2,115.00","$1,439.56","$106.19","$1,489.20","$1,489.20","$2,115.00","$2,060.06","$104.10","$109.31","$1,384.96","$104.10","$1,446.00","$104.62","$104.10"
"Pardee Hospital","HC CT ABDOMEN W CONT","74160","$3,826.00","$169.25","$3,175.58","$2,219.08","$172.64","$2,295.60","$2,295.60","$2,115.00","$3,175.58","$169.25","$177.72","$2,134.91","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT ABDOMEN WO+W CONT","74170","$4,343.00","$169.25","$3,604.69","$2,518.94","$172.64","$2,605.80","$2,605.80","$2,115.00","$3,604.69","$169.25","$177.72","$2,423.39","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CTA ABD PELVIS W CONT W NON CONT","74174","$3,898.00","$354.68","$3,235.34","$2,260.84","$361.77","$2,338.80","$2,338.80","$2,115.00","$3,235.34","$354.68","$372.41","$2,175.08","$354.68","$1,446.00","$356.45","$354.68"
"Pardee Hospital","HC CT ABD PELVIS WO CONT","74176","$3,309.00","$216.46","$2,746.47","$1,919.22","$220.79","$1,985.40","$1,985.40","$2,115.00","$2,746.47","$216.46","$227.28","$1,846.42","$216.46","$1,446.00","$217.54","$216.46"
"Pardee Hospital","HC CT ABD PELVIS W CONT","74177","$5,103.00","$354.68","$4,235.49","$2,959.74","$361.77","$3,061.80","$3,061.80","$2,115.00","$4,235.49","$354.68","$372.41","$2,847.47","$354.68","$1,446.00","$356.45","$354.68"
"Pardee Hospital","HC CT ABD PELVIS WO W CONT","74178","$5,584.00","$354.68","$4,634.72","$3,238.72","$361.77","$3,350.40","$3,350.40","$2,115.00","$4,634.72","$354.68","$372.41","$3,115.87","$354.68","$1,446.00","$356.45","$354.68"
"Pardee Hospital","HC CT LIMITED OR LOCALIZED FOL/UP","76380","$540.00","$74.13","$540.00","$313.20","$75.61","$324.00","$324.00","$540.00","$448.20","$78.45","$77.84","$301.32","$77.87","$540.00","$74.50","$74.13"
"Pardee Hospital","HC CTA ABDOMEN W CONT W NONCONT","74175","$3,079.00","$169.25","$2,555.57","$1,785.82","$172.64","$1,847.40","$1,847.40","$2,115.00","$2,555.57","$169.25","$177.72","$1,718.08","$169.25","$1,446.00","$170.10","$169.25"
"Pardee Hospital","HC CT CEREBRAL PERFUSION STUDY","0042T","$1,900.00","$1,060.20","$1,900.00","$1,102.00","$0.00","$1,140.00","$1,140.00","$1,900.00","$1,577.00","$0.00","$0.00","$1,060.20","$0.00","$1,446.00","$0.00","$0.00"
"Pardee Hospital","HC PROC  TUBE THORACOSTOMY","32551","$1,115.00","$622.17","$1,659.56","$646.70","$1,115.00","$668.11","$669.00","$1,115.00","$925.45","$1,580.53","$1,659.56","$622.17","$1,542.66","$779.39","$1,115.00","$1,137.30"
"Pardee Hospital","HC BILIARY BRSHNG VIA PERC CAT","47552","$3,000.00","$1,674.00","$2,490.00","$1,740.00","$0.00","$1,797.60","$1,800.00","$0.00","$2,490.00","$0.00","$0.00","$1,674.00","$0.00","$2,097.00","$0.00","$0.00"
"Pardee Hospital","HC AMNIOCENTESIS DIAG","59000","$860.00","$392.16","$713.80","$498.80","$640.09","$515.31","$516.00","$392.16","$713.80","$627.54","$658.92","$479.88","$627.54","$601.14","$595.99","$627.54"
"Pardee Hospital","HC ASPIR HEMATOMA ABCES BUL CYST","10160","$419.00","$52.00","$347.77","$243.02","$302.71","$251.06","$251.40","$52.00","$347.77","$296.77","$311.61","$233.80","$296.77","$292.88","$298.26","$296.77"
"Pardee Hospital","HC INJ TREATMENT OF PSEUDOANEURYSM EXT","36002","$1,874.00","$588.57","$1,603.00","$1,086.92","$651.42","$1,122.90","$1,124.40","$1,603.00","$1,555.42","$638.65","$0.00","$1,045.69","$615.15","$1,309.93","$588.57","$638.65"
"Pardee Hospital","HC EXCHANGE DRAIN CATH ABS/CYS","49423","$2,966.00","$1,352.50","$2,461.78","$1,720.28","$1,561.38","$1,777.23","$1,779.60","$1,352.50","$2,461.78","$1,519.46","$1,595.43","$1,655.03","$1,446.58","$2,073.23","$1,453.81","$1,519.46"
"Pardee Hospital","HC CONTRAST INJ FOR ASSESSMENT ABSCESS CYST EXIST CATH","49424","$292.00","$162.94","$242.36","$169.36","$0.00","$174.97","$175.20","$0.00","$242.36","$0.00","$0.00","$162.94","$0.00","$204.11","$0.00","$0.00"
"Pardee Hospital","HC REPLACEMENT OF G TUBE OR CECOSTOMY UNDER FLUORO","49450","$1,236.00","$689.69","$1,236.00","$716.88","$782.11","$740.61","$741.60","$1,236.00","$1,025.88","$766.77","$811.10","$689.69","$772.48","$863.96","$733.64","$772.48"
"Pardee Hospital","HC PLACE OCCLUSIVE DEVICE","G0269","$368.00","$205.34","$305.44","$213.44","$0.00","$220.51","$220.80","$0.00","$305.44","$0.00","$0.00","$205.34","$0.00","$257.23","$0.00","$0.00"
"Pardee Hospital","HC INJ ONLY FOR MAMM DUCTOGRAM","19030","$460.00","$256.68","$381.80","$266.80","$0.00","$275.63","$276.00","$0.00","$381.80","$0.00","$0.00","$256.68","$0.00","$321.54","$0.00","$0.00"
"Pardee Hospital","HC BX NEEDLE MUSCLE PERC","20206","$1,495.00","$834.21","$1,495.00","$867.10","$1,376.11","$895.80","$897.00","$1,495.00","$1,240.85","$1,349.13","$1,416.58","$834.21","$1,349.13","$1,045.01","$1,281.30","$1,349.13"
"Pardee Hospital","HC BX NDL BONE TROCAR SUPERFICIAL","20220","$1,595.00","$890.01","$1,595.00","$925.10","$1,365.95","$955.72","$957.00","$1,595.00","$1,323.85","$1,298.15","$0.00","$890.01","$1,274.93","$1,114.91","$1,281.30","$1,298.15"
"Pardee Hospital","HC BX NDL BONE TROCAR DEEP","20225","$2,208.00","$1,232.06","$2,147.00","$1,280.64","$1,300.42","$1,323.03","$1,324.80","$2,147.00","$1,832.64","$1,274.93","$1,338.67","$1,232.06","$1,274.93","$1,543.39","$1,281.30","$1,274.93"
"Pardee Hospital","HC INJ SINUS TRACT DIAGNOSTIC","20501","$235.00","$131.13","$195.05","$136.30","$0.00","$140.81","$141.00","$0.00","$195.05","$0.00","$0.00","$131.13","$0.00","$164.27","$0.00","$0.00"
"Pardee Hospital","HC ARTHROCENTESIS A IR INJ SMALL JNT OR BURSA W/O US GUIDE","20600","$484.00","$243.14","$484.00","$280.72","$248.01","$290.01","$290.40","$484.00","$401.72","$243.14","$255.30","$270.07","$243.14","$338.32","$244.36","$243.14"
"Pardee Hospital","HC ARTHROCENTESIS ASPIR INJ INTERMEDIATE JNT OR BURSA W/O US GUIDE","20605","$531.00","$243.14","$531.00","$307.98","$248.01","$318.18","$318.60","$531.00","$440.73","$243.14","$255.30","$296.30","$243.14","$371.17","$244.36","$243.14"
"Pardee Hospital","HC ARTHROCENTESIS A IR INJ MAJOR JNT OR BURSA W/O US GUIDE","20610","$542.00","$243.14","$542.00","$314.36","$248.01","$324.77","$325.20","$542.00","$449.86","$243.14","$255.30","$302.44","$243.14","$378.86","$244.36","$243.14"
"Pardee Hospital","HC INJ SHOULDER ARTHROGRAPHY","23350","$462.00","$257.80","$383.46","$267.96","$0.00","$276.83","$277.20","$0.00","$383.46","$0.00","$0.00","$257.80","$0.00","$322.94","$0.00","$0.00"
"Pardee Hospital","HC INJ ELBOW ARTHROGRAPHY","24220","$400.00","$223.20","$332.00","$232.00","$0.00","$239.68","$240.00","$0.00","$332.00","$0.00","$0.00","$223.20","$0.00","$279.60","$0.00","$0.00"
"Pardee Hospital","HC INJ WRIST ARTHROGRAPHY","25246","$480.00","$267.84","$398.40","$278.40","$0.00","$287.62","$288.00","$0.00","$398.40","$0.00","$0.00","$267.84","$0.00","$335.52","$0.00","$0.00"
"Pardee Hospital","HC INJ HIP ARTHROGRAPHY WO ANES","27093","$748.00","$417.38","$620.84","$433.84","$0.00","$448.20","$448.80","$0.00","$620.84","$0.00","$0.00","$417.38","$0.00","$522.85","$0.00","$0.00"
"Pardee Hospital","HC INJ SACROILIAC JT INCLD GUIDE","27096","$1,328.00","$52.00","$1,102.24","$770.24","$592.18","$795.74","$796.80","$52.00","$1,102.24","$580.57","$609.60","$741.02","$82.56","$928.27","$583.47","$580.57"
"Pardee Hospital","HC BX LUNG MEDIASTINUM PERC NDL","32405","$2,000.00","$1,116.00","$1,660.00","$1,160.00","$1,300.42","$1,198.40","$1,200.00","$1,603.00","$1,660.00","$1,274.93","$1,338.67","$1,116.00","$1,274.93","$1,398.00","$1,281.30","$1,274.93"
"Pardee Hospital","HC REMOVAL TUNNELED PLEURAL CATH","32552","$700.00","$390.60","$581.00","$406.00","$0.00","$419.44","$420.00","$0.00","$581.00","$0.00","$0.00","$390.60","$0.00","$489.30","$0.00","$0.00"
"Pardee Hospital","HC THORACENTESIS NLD/CATH W IMAGE","32555","$1,408.00","$585.64","$1,408.00","$816.64","$597.36","$843.67","$844.80","$1,408.00","$1,168.64","$585.64","$614.93","$785.66","$585.64","$984.19","$588.57","$585.64"
"Pardee Hospital","HC PLEURAL DRAIN W CATH W IMAGE","32557","$1,754.00","$978.73","$1,683.40","$1,017.32","$1,635.30","$1,051.00","$1,052.40","$1,603.00","$1,455.82","$1,603.24","$1,683.40","$978.73","$1,603.24","$1,226.05","$1,522.63","$1,603.24"
"Pardee Hospital","HC INTRO VEIN CATH OR NEEDLE","36000","$129.00","$71.98","$107.07","$74.82","$0.00","$77.30","$77.40","$0.00","$107.07","$0.00","$0.00","$71.98","$0.00","$90.17","$0.00","$0.00"
"Pardee Hospital","HC SELECTIVE VENOUS 1ST ORD","36011","$633.00","$353.21","$633.00","$367.14","$0.00","$408.73","$379.80","$633.00","$525.39","$0.00","$0.00","$353.21","$0.00","$442.47","$0.00","$0.00"
"Pardee Hospital","HC INTRO NEEDLE CATH EXT ART","36140","$175.00","$97.65","$175.00","$101.50","$0.00","$113.00","$105.00","$175.00","$145.25","$0.00","$0.00","$97.65","$0.00","$122.33","$0.00","$0.00"
"Pardee Hospital","HC INTRO CATHETER AORTA","36200","$1,654.00","$922.93","$1,654.00","$959.32","$0.00","$1,067.99","$992.40","$1,654.00","$1,372.82","$0.00","$0.00","$922.93","$0.00","$1,156.15","$0.00","$0.00"
"Pardee Hospital","HC CATH EXTERNAL CAROTID UNILAT","36227","$1,964.00","$1,095.91","$1,964.00","$1,139.12","$0.00","$1,268.15","$1,178.40","$1,964.00","$1,630.12","$0.00","$0.00","$1,095.91","$0.00","$1,372.84","$0.00","$0.00"
"Pardee Hospital","HC ABD PELVIC OR LE SEL 1ST ORD ART","36245","$2,455.00","$1,369.89","$2,455.00","$1,423.90","$0.00","$1,585.19","$1,473.00","$2,455.00","$2,037.65","$0.00","$0.00","$1,369.89","$0.00","$1,716.05","$0.00","$0.00"
"Pardee Hospital","HC ABD PELVIC OR LE SEL 2ND ORD ART","36246","$2,093.00","$1,167.89","$1,737.19","$1,213.94","$0.00","$1,254.13","$1,255.80","$0.00","$1,737.19","$0.00","$0.00","$1,167.89","$0.00","$1,463.01","$0.00","$0.00"
"Pardee Hospital","HC ABD PELVIC OR LE SEL ADDL ORD ART","36248","$2,093.00","$1,167.89","$1,737.19","$1,213.94","$0.00","$1,254.13","$1,255.80","$0.00","$1,737.19","$0.00","$0.00","$1,167.89","$0.00","$1,463.01","$0.00","$0.00"
"Pardee Hospital","HC INS PICC WO SQ PORT PUMP>5YRS W/O GUIDANCE","36569","$2,054.00","$936.62","$1,704.82","$1,191.32","$1,635.30","$1,075.68","$1,232.40","$936.62","$1,704.82","$1,652.19","$1,683.40","$1,146.13","$1,603.24","$0.00","$1,522.63","$1,603.24"
