Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Anthem HMO,Anthem PPO,BCBS PPO/HMO/Blue Select/Blue Value/POS,Care N Care,Cash Discount,CIGNA,First Health,Humana,Humana Medicare Advantage,MedCost,UHC,UHC Medicare Advantage,Care N Care Note,UHC Note,Aetna Medicare Advantage Note,Anthem HMO Note,Anthem PPO Note,BCBS PPO/HMO/Blue Select/Blue Value/POS Note,Humana Medicare Advantage Note,UHC Medicare Advantage Note
"Rockingham Hospital"," LAPAROSCOPIC CO-AG SHEARS","","$1,593.00","$558.67","$1,193.16","$1,193.16","$0.00","$875.03","$906.42","$558.67","$0.00","$955.80","$957.39","$1,193.16","$1,115.10","$0.00","$1,084.83","","$0.00","","","","","","","",""
"Rockingham Hospital"," ENDORETRACT MAXI","","$487.00","$170.79","$364.76","$364.76","$0.00","$267.51","$277.10","$170.79","$0.00","$292.20","$292.69","$364.76","$340.90","$0.00","$331.65","","$0.00","","","","","","","",""
"Rockingham Hospital"," ENDO PADDLE","","$1,315.00","$461.17","$984.93","$984.93","$0.00","$722.33","$748.23","$461.17","$0.00","$789.00","$790.31","$984.93","$920.50","$0.00","$895.52","","$0.00","","","","","","","",""
"Rockingham Hospital"," ENDO GRASP (ROTICULATING)","","$1,535.00","$538.32","$1,149.71","$1,149.71","$0.00","$843.18","$873.41","$538.32","$0.00","$921.00","$922.53","$1,149.71","$1,074.50","$0.00","$1,045.34","","$0.00","","","","","","","",""
"Rockingham Hospital"," SURGIWAND","","$385.00","$135.02","$288.37","$288.37","$0.00","$211.48","$219.06","$135.02","$0.00","$231.00","$231.38","$288.37","$269.50","$0.00","$262.19","","$0.00","","","","","","","",""
"Rockingham Hospital"," AEC CARTRIDGE VASCULAR 2.5","","$1,089.00","$381.91","$815.66","$815.66","$0.00","$598.19","$619.64","$381.91","$0.00","$653.40","$654.49","$815.66","$762.30","$0.00","$741.61","","$0.00","","","","","","","",""
"Rockingham Hospital"," REFLEX AEC","","$2,835.00","$994.23","$2,123.41","$2,123.41","$0.00","$1,557.27","$1,613.11","$994.23","$0.00","$1,701.00","$1,703.84","$2,123.41","$1,984.50","$0.00","$1,930.64","","$0.00","","","","","","","",""
"Rockingham Hospital"," ESOPHAGEAL STENT","","$11,286.00","$3,958.00","$8,453.21","$8,453.21","$0.00","$6,199.40","$6,421.73","$3,958.00","$0.00","$6,771.60","$6,782.89","$8,453.21","$7,900.20","$0.00","$7,685.77","","$0.00","","","","","","","",""
"Rockingham Hospital"," ESOPHAGEAL GUIDEWIRE","","$2,092.00","$733.66","$1,566.91","$1,566.91","$0.00","$1,149.14","$1,190.35","$733.66","$0.00","$1,255.20","$1,257.29","$1,566.91","$1,464.40","$0.00","$1,424.65","","$0.00","","","","","","","",""
"Rockingham Hospital"," BONE STAPLE","","$238.00","$83.47","$178.26","$178.26","$0.00","$130.73","$135.42","$83.47","$0.00","$142.80","$143.04","$178.26","$166.60","$0.00","$162.08","","$0.00","","","","","","","",""
"Rockingham Hospital"," VASCULAR GRAFT - CUSTOM","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," MINISITE SCISSOR W/CAUTERY","","$1,369.00","$480.11","$1,025.38","$1,025.38","$0.00","$751.99","$778.96","$480.11","$0.00","$821.40","$822.77","$1,025.38","$958.30","$0.00","$932.29","","$0.00","","","","","","","",""
"Rockingham Hospital"," MINIPORT","","$1,369.00","$480.11","$1,025.38","$1,025.38","$0.00","$751.99","$778.96","$480.11","$0.00","$821.40","$822.77","$1,025.38","$958.30","$0.00","$932.29","","$0.00","","","","","","","",""
"Rockingham Hospital"," HARMONIC SCALPEL 5MM HOOK","","$1,563.00","$548.14","$1,170.69","$1,170.69","$0.00","$858.56","$889.35","$548.14","$0.00","$937.80","$939.36","$1,170.69","$1,094.10","$0.00","$1,064.40","","$0.00","","","","","","","",""
"Rockingham Hospital"," ADHERENT CLOT CATHETER","","$1,845.00","$647.04","$1,381.90","$1,381.90","$0.00","$1,013.46","$1,049.80","$647.04","$0.00","$1,107.00","$1,108.85","$1,381.90","$1,291.50","$0.00","$1,256.45","","$0.00","","","","","","","",""
"Rockingham Hospital"," LARYNGEAL MASK AIRWAY","","$151.00","$52.96","$113.10","$113.10","$0.00","$82.94","$85.92","$52.96","$0.00","$90.60","$90.75","$113.10","$105.70","$0.00","$102.83","","$0.00","","","","","","","",""
"Rockingham Hospital"," HARMONIC SCALPEL","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," VASCULAR GRAFT (GORETEX) 6X40","","$3,659.00","$1,283.21","$2,740.59","$2,740.59","$0.00","$2,009.89","$2,081.97","$1,283.21","$0.00","$2,195.40","$2,199.06","$2,740.59","$2,561.30","$0.00","$2,491.78","","$0.00","","","","","","","",""
"Rockingham Hospital"," VASCULAR GRAFT (GORETEX) 6x50","","$4,573.00","$1,603.75","$3,425.18","$3,425.18","$0.00","$2,511.95","$2,602.04","$1,603.75","$0.00","$2,743.80","$2,748.37","$3,425.18","$3,201.10","$0.00","$3,114.21","","$0.00","","","","","","","",""
"Rockingham Hospital"," BILIARY DILATOR","","$1,756.00","$615.83","$1,315.24","$1,315.24","$0.00","$964.57","$999.16","$615.83","$0.00","$1,053.60","$1,055.36","$1,315.24","$1,229.20","$0.00","$1,195.84","","$0.00","","","","","","","",""
"Rockingham Hospital"," MYCRO MESH PATCH 1mm 10x15","","$3,402.00","$1,193.08","$2,548.10","$2,548.10","$0.00","$1,868.72","$1,935.74","$1,193.08","$0.00","$2,041.20","$2,044.60","$2,548.10","$2,381.40","$0.00","$2,316.76","","$0.00","","","","","","","",""
"Rockingham Hospital"," BIOPSY NEEDLE MAGNUM","","$784.00","$274.95","$587.22","$587.22","$0.00","$430.65","$446.10","$274.95","$0.00","$470.40","$471.18","$587.22","$548.80","$0.00","$533.90","","$0.00","","","","","","","",""
"Rockingham Hospital"," CATHETER (KUMPE ACCESS)","","$263.00","$92.23","$196.99","$196.99","$0.00","$144.47","$149.65","$92.23","$0.00","$157.80","$158.06","$196.99","$184.10","$0.00","$179.10","","$0.00","","","","","","","",""
"Rockingham Hospital"," CATHETER INTRODUCER KIT","","$501.00","$175.70","$375.25","$375.25","$0.00","$275.20","$285.07","$175.70","$0.00","$300.60","$301.10","$375.25","$350.70","$0.00","$341.18","","$0.00","","","","","","","",""
"Rockingham Hospital"," HELY WEBER POST-OP BRACE","","$469.00","$164.48","$351.28","$351.28","$0.00","$257.62","$266.86","$164.48","$0.00","$281.40","$281.87","$351.28","$328.30","$0.00","$319.39","","$0.00","","","","","","","",""
"Rockingham Hospital"," VERSAFIRE HANDLE","","$472.00","$165.53","$353.53","$353.53","$0.00","$259.27","$268.57","$165.53","$0.00","$283.20","$283.67","$353.53","$330.40","$0.00","$321.43","","$0.00","","","","","","","",""
"Rockingham Hospital"," LAP-NISSEN KIT","","$4,356.00","$1,527.65","$3,262.64","$3,262.64","$0.00","$2,392.75","$2,478.56","$1,527.65","$0.00","$2,613.60","$2,617.96","$3,262.64","$3,049.20","$0.00","$2,966.44","","$0.00","","","","","","","",""
"Rockingham Hospital"," ENDO SLIDE","","$112.00","$39.28","$83.89","$83.89","$0.00","$61.52","$63.73","$39.28","$0.00","$67.20","$67.31","$83.89","$78.40","$0.00","$76.27","","$0.00","","","","","","","",""
"Rockingham Hospital"," TROCAR 8MM DISPOSABLE","","$212.00","$74.35","$158.79","$158.79","$0.00","$116.45","$120.63","$74.35","$0.00","$127.20","$127.41","$158.79","$148.40","$0.00","$144.37","","$0.00","","","","","","","",""
"Rockingham Hospital"," NEEDLE DRIVER DISPOSABLE","","$920.00","$322.64","$689.08","$689.08","$0.00","$505.36","$523.48","$322.64","$0.00","$552.00","$552.92","$689.08","$644.00","$0.00","$626.52","","$0.00","","","","","","","",""
"Rockingham Hospital"," SUTURE 0 POLY 48 IN","","$203.00","$71.19","$152.05","$152.05","$0.00","$111.51","$115.51","$71.19","$0.00","$121.80","$122.00","$152.05","$142.10","$0.00","$138.24","","$0.00","","","","","","","",""
"Rockingham Hospital"," INNERDYNE INSUFF ACCESS NEEDLE","","$97.00","$34.02","$72.65","$72.65","$0.00","$53.28","$55.19","$34.02","$0.00","$58.20","$58.30","$72.65","$67.90","$0.00","$66.06","","$0.00","","","","","","","",""
"Rockingham Hospital"," INNERDYNE STEP 5MM","","$361.00","$126.60","$270.39","$270.39","$0.00","$198.30","$205.41","$126.60","$0.00","$216.60","$216.96","$270.39","$252.70","$0.00","$245.84","","$0.00","","","","","","","",""
"Rockingham Hospital"," INNERDYNE STEP 10/2-3MM","","$390.00","$136.77","$292.11","$292.11","$0.00","$214.23","$221.91","$136.77","$0.00","$234.00","$234.39","$292.11","$273.00","$0.00","$265.59","","$0.00","","","","","","","",""
"Rockingham Hospital"," INNERDYNE STEP 12MM","","$416.00","$145.89","$311.58","$311.58","$0.00","$228.51","$236.70","$145.89","$0.00","$249.60","$250.02","$311.58","$291.20","$0.00","$283.30","","$0.00","","","","","","","",""
"Rockingham Hospital"," INNERDYNE STEP SLEEVE ONLY","","$265.00","$92.94","$198.49","$198.49","$0.00","$145.56","$150.78","$92.94","$0.00","$159.00","$159.26","$198.49","$185.50","$0.00","$180.47","","$0.00","","","","","","","",""
"Rockingham Hospital"," INNERDYNE STEP 5MM REDUCER","","$38.00","$13.33","$28.46","$28.46","$0.00","$20.87","$21.62","$13.33","$0.00","$22.80","$22.84","$28.46","$26.60","$0.00","$25.88","","$0.00","","","","","","","",""
"Rockingham Hospital"," DISPOSABLE SCISSOR TIP","","$250.00","$87.67","$187.25","$187.25","$0.00","$137.32","$142.25","$87.67","$0.00","$150.00","$150.25","$187.25","$175.00","$0.00","$170.25","","$0.00","","","","","","","",""
"Rockingham Hospital"," LAP CHOLE KIT WITH SUPPLIES","","$2,720.00","$953.90","$2,037.28","$2,037.28","$0.00","$1,494.10","$1,547.68","$953.90","$0.00","$1,632.00","$1,634.72","$2,037.28","$1,904.00","$0.00","$1,852.32","","$0.00","","","","","","","",""
"Rockingham Hospital"," CATHETER HICKMAN (SINGLE)","","$976.00","$342.28","$731.02","$731.02","$0.00","$536.12","$555.34","$342.28","$0.00","$585.60","$586.58","$731.02","$683.20","$0.00","$664.66","","$0.00","","","","","","","",""
"Rockingham Hospital"," URETERAL DIVERSION STENT SET","","$1,299.00","$455.56","$972.95","$972.95","$0.00","$713.54","$739.13","$455.56","$0.00","$779.40","$780.70","$972.95","$909.30","$0.00","$884.62","","$0.00","","","","","","","",""
"Rockingham Hospital"," DUAL MESH PLUS 18x24CM X1MM","","$10,200.00","$3,577.14","$7,639.80","$7,639.80","$0.00","$5,602.86","$5,803.80","$3,577.14","$0.00","$6,120.00","$6,130.20","$7,639.80","$7,140.00","$0.00","$6,946.20","","$0.00","","","","","","","",""
"Rockingham Hospital"," GELFILM STERILE OPHTHALMC FILM","","$209.00","$73.30","$156.54","$156.54","$0.00","$114.80","$118.92","$73.30","$0.00","$125.40","$125.61","$156.54","$146.30","$0.00","$142.33","","$0.00","","","","","","","",""
"Rockingham Hospital"," DENVER SPLINT (SMALL)","","$567.00","$198.85","$424.68","$424.68","$0.00","$311.45","$322.62","$198.85","$0.00","$340.20","$340.77","$424.68","$396.90","$0.00","$386.13","","$0.00","","","","","","","",""
"Rockingham Hospital"," MEROCEL NASAL DSG W/AIRWAY 8CM","","$126.00","$44.19","$94.37","$94.37","$0.00","$69.21","$71.69","$44.19","$0.00","$75.60","$75.73","$94.37","$88.20","$0.00","$85.81","","$0.00","","","","","","","",""
"Rockingham Hospital"," BANDEAU","","$314.00","$110.12","$235.19","$235.19","$0.00","$172.48","$178.67","$110.12","$0.00","$188.40","$188.71","$235.19","$219.80","$0.00","$213.83","","$0.00","","","","","","","",""
"Rockingham Hospital"," BIVONA NASAL CATHETER","","$456.00","$159.92","$341.54","$341.54","$0.00","$250.48","$259.46","$159.92","$0.00","$273.60","$274.06","$341.54","$319.20","$0.00","$310.54","","$0.00","","","","","","","",""
"Rockingham Hospital"," MEROCEL NASAL SPONGES","","$110.00","$38.58","$82.39","$82.39","$0.00","$60.42","$62.59","$38.58","$0.00","$66.00","$66.11","$82.39","$77.00","$0.00","$74.91","","$0.00","","","","","","","",""
"Rockingham Hospital"," CO2 LASER REFLECTIVE MIRROR","","$167.00","$58.57","$125.08","$125.08","$0.00","$91.73","$95.02","$58.57","$0.00","$100.20","$100.37","$125.08","$116.90","$0.00","$113.73","","$0.00","","","","","","","",""
"Rockingham Hospital"," ENDOSCRUBBER SHEATH","","$330.00","$115.73","$247.17","$247.17","$0.00","$181.27","$187.77","$115.73","$0.00","$198.00","$198.33","$247.17","$231.00","$0.00","$224.73","","$0.00","","","","","","","",""
"Rockingham Hospital"," ENDOSCRUBBER MACHINE","","$289.00","$101.35","$216.46","$216.46","$0.00","$158.75","$164.44","$101.35","$0.00","$173.40","$173.69","$216.46","$202.30","$0.00","$196.81","","$0.00","","","","","","","",""
"Rockingham Hospital"," VASCULAR GRAFT","","$3,752.00","$1,315.83","$2,810.25","$2,810.25","$0.00","$2,060.97","$2,134.89","$1,315.83","$0.00","$2,251.20","$2,254.95","$2,810.25","$2,626.40","$0.00","$2,555.11","","$0.00","","","","","","","",""
"Rockingham Hospital"," VASCULAR GRAFT","","$4,960.00","$1,739.47","$3,715.04","$3,715.04","$0.00","$2,724.53","$2,822.24","$1,739.47","$0.00","$2,976.00","$2,980.96","$3,715.04","$3,472.00","$0.00","$3,377.76","","$0.00","","","","","","","",""
"Rockingham Hospital"," STAT TACK","","$1,185.00","$415.58","$887.57","$887.57","$0.00","$650.92","$674.26","$415.58","$0.00","$711.00","$712.18","$887.57","$829.50","$0.00","$806.99","","$0.00","","","","","","","",""
"Rockingham Hospital"," TRIGGER SWITCH & CORD","","$300.00","$105.21","$224.70","$224.70","$0.00","$164.79","$170.70","$105.21","$0.00","$180.00","$180.30","$224.70","$210.00","$0.00","$204.30","","$0.00","","","","","","","",""
"Rockingham Hospital"," ETHICON SKIN STAPLER","","$475.00","$166.58","$355.77","$355.77","$0.00","$260.92","$270.27","$166.58","$0.00","$285.00","$285.47","$355.77","$332.50","$0.00","$323.48","","$0.00","","","","","","","",""
"Rockingham Hospital"," ORIGIN 12MM BLUNT-TIP TROCAR","","$987.00","$346.14","$739.26","$739.26","$0.00","$542.16","$561.60","$346.14","$0.00","$592.20","$593.19","$739.26","$690.90","$0.00","$672.15","","$0.00","","","","","","","",""
"Rockingham Hospital"," PMI PROLENE MESH 3X5","","$655.00","$229.71","$490.60","$490.60","$0.00","$359.79","$372.69","$229.71","$0.00","$393.00","$393.65","$490.60","$458.50","$0.00","$446.06","","$0.00","","","","","","","",""
"Rockingham Hospital"," CUTTING LOOP 24 FR.","","$1,115.00","$391.03","$835.13","$835.13","$0.00","$612.47","$634.43","$391.03","$0.00","$669.00","$670.12","$835.13","$780.50","$0.00","$759.32","","$0.00","","","","","","","",""
"Rockingham Hospital"," CUTTING LOOP 27 FR","","$1,115.00","$391.03","$835.13","$835.13","$0.00","$612.47","$634.43","$391.03","$0.00","$669.00","$670.12","$835.13","$780.50","$0.00","$759.32","","$0.00","","","","","","","",""
"Rockingham Hospital"," COLD KNIFE STRAIGHT","","$987.00","$346.14","$739.26","$739.26","$0.00","$542.16","$561.60","$346.14","$0.00","$592.20","$593.19","$739.26","$690.90","$0.00","$672.15","","$0.00","","","","","","","",""
"Rockingham Hospital"," CAROMED CHIN NECK BANDAGE -MED","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," CAROMED CHIN NECK BANDAGE -LG","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," OXYGEN HOURS","","$20.00","$7.01","$14.98","$14.98","$0.00","$10.99","$11.38","$7.01","$0.00","$12.00","$12.02","$14.98","$14.00","$0.00","$13.62","","$0.00","","","","","","","",""
"Rockingham Hospital"," OXYGEN SUPPLIES","","$46.00","$16.13","$34.45","$34.45","$0.00","$25.27","$26.17","$16.13","$0.00","$27.60","$27.65","$34.45","$32.20","$0.00","$31.33","","$0.00","","","","","","","",""
"Rockingham Hospital"," NEBULIZER SUPPLIES","","$30.00","$10.52","$22.47","$22.47","$0.00","$16.48","$17.07","$10.52","$0.00","$18.00","$18.03","$22.47","$21.00","$0.00","$20.43","","$0.00","","","","","","","",""
"Rockingham Hospital"," SEPRAFILM 5" X 6" SHEET","","$1,155.00","$405.06","$865.10","$865.10","$0.00","$634.44","$657.19","$405.06","$0.00","$693.00","$694.15","$865.10","$808.50","$0.00","$786.56","","$0.00","","","","","","","",""
"Rockingham Hospital"," URETHROTOME","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," LITHROTRITE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," OPTICAL GRASPING FORCEP","","$178.00","$62.42","$133.32","$133.32","$0.00","$97.78","$101.28","$62.42","$0.00","$106.80","$106.98","$133.32","$124.60","$0.00","$121.22","","$0.00","","","","","","","",""
"Rockingham Hospital"," OPTICAL BIOPSY FORCEP","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," BABCOCK 5MM ARTICULATING","","$872.00","$305.81","$653.13","$653.13","$0.00","$478.99","$496.17","$305.81","$0.00","$523.20","$524.07","$653.13","$610.40","$0.00","$593.83","","$0.00","","","","","","","",""
"Rockingham Hospital"," COLD THERAPY UNIT","","$893.00","$313.18","$668.86","$668.86","$0.00","$490.52","$508.12","$313.18","$0.00","$535.80","$536.69","$668.86","$625.10","$0.00","$608.13","","$0.00","","","","","","","",""
"Rockingham Hospital"," DISP TWIST-IN CANNULA","","$249.00","$87.32","$186.50","$186.50","$0.00","$136.78","$141.68","$87.32","$0.00","$149.40","$149.65","$186.50","$174.30","$0.00","$169.57","","$0.00","","","","","","","",""
"Rockingham Hospital"," OBTURATOR","","$326.00","$114.33","$244.17","$244.17","$0.00","$179.07","$185.49","$114.33","$0.00","$195.60","$195.93","$244.17","$228.20","$0.00","$222.01","","$0.00","","","","","","","",""
"Rockingham Hospital"," HYDRODEBRIDER","","$991.00","$347.54","$742.26","$742.26","$0.00","$544.36","$563.88","$347.54","$0.00","$594.60","$595.59","$742.26","$693.70","$0.00","$674.87","","$0.00","","","","","","","",""
"Rockingham Hospital"," MISCELLANEOUS SUPPLY","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," SHOULDER SUSPENSION KIT","","$537.00","$188.33","$402.21","$402.21","$0.00","$294.97","$305.55","$188.33","$0.00","$322.20","$322.74","$402.21","$375.90","$0.00","$365.70","","$0.00","","","","","","","",""
"Rockingham Hospital"," S-D-SORB EZ TAC","","$1,736.00","$608.82","$1,300.26","$1,300.26","$0.00","$953.58","$987.78","$608.82","$0.00","$1,041.60","$1,043.34","$1,300.26","$1,215.20","$0.00","$1,182.22","","$0.00","","","","","","","",""
"Rockingham Hospital"," BALLOON-TIP PACING CATH & KIT","","$1,022.00","$358.42","$765.48","$765.48","$0.00","$561.38","$581.52","$358.42","$0.00","$613.20","$614.22","$765.48","$715.40","$0.00","$695.98","","$0.00","","","","","","","",""
"Rockingham Hospital"," DISP. IRIS RETRACTOR","","$502.00","$176.05","$376.00","$376.00","$0.00","$275.75","$285.64","$176.05","$0.00","$301.20","$301.70","$376.00","$351.40","$0.00","$341.86","","$0.00","","","","","","","",""
"Rockingham Hospital"," DISP PADS FOR CLOWARD SADDLE","","$309.00","$108.37","$231.44","$231.44","$0.00","$169.73","$175.82","$108.37","$0.00","$185.40","$185.71","$231.44","$216.30","$0.00","$210.43","","$0.00","","","","","","","",""
"Rockingham Hospital"," CLOWARD SADDLE &EXTEN","","$634.00","$222.34","$474.87","$474.87","$0.00","$348.26","$360.75","$222.34","$0.00","$380.40","$381.03","$474.87","$443.80","$0.00","$431.75","","$0.00","","","","","","","",""
"Rockingham Hospital"," EDM LUMBAR DRAINAGE KIT","","$1,373.00","$481.51","$1,028.38","$1,028.38","$0.00","$754.19","$781.24","$481.51","$0.00","$823.80","$825.17","$1,028.38","$961.10","$0.00","$935.01","","$0.00","","","","","","","",""
"Rockingham Hospital"," EDMS DRAINAGE BAG","","$266.00","$93.29","$199.23","$199.23","$0.00","$146.11","$151.35","$93.29","$0.00","$159.60","$159.87","$199.23","$186.20","$0.00","$181.15","","$0.00","","","","","","","",""
"Rockingham Hospital"," FLEX CYSTOSCOPE & INSTRUMENTS","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," RIGID URETEROSCOPE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," KUGLE OVAL IMPLANT PATCH-SMALL","","$1,822.00","$638.98","$1,364.68","$1,364.68","$0.00","$1,000.82","$1,036.72","$638.98","$0.00","$1,093.20","$1,095.02","$1,364.68","$1,275.40","$0.00","$1,240.78","","$0.00","","","","","","","",""
"Rockingham Hospital"," KUGLE OVAL IMPLANT PATCH -MED.","","$2,189.00","$767.68","$1,639.56","$1,639.56","$0.00","$1,202.42","$1,245.54","$767.68","$0.00","$1,313.40","$1,315.59","$1,639.56","$1,532.30","$0.00","$1,490.71","","$0.00","","","","","","","",""
"Rockingham Hospital"," VAC RENTAL PER DAY","","$303.00","$106.26","$226.95","$226.95","$0.00","$166.44","$172.41","$106.26","$0.00","$181.80","$182.10","$226.95","$212.10","$0.00","$206.34","","$0.00","","","","","","","",""
"Rockingham Hospital"," VAC CANNISTER","","$118.00","$41.38","$88.38","$88.38","$0.00","$64.82","$67.14","$41.38","$0.00","$70.80","$70.92","$88.38","$82.60","$0.00","$80.36","","$0.00","","","","","","","",""
"Rockingham Hospital"," VAC","","$137.00","$48.05","$102.61","$102.61","$0.00","$75.25","$77.95","$48.05","$0.00","$82.20","$82.34","$102.61","$95.90","$0.00","$93.30","","$0.00","","","","","","","",""
"Rockingham Hospital"," NASAL DEBRIDER: DISP.HANDPIECE","","$916.00","$321.24","$686.08","$686.08","$0.00","$503.16","$521.20","$321.24","$0.00","$549.60","$550.52","$686.08","$641.20","$0.00","$623.80","","$0.00","","","","","","","",""
"Rockingham Hospital"," PERCUFIX CUFF KIT","","$80.00","$28.06","$59.92","$59.92","$0.00","$43.94","$45.52","$28.06","$0.00","$48.00","$48.08","$59.92","$56.00","$0.00","$54.48","","$0.00","","","","","","","",""
"Rockingham Hospital"," FILSHIE CLIP APPLIER","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," FILSHIE CLIP PER PAIR","","$983.00","$344.74","$736.27","$736.27","$0.00","$539.96","$559.33","$344.74","$0.00","$589.80","$590.78","$736.27","$688.10","$0.00","$669.42","","$0.00","","","","","","","",""
"Rockingham Hospital"," NEPHROSTOMY SET","","$748.00","$262.32","$560.25","$560.25","$0.00","$410.88","$425.61","$262.32","$0.00","$448.80","$449.55","$560.25","$523.60","$0.00","$509.39","","$0.00","","","","","","","",""
"Rockingham Hospital"," ARM/FACE REST","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," VASCULAR GRAFT 6x20","","$2,379.00","$834.32","$1,781.87","$1,781.87","$0.00","$1,306.78","$1,353.65","$834.32","$0.00","$1,427.40","$1,429.78","$1,781.87","$1,665.30","$0.00","$1,620.10","","$0.00","","","","","","","",""
"Rockingham Hospital"," VASCULAR GRAFT 6X30 OR 6X40","","$3,744.00","$1,313.02","$2,804.26","$2,804.26","$0.00","$2,056.58","$2,130.34","$1,313.02","$0.00","$2,246.40","$2,250.14","$2,804.26","$2,620.80","$0.00","$2,549.66","","$0.00","","","","","","","",""
"Rockingham Hospital"," DISKARD HEAD HALTER","","$27.00","$9.47","$20.22","$20.22","$0.00","$14.83","$15.36","$9.47","$0.00","$16.20","$16.23","$20.22","$18.90","$0.00","$18.39","","$0.00","","","","","","","",""
"Rockingham Hospital"," DISTRACTION SCREW","","$2,056.00","$721.04","$1,539.94","$1,539.94","$0.00","$1,129.36","$1,169.86","$721.04","$0.00","$1,233.60","$1,235.66","$1,539.94","$1,439.20","$0.00","$1,400.14","","$0.00","","","","","","","",""
"Rockingham Hospital"," CLOWARD DOWELL BONE GRAFT","","$3,106.00","$1,089.27","$2,326.39","$2,326.39","$0.00","$1,706.13","$1,767.31","$1,089.27","$0.00","$1,863.60","$1,866.71","$2,326.39","$2,174.20","$0.00","$2,115.19","","$0.00","","","","","","","",""
"Rockingham Hospital"," ASPEN COLLAR SET","","$737.00","$258.47","$552.01","$552.01","$0.00","$404.83","$419.35","$258.47","$0.00","$442.20","$442.94","$552.01","$515.90","$0.00","$501.90","","$0.00","","","","","","","",""
"Rockingham Hospital"," GELFOAM COMPRESSED","","$250.00","$87.67","$187.25","$187.25","$0.00","$137.32","$142.25","$87.67","$0.00","$150.00","$150.25","$187.25","$175.00","$0.00","$170.25","","$0.00","","","","","","","",""
"Rockingham Hospital"," GELFOAM POWDER","","$315.00","$110.47","$235.94","$235.94","$0.00","$173.03","$179.23","$110.47","$0.00","$189.00","$189.31","$235.94","$220.50","$0.00","$214.52","","$0.00","","","","","","","",""
"Rockingham Hospital"," MAYFIELD SKULL CLAMP","","$318.00","$111.52","$238.18","$238.18","$0.00","$174.68","$180.94","$111.52","$0.00","$190.80","$191.12","$238.18","$222.60","$0.00","$216.56","","$0.00","","","","","","","",""
"Rockingham Hospital"," MAYFIELD SKULL PIN","","$187.00","$65.58","$140.06","$140.06","$0.00","$102.72","$106.40","$65.58","$0.00","$112.20","$112.39","$140.06","$130.90","$0.00","$127.35","","$0.00","","","","","","","",""
"Rockingham Hospital"," HYDROGEL DRESSING 4x4","","$32.00","$11.22","$23.97","$23.97","$0.00","$17.58","$18.21","$11.22","$0.00","$19.20","$19.23","$23.97","$22.40","$0.00","$21.79","","$0.00","","","","","","","",""
"Rockingham Hospital"," GREENFIELD FILTER","","$7,354.00","$2,579.05","$5,508.15","$5,508.15","$0.00","$4,039.55","$4,184.43","$2,579.05","$0.00","$4,412.40","$4,419.75","$5,508.15","$5,147.80","$0.00","$5,008.07","","$0.00","","","","","","","",""
