Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Aetna NC Preferred,BCBS,BCBS Blue Select,BCBS Blue UNC Health Alliance,Blue Home,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Health,Humana,Humana Medicare Advantage,Liberty  Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Johnston Memorial Hospital","HC TTG, IGA","83516","$440.00","$10.21","$352.00","$242.00","$11.65","$220.00","$128.04","$128.04","$89.41","$137.94","$264.00","$10.21","$176.88","$180.40","$343.20","$352.00","$11.53","$12.11","$314.64","$11.53","$93.00","$11.59","$11.65"
"Johnston Memorial Hospital","HC ANTI MITOCHONDRIAL AB","86376","$182.00","$12.88","$145.60","$100.10","$14.70","$91.00","$52.96","$52.96","$36.98","$57.06","$109.20","$12.88","$73.16","$74.62","$141.96","$145.60","$14.55","$15.28","$130.15","$14.55","$93.00","$14.62","$14.70"
"Johnston Memorial Hospital","HC ANCA MPO ELISA","83516","$440.00","$10.21","$352.00","$242.00","$11.65","$220.00","$128.04","$128.04","$89.41","$137.94","$264.00","$10.21","$176.88","$180.40","$343.20","$352.00","$11.53","$12.11","$314.64","$11.53","$93.00","$11.59","$11.65"
"Johnston Memorial Hospital","HC ANCA PR3 ELISA","83516","$440.00","$10.21","$352.00","$242.00","$11.65","$220.00","$128.04","$128.04","$89.41","$137.94","$264.00","$10.21","$176.88","$180.40","$343.20","$352.00","$11.53","$12.11","$314.64","$11.53","$93.00","$11.59","$11.65"
"Johnston Memorial Hospital","HC QUAN BY RIA","83519","$261.00","$11.96","$208.80","$143.55","$18.58","$130.50","$75.95","$75.95","$53.04","$81.82","$156.60","$11.96","$104.92","$107.01","$203.58","$208.80","$18.40","$19.32","$186.64","$18.40","$93.00","$18.49","$18.58"
"Johnston Memorial Hospital","HC LEM ANTIBODY","83519","$261.00","$11.96","$208.80","$143.55","$18.58","$130.50","$75.95","$75.95","$53.04","$81.82","$156.60","$11.96","$104.92","$107.01","$203.58","$208.80","$18.40","$19.32","$186.64","$18.40","$93.00","$18.49","$18.58"
"Johnston Memorial Hospital","HC IMMUNOASSAY QUANTITATIVE","83520","$367.00","$11.46","$293.60","$201.85","$17.44","$183.50","$106.80","$106.80","$74.57","$115.05","$220.20","$11.46","$147.53","$150.47","$286.26","$293.60","$17.27","$18.13","$262.44","$17.27","$93.00","$17.36","$17.44"
"Johnston Memorial Hospital","HC GALOP ANTIBODY","83520","$367.00","$11.46","$293.60","$201.85","$17.44","$183.50","$106.80","$106.80","$74.57","$115.05","$220.20","$11.46","$147.53","$150.47","$286.26","$293.60","$17.27","$18.13","$262.44","$17.27","$93.00","$17.36","$17.44"
"Johnston Memorial Hospital","HC PIVKA II","83520","$367.00","$11.46","$293.60","$201.85","$17.44","$183.50","$106.80","$106.80","$74.57","$115.05","$220.20","$11.46","$147.53","$150.47","$286.26","$293.60","$17.27","$18.13","$262.44","$17.27","$93.00","$17.36","$17.44"
"Johnston Memorial Hospital","HC IGA ANTIBODY","83520","$367.00","$11.46","$269.60","$185.35","$17.44","$168.50","$98.07","$98.07","$68.48","$105.65","$220.20","$11.46","$135.47","$138.17","$262.86","$269.60","$17.27","$18.13","$240.99","$17.27","$93.00","$17.36","$17.44"
"Johnston Memorial Hospital","HC SOLUBLE IL2 RECEPTOR","83520","$367.00","$11.46","$293.60","$201.85","$17.44","$183.50","$106.80","$106.80","$74.57","$115.05","$220.20","$11.46","$147.53","$150.47","$286.26","$293.60","$17.27","$18.13","$262.44","$17.27","$93.00","$17.36","$17.44"
"Johnston Memorial Hospital","HC INSULIN","83525","$129.00","$10.12","$103.20","$70.95","$11.54","$64.50","$37.54","$37.54","$26.21","$40.44","$77.40","$10.12","$51.86","$52.89","$100.62","$103.20","$11.43","$12.00","$92.25","$11.43","$93.00","$11.49","$11.54"
"Johnston Memorial Hospital","HC IRON","83540","$90.00","$5.73","$90.00","$49.50","$6.53","$45.00","$26.19","$26.19","$18.29","$28.22","$54.00","$5.73","$36.18","$36.90","$70.20","$72.00","$6.47","$6.79","$64.36","$6.47","$90.00","$6.50","$6.53"
"Johnston Memorial Hospital","HC LACTIC ACID","83605","$137.00","$9.46","$109.60","$75.35","$11.69","$68.50","$39.87","$39.87","$27.84","$42.95","$82.20","$9.46","$55.07","$56.17","$106.86","$109.60","$11.57","$12.15","$97.97","$11.57","$93.00","$11.63","$11.69"
"Johnston Memorial Hospital","HC LDH","83615","$90.00","$5.34","$90.00","$49.50","$6.10","$45.00","$26.19","$26.19","$18.29","$28.22","$54.00","$5.34","$36.18","$36.90","$70.20","$72.00","$6.04","$6.34","$64.36","$6.04","$90.00","$6.07","$6.10"
"Johnston Memorial Hospital","HC LD SERUM","83615","$90.00","$5.34","$90.00","$49.50","$6.10","$45.00","$26.19","$26.19","$18.29","$28.22","$54.00","$5.34","$36.18","$36.90","$70.20","$72.00","$6.04","$6.34","$64.36","$6.04","$90.00","$6.07","$6.10"
"Johnston Memorial Hospital","HC LACTOFERRIN","83630","$47.00","$9.55","$47.00","$25.85","$19.90","$23.50","$13.68","$13.68","$9.55","$14.73","$28.20","$17.38","$18.89","$19.27","$36.66","$37.60","$19.70","$20.69","$33.61","$19.70","$47.00","$19.80","$19.90"
"Johnston Memorial Hospital","HC LIPASE","83690","$160.00","$6.10","$128.00","$88.00","$6.96","$80.00","$46.56","$46.56","$32.51","$50.16","$96.00","$6.10","$64.32","$65.60","$124.80","$128.00","$6.89","$7.23","$114.42","$6.89","$93.00","$6.92","$6.96"
"Johnston Memorial Hospital","HC LIPASE, OTHER FLUID","83690","$160.00","$6.10","$128.00","$88.00","$6.96","$80.00","$46.56","$46.56","$32.51","$50.16","$96.00","$6.10","$64.32","$65.60","$124.80","$128.00","$6.89","$7.23","$114.42","$6.89","$93.00","$6.92","$6.96"
"Johnston Memorial Hospital","HC QUANTITATION OF LIPOPROTEIN","83704","$157.00","$27.94","$125.60","$86.35","$34.53","$78.50","$45.69","$45.69","$31.90","$49.22","$94.20","$27.94","$63.11","$64.37","$122.46","$125.60","$34.19","$35.90","$112.27","$34.19","$93.00","$34.36","$34.53"
"Johnston Memorial Hospital","HC HDL CHOLESTEROL","83718","$78.00","$7.25","$78.00","$42.90","$8.27","$39.00","$22.70","$22.70","$15.85","$24.45","$46.80","$7.25","$31.36","$31.98","$60.84","$62.40","$8.19","$8.60","$55.78","$8.19","$78.00","$8.23","$8.27"
"Johnston Memorial Hospital","HC LDL DIRECT","83721","$147.00","$8.45","$117.60","$80.85","$10.61","$73.50","$42.78","$42.78","$29.87","$46.08","$88.20","$8.45","$59.09","$60.27","$114.66","$117.60","$10.50","$11.03","$105.12","$10.50","$93.00","$10.55","$10.61"
"Johnston Memorial Hospital","HC MAGNESIUM","83735","$170.00","$5.93","$136.00","$93.50","$6.77","$85.00","$49.47","$49.47","$34.54","$53.30","$102.00","$5.93","$68.34","$69.70","$132.60","$136.00","$6.70","$7.04","$121.57","$6.70","$93.00","$6.73","$6.77"
"Johnston Memorial Hospital","HC MAGNESIUM 24 HR URINE","83735","$170.00","$5.93","$136.00","$93.50","$6.77","$85.00","$49.47","$49.47","$34.54","$53.30","$102.00","$5.93","$68.34","$69.70","$132.60","$136.00","$6.70","$7.04","$121.57","$6.70","$93.00","$6.73","$6.77"
"Johnston Memorial Hospital","HC MAGNESIUM,URINE","83735","$170.00","$5.93","$136.00","$93.50","$6.77","$85.00","$49.47","$49.47","$34.54","$53.30","$102.00","$5.93","$68.34","$69.70","$132.60","$136.00","$6.70","$7.04","$121.57","$6.70","$93.00","$6.73","$6.77"
"Johnston Memorial Hospital","HC PROBNP","83880","$213.00","$30.06","$170.40","$117.15","$39.65","$106.50","$61.98","$61.98","$43.28","$66.78","$127.80","$30.06","$85.63","$87.33","$166.14","$170.40","$39.26","$41.22","$152.32","$39.26","$93.00","$39.46","$39.65"
"Johnston Memorial Hospital","HC NEPHELOMETRY","83883","$367.00","$12.04","$293.60","$201.85","$13.74","$183.50","$106.80","$106.80","$74.57","$115.05","$220.20","$12.04","$147.53","$150.47","$286.26","$293.60","$13.60","$14.28","$262.44","$13.60","$93.00","$13.67","$13.74"
"Johnston Memorial Hospital","HC ALPHA 1 ACID GLYCOPROTEIN","83883","$367.00","$12.04","$293.60","$201.85","$13.74","$183.50","$106.80","$106.80","$74.57","$115.05","$220.20","$12.04","$147.53","$150.47","$286.26","$293.60","$13.60","$14.28","$262.44","$13.60","$93.00","$13.67","$13.74"
"Johnston Memorial Hospital","HC QUAL URINE ORGANIC ACIDS","83919","$243.00","$14.57","$194.40","$133.65","$16.61","$121.50","$70.71","$70.71","$49.38","$76.18","$145.80","$14.57","$97.69","$99.63","$189.54","$194.40","$16.45","$17.27","$173.77","$16.45","$93.00","$16.53","$16.61"
"Johnston Memorial Hospital","HC OPIATE CONFIRMATION, URINE","80364","$193.00","$36.48","$154.40","$106.15","$36.48","$96.50","$56.16","$56.16","$39.22","$60.51","$115.80","$121.40","$77.59","$79.13","$150.54","$154.40","$0.00","$0.00","$138.01","$0.00","$93.00","$0.00","$36.48"
"Johnston Memorial Hospital","HC URINE OPIATES,CONFIRMATION","80364","$193.00","$36.48","$154.40","$106.15","$36.48","$96.50","$56.16","$56.16","$39.22","$60.51","$115.80","$121.40","$77.59","$79.13","$150.54","$154.40","$0.00","$0.00","$138.01","$0.00","$93.00","$0.00","$36.48"
"Johnston Memorial Hospital","HC OPIATE CONF MECONIUM","80364","$193.00","$40.23","$158.40","$108.90","$115.57","$99.00","$57.62","$57.62","$40.23","$62.07","$115.80","$51.96","$79.60","$81.18","$154.44","$158.40","$114.43","$0.00","$141.59","$114.43","$93.00","$115.00","$115.57"
"Johnston Memorial Hospital","HC OSMOLALITY SERUM","83930","$111.00","$5.86","$93.00","$61.05","$6.68","$55.50","$32.30","$32.30","$22.56","$34.80","$66.60","$5.86","$44.62","$45.51","$86.58","$88.80","$6.61","$6.94","$79.38","$6.61","$93.00","$6.64","$6.68"
"Johnston Memorial Hospital","HC OSMOLALITY,URINE","83935","$111.00","$6.04","$93.00","$61.05","$6.89","$55.50","$32.30","$32.30","$22.56","$34.80","$66.60","$6.04","$44.62","$45.51","$86.58","$88.80","$6.82","$7.16","$79.38","$6.82","$93.00","$6.85","$6.89"
"Johnston Memorial Hospital","HC PARATHYROID HORMONE, INTRAOPERAT","83970","$347.00","$36.55","$277.60","$190.85","$41.69","$173.50","$100.98","$100.98","$70.51","$108.78","$208.20","$36.55","$139.49","$142.27","$270.66","$277.60","$41.28","$43.34","$248.14","$41.28","$93.00","$41.49","$41.69"
"Johnston Memorial Hospital","HC PTH","83970","$347.00","$36.55","$277.60","$190.85","$41.69","$173.50","$100.98","$100.98","$70.51","$108.78","$208.20","$36.55","$139.49","$142.27","$270.66","$277.60","$41.28","$43.34","$248.14","$41.28","$93.00","$41.49","$41.69"
"Johnston Memorial Hospital","HC PH FLUID","83986","$53.00","$3.17","$53.00","$29.15","$3.62","$26.50","$15.42","$15.42","$10.77","$16.62","$31.80","$3.17","$21.31","$21.73","$41.34","$42.40","$3.58","$3.76","$37.90","$3.58","$53.00","$3.60","$3.62"
"Johnston Memorial Hospital","HC ALKALINE PHOSPHATASE","84075","$59.00","$4.58","$59.00","$32.45","$5.23","$29.50","$17.17","$17.17","$11.99","$18.50","$35.40","$4.58","$23.72","$24.19","$46.02","$47.20","$5.18","$5.44","$42.19","$5.18","$59.00","$5.21","$5.23"
"Johnston Memorial Hospital","HC PHOSPHATIDYL GLYCEROL","84081","$283.00","$14.63","$226.40","$155.65","$0.00","$141.50","$82.35","$82.35","$57.51","$88.72","$169.80","$14.63","$113.77","$116.03","$220.74","$226.40","$0.00","$0.00","$202.37","$0.00","$93.00","$0.00","$0.00"
"Johnston Memorial Hospital","HC PHOSPHOROUS SERUM","84100","$49.00","$4.20","$49.00","$26.95","$4.79","$24.50","$14.26","$14.26","$9.96","$15.36","$29.40","$4.20","$19.70","$20.09","$38.22","$39.20","$4.74","$4.98","$35.04","$4.74","$49.00","$4.76","$4.79"
"Johnston Memorial Hospital","HC PHOSPHORUS,URINE","84105","$44.00","$4.58","$44.00","$24.20","$5.84","$22.00","$12.80","$12.80","$8.94","$13.79","$26.40","$4.58","$17.69","$18.04","$34.32","$35.20","$5.78","$6.07","$31.46","$5.78","$44.00","$5.81","$5.84"
"Johnston Memorial Hospital","HC AMNISURE","84112","$377.00","$57.03","$301.60","$207.35","$99.09","$188.50","$109.71","$109.71","$76.61","$118.19","$226.20","$57.03","$151.55","$154.57","$294.06","$301.60","$98.11","$103.02","$269.59","$98.11","$93.00","$98.60","$99.09"
"Johnston Memorial Hospital","HC POTASSIUM","84132","$52.00","$4.07","$52.00","$28.60","$4.81","$26.00","$15.13","$15.13","$10.57","$16.30","$31.20","$4.07","$20.90","$21.32","$40.56","$41.60","$4.76","$5.00","$37.19","$4.76","$52.00","$4.78","$4.81"
"Johnston Memorial Hospital","HC POTASSIUM URINE","84133","$55.00","$3.81","$55.00","$30.25","$4.78","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$3.81","$22.11","$22.55","$42.90","$44.00","$4.73","$4.97","$39.33","$4.73","$55.00","$4.75","$4.78"
"Johnston Memorial Hospital","HC POTASSIUM, URINE","84133","$55.00","$3.81","$55.00","$30.25","$4.78","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$3.81","$22.11","$22.55","$42.90","$44.00","$4.73","$4.97","$39.33","$4.73","$55.00","$4.75","$4.78"
"Johnston Memorial Hospital","HC PREALBUMIN","84134","$123.00","$12.92","$98.40","$67.65","$14.74","$61.50","$35.79","$35.79","$24.99","$38.56","$73.80","$12.92","$49.45","$50.43","$95.94","$98.40","$14.59","$15.32","$87.96","$14.59","$93.00","$14.66","$14.74"
"Johnston Memorial Hospital","HC PROGESTERONE","84144","$197.00","$18.47","$157.60","$108.35","$21.07","$98.50","$57.33","$57.33","$40.03","$61.76","$118.20","$18.47","$79.19","$80.77","$153.66","$157.60","$20.86","$21.90","$140.87","$20.86","$93.00","$20.96","$21.07"
"Johnston Memorial Hospital","HC PROLACTIN","84146","$213.00","$17.16","$170.40","$117.15","$19.57","$106.50","$61.98","$61.98","$43.28","$66.78","$127.80","$17.16","$85.63","$87.33","$166.14","$170.40","$19.38","$20.35","$152.32","$19.38","$93.00","$19.48","$19.57"
"Johnston Memorial Hospital","HC PSA SCREENING","84153","$172.00","$16.29","$137.60","$94.60","$19.50","$86.00","$50.05","$50.05","$34.95","$53.92","$103.20","$16.29","$69.14","$70.52","$134.16","$137.60","$19.31","$20.28","$123.00","$19.31","$93.00","$19.41","$19.50"
"Johnston Memorial Hospital","HC PSA DIAGNOSTIC","84153","$172.00","$16.29","$137.60","$94.60","$18.57","$86.00","$50.05","$50.05","$34.95","$53.92","$103.20","$16.29","$69.14","$70.52","$134.16","$137.60","$18.39","$19.31","$123.00","$18.39","$93.00","$18.48","$18.57"
"Johnston Memorial Hospital","HC TOTAL PROTEIN","84155","$61.00","$3.25","$61.00","$33.55","$3.71","$30.50","$17.75","$17.75","$12.40","$19.12","$36.60","$3.25","$24.52","$25.01","$47.58","$48.80","$3.67","$3.85","$43.62","$3.67","$61.00","$3.69","$3.71"
"Johnston Memorial Hospital","HC TOTAL PROTEIN URINE","84156","$92.00","$3.25","$92.00","$50.60","$3.71","$46.00","$26.77","$26.77","$18.69","$28.84","$55.20","$3.25","$36.98","$37.72","$71.76","$73.60","$3.67","$3.85","$65.79","$3.67","$92.00","$3.69","$3.71"
"Johnston Memorial Hospital","HC TOTAL PROTEIN-24 HR URINE","84156","$92.00","$3.25","$92.00","$50.60","$3.71","$46.00","$26.77","$26.77","$18.69","$28.84","$55.20","$3.25","$36.98","$37.72","$71.76","$73.60","$3.67","$3.85","$65.79","$3.67","$92.00","$3.69","$3.71"
"Johnston Memorial Hospital","HC TOTAL PROTEIN,OTHER FLUID","84157","$92.00","$3.25","$92.00","$50.60","$4.04","$46.00","$26.77","$26.77","$18.69","$28.84","$55.20","$3.25","$36.98","$37.72","$71.76","$73.60","$4.00","$4.20","$65.79","$4.00","$92.00","$4.02","$4.04"
"Johnston Memorial Hospital","HC SERUM PROTEIN ELECTROPHORESIS","84165","$149.00","$9.51","$119.20","$81.95","$10.85","$74.50","$43.36","$43.36","$30.28","$46.71","$89.40","$9.51","$59.90","$61.09","$116.22","$119.20","$10.74","$11.28","$106.55","$10.74","$93.00","$10.79","$10.85"
"Johnston Memorial Hospital","HC ELECTROPHORETIC FRCT & QUAN UA","84166","$148.00","$15.79","$118.40","$81.40","$18.01","$74.00","$43.07","$43.07","$30.07","$46.40","$88.80","$15.79","$59.50","$60.68","$115.44","$118.40","$17.83","$18.72","$105.83","$17.83","$93.00","$17.92","$18.01"
"Johnston Memorial Hospital","HC CSF IMMUNOGLOBULIN PROF","84166","$148.00","$15.79","$118.40","$81.40","$18.01","$74.00","$43.07","$43.07","$30.07","$46.40","$88.80","$15.79","$59.50","$60.68","$115.44","$118.40","$17.83","$18.72","$105.83","$17.83","$93.00","$17.92","$18.01"
"Johnston Memorial Hospital","HC CSF PROTEIN ELECTROPHORESIS","84166","$148.00","$15.79","$118.40","$81.40","$18.01","$74.00","$43.07","$43.07","$30.07","$46.40","$88.80","$15.79","$59.50","$60.68","$115.44","$118.40","$17.83","$18.72","$105.83","$17.83","$93.00","$17.92","$18.01"
"Johnston Memorial Hospital","HC PROTEIN ELECTROPHORESIS URINE","84166","$148.00","$15.79","$118.40","$81.40","$18.01","$74.00","$43.07","$43.07","$30.07","$46.40","$88.80","$15.79","$59.50","$60.68","$115.44","$118.40","$17.83","$18.72","$105.83","$17.83","$93.00","$17.92","$18.01"
"Johnston Memorial Hospital","HC PROTOPORPHYRIN FREE RBC & ZINC","84202","$96.00","$12.70","$93.00","$52.80","$14.49","$48.00","$27.94","$27.94","$19.51","$30.10","$57.60","$12.70","$38.59","$39.36","$74.88","$76.80","$14.35","$15.07","$68.65","$14.35","$93.00","$14.42","$14.49"
"Johnston Memorial Hospital","HC SODIUM","84295","$43.00","$4.26","$43.00","$23.65","$4.86","$21.50","$12.51","$12.51","$8.74","$13.48","$25.80","$4.26","$17.29","$17.63","$33.54","$34.40","$4.81","$5.05","$30.75","$4.81","$43.00","$4.83","$4.86"
"Johnston Memorial Hospital","HC SODIUM-24 HR URINE","84300","$55.00","$4.31","$55.00","$30.25","$5.11","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.31","$22.11","$22.55","$42.90","$44.00","$5.06","$5.31","$39.33","$5.06","$55.00","$5.09","$5.11"
"Johnston Memorial Hospital","HC SODIUM OTHER SOURCE","84302","$100.00","$4.31","$93.00","$55.00","$4.91","$50.00","$29.10","$29.10","$20.32","$31.35","$60.00","$4.31","$40.20","$41.00","$78.00","$80.00","$4.86","$5.10","$71.51","$4.86","$93.00","$4.88","$4.91"
"Johnston Memorial Hospital","HC CHOLESTEROL FLD","84311","$95.00","$6.19","$93.00","$52.25","$8.18","$47.50","$27.65","$27.65","$19.30","$29.78","$57.00","$6.19","$38.19","$38.95","$74.10","$76.00","$8.10","$8.51","$67.93","$8.10","$93.00","$8.14","$8.18"
"Johnston Memorial Hospital","HC SUCCINYLPURINE URINE","84311","$95.00","$6.19","$93.00","$52.25","$8.18","$47.50","$27.65","$27.65","$19.30","$29.78","$57.00","$6.19","$38.19","$38.95","$74.10","$76.00","$8.10","$8.51","$67.93","$8.10","$93.00","$8.14","$8.18"
"Johnston Memorial Hospital","HC OXYHEMOGLOBIN","84311","$95.00","$6.19","$93.00","$52.25","$8.18","$47.50","$27.65","$27.65","$19.30","$29.78","$57.00","$6.19","$38.19","$38.95","$74.10","$76.00","$8.10","$8.51","$67.93","$8.10","$93.00","$8.14","$8.18"
"Johnston Memorial Hospital","HC FLUID SPECIFIC GRAVITY","84315","$62.00","$2.22","$62.00","$34.10","$0.00","$31.00","$18.04","$18.04","$12.60","$19.44","$37.20","$2.22","$24.92","$25.42","$48.36","$49.60","$0.00","$0.00","$44.34","$0.00","$62.00","$0.00","$0.00"
"Johnston Memorial Hospital","HC REDUCING SUBSTANCE STOOL","84376","$42.00","$4.87","$42.00","$23.10","$5.56","$21.00","$12.22","$12.22","$8.53","$13.17","$25.20","$4.87","$16.88","$17.22","$32.76","$33.60","$5.50","$5.78","$30.03","$5.50","$42.00","$5.53","$5.56"
"Johnston Memorial Hospital","HC PSEUDOCHOLINESTERASE","84376","$163.00","$4.87","$130.40","$89.65","$5.56","$81.50","$47.43","$47.43","$33.12","$51.10","$97.80","$4.87","$65.53","$66.83","$127.14","$130.40","$5.50","$5.78","$116.56","$5.50","$93.00","$5.53","$5.56"
"Johnston Memorial Hospital","HC TESTOSTERONE TOTAL","84403","$298.00","$22.86","$238.40","$163.90","$26.07","$149.00","$86.72","$86.72","$60.55","$93.42","$178.80","$22.86","$119.80","$122.18","$232.44","$238.40","$25.81","$27.10","$213.10","$25.81","$93.00","$25.94","$26.07"
"Johnston Memorial Hospital","HC THYROXINE","84436","$83.00","$6.08","$83.00","$45.65","$6.94","$41.50","$24.15","$24.15","$16.87","$26.02","$49.80","$6.08","$33.37","$34.03","$64.74","$66.40","$6.87","$7.21","$59.35","$6.87","$83.00","$6.90","$6.94"
"Johnston Memorial Hospital","HC T4 RIA TOTAL","84436","$83.00","$6.08","$83.00","$45.65","$6.94","$41.50","$24.15","$24.15","$16.87","$26.02","$49.80","$6.08","$33.37","$34.03","$64.74","$66.40","$6.87","$7.21","$59.35","$6.87","$83.00","$6.90","$6.94"
"Johnston Memorial Hospital","HC FREE T4","84439","$152.00","$7.98","$121.60","$83.60","$9.11","$76.00","$44.23","$44.23","$30.89","$47.65","$91.20","$7.98","$61.10","$62.32","$118.56","$121.60","$9.02","$9.47","$108.70","$9.02","$93.00","$9.07","$9.11"
"Johnston Memorial Hospital","HC TSH","84443","$184.00","$14.88","$147.20","$101.20","$16.97","$92.00","$53.54","$53.54","$37.39","$57.68","$110.40","$14.88","$73.97","$75.44","$143.52","$147.20","$16.80","$17.64","$131.58","$16.80","$93.00","$16.88","$16.97"
"Johnston Memorial Hospital","HC AST","84450","$72.00","$4.58","$72.00","$39.60","$5.23","$36.00","$20.95","$20.95","$14.63","$22.57","$43.20","$4.58","$28.94","$29.52","$56.16","$57.60","$5.18","$5.44","$51.49","$5.18","$72.00","$5.21","$5.23"
"Johnston Memorial Hospital","HC TRANSFERRIN","84466","$150.00","$11.30","$120.00","$82.50","$12.89","$75.00","$43.65","$43.65","$30.48","$47.03","$90.00","$11.30","$60.30","$61.50","$117.00","$120.00","$12.76","$13.40","$107.27","$12.76","$93.00","$12.82","$12.89"
"Johnston Memorial Hospital","HC TRIGLYCERIDES","84478","$74.00","$5.09","$74.00","$40.70","$5.80","$37.00","$21.53","$21.53","$15.04","$23.20","$44.40","$5.09","$29.75","$30.34","$57.72","$59.20","$5.74","$6.03","$52.92","$5.74","$74.00","$5.77","$5.80"
"Johnston Memorial Hospital","HC T3, TOTAL","84480","$90.00","$12.55","$90.00","$49.50","$14.32","$45.00","$26.19","$26.19","$18.29","$28.22","$54.00","$12.55","$36.18","$36.90","$70.20","$72.00","$14.18","$14.89","$64.36","$14.18","$90.00","$14.25","$14.32"
"Johnston Memorial Hospital","HC FREE T3","84481","$332.00","$15.00","$265.60","$182.60","$17.11","$166.00","$96.61","$96.61","$67.46","$104.08","$199.20","$15.00","$133.46","$136.12","$258.96","$265.60","$16.94","$17.79","$237.41","$16.94","$93.00","$17.02","$17.11"
"Johnston Memorial Hospital","HC TROPONIN","84484","$225.00","$8.71","$180.00","$123.75","$12.59","$112.50","$65.48","$65.48","$45.72","$70.54","$135.00","$8.71","$90.45","$92.25","$175.50","$180.00","$12.47","$13.09","$160.90","$12.47","$93.00","$12.53","$12.59"
"Johnston Memorial Hospital","HC BUN","84520","$59.00","$3.50","$59.00","$32.45","$3.99","$29.50","$17.17","$17.17","$11.99","$18.50","$35.40","$3.50","$23.72","$24.19","$46.02","$47.20","$3.95","$4.15","$42.19","$3.95","$59.00","$3.97","$3.99"
"Johnston Memorial Hospital","HC URIC NITROGEN-24HR URINE","84540","$66.00","$4.21","$66.00","$36.30","$5.62","$33.00","$19.21","$19.21","$13.41","$20.69","$39.60","$4.21","$26.53","$27.06","$51.48","$52.80","$5.56","$5.84","$47.20","$5.56","$66.00","$5.59","$5.62"
"Johnston Memorial Hospital","HC UREA NITROGEN,URINE","84540","$66.00","$4.21","$66.00","$36.30","$5.62","$33.00","$19.21","$19.21","$13.41","$20.69","$39.60","$4.21","$26.53","$27.06","$51.48","$52.80","$5.56","$5.84","$47.20","$5.56","$66.00","$5.59","$5.62"
"Johnston Memorial Hospital","HC URIC ACID","84550","$69.00","$4.00","$69.00","$37.95","$4.57","$34.50","$20.08","$20.08","$14.02","$21.63","$41.40","$4.00","$27.74","$28.29","$53.82","$55.20","$4.52","$4.75","$49.34","$4.52","$69.00","$4.54","$4.57"
"Johnston Memorial Hospital","HC URIC ACID, URINE","84560","$88.00","$4.21","$88.00","$48.40","$5.13","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$4.21","$35.38","$36.08","$68.64","$70.40","$5.08","$5.33","$62.93","$5.08","$88.00","$5.11","$5.13"
"Johnston Memorial Hospital","HC URIC ACID, BODY FLUID","84560","$88.00","$4.21","$88.00","$48.40","$5.13","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$4.21","$35.38","$36.08","$68.64","$70.40","$5.08","$5.33","$62.93","$5.08","$88.00","$5.11","$5.13"
"Johnston Memorial Hospital","HC VOLATILES","84600","$122.00","$14.24","$97.60","$67.10","$0.00","$61.00","$35.50","$35.50","$24.79","$38.25","$73.20","$14.24","$49.04","$50.02","$95.16","$97.60","$0.00","$0.00","$87.24","$0.00","$93.00","$0.00","$0.00"
"Johnston Memorial Hospital","HC ALCOHOL ISOPROPYL PRESUMPTIVE","80307","$483.00","$51.96","$386.40","$265.65","$115.57","$241.50","$140.55","$140.55","$98.15","$151.42","$289.80","$51.96","$194.17","$198.03","$376.74","$386.40","$114.43","$0.00","$345.39","$114.43","$93.00","$115.00","$115.57"
"Johnston Memorial Hospital","HC ALCOHOL METHYL PRESUMPTIVE","80307","$483.00","$51.96","$386.40","$265.65","$115.57","$241.50","$140.55","$140.55","$98.15","$151.42","$289.80","$51.96","$194.17","$198.03","$376.74","$386.40","$114.43","$0.00","$345.39","$114.43","$93.00","$115.00","$115.57"
"Johnston Memorial Hospital","HC PSEUDOCHOLINESTERASE","82480","$163.00","$6.97","$130.40","$89.65","$7.95","$81.50","$47.43","$47.43","$33.12","$51.10","$97.80","$6.97","$65.53","$66.83","$127.14","$130.40","$7.87","$8.26","$116.56","$7.87","$93.00","$7.91","$7.95"
"Johnston Memorial Hospital","HC RAST IGG","86001","$50.00","$4.62","$50.00","$27.50","$7.90","$25.00","$14.55","$14.55","$10.16","$15.68","$30.00","$4.62","$20.10","$20.50","$39.00","$40.00","$7.82","$8.21","$35.76","$7.82","$50.00","$7.86","$7.90"
"Johnston Memorial Hospital","HC ALPHA GAL IGG4","86001","$50.00","$4.62","$50.00","$27.50","$7.90","$25.00","$14.55","$14.55","$10.16","$15.68","$30.00","$4.62","$20.10","$20.50","$39.00","$40.00","$7.82","$8.21","$35.76","$7.82","$50.00","$7.86","$7.90"
"Johnston Memorial Hospital","HC RAST IGE","86003","$124.00","$4.62","$99.20","$68.20","$5.27","$62.00","$36.08","$36.08","$25.20","$38.87","$74.40","$4.62","$49.85","$50.84","$96.72","$99.20","$5.22","$5.48","$88.67","$5.22","$93.00","$5.25","$5.27"
