Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,BCBS,BCBS Medicare Advantage,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,Coventry,First Carolina Care,First Carolina Care Medicare Advantage,First Health,First Medicare Direct,Humana,Humana Gold,Humana Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Chatham Hospital","HC MG SCREENING DIGITAL BREAST TOMO BIL","77063","$199.00","$55.72","$183.08","$151.24","$58.90","$154.28","$55.72","$119.40","$150.64","$105.47","$107.46","$151.24","$179.10","$59.44","$177.11","$95.30","$175.12","$58.29","$58.29","$183.08","$58.01","$179.10","$59.15","$58.51"
"Chatham Hospital","HC MG DX DIGITAL BREAST TOMO UNIL","77061","$99.00","$27.72","$91.08","$75.24","$29.30","$76.75","$27.72","$59.40","$74.94","$52.47","$53.46","$75.24","$89.10","$29.57","$88.11","$29.70","$87.12","$29.00","$29.00","$91.08","$28.86","$89.10","$29.43","$29.11"
"Chatham Hospital","HC MG DX DIGITAL BREAST TOMO BIL","77062","$199.00","$55.72","$183.08","$151.24","$58.90","$154.28","$55.72","$119.40","$150.64","$105.47","$107.46","$151.24","$179.10","$59.44","$177.11","$59.70","$175.12","$58.29","$58.29","$183.08","$58.01","$179.10","$59.15","$58.51"
"Chatham Hospital","HC MRI TMJ(S)","70336","$2,645.00","$740.60","$2,433.40","$2,010.20","$782.92","$2,050.67","$740.60","$1,587.00","$2,002.27","$1,401.85","$1,428.30","$2,010.20","$2,380.50","$790.06","$2,354.05","$793.50","$2,327.60","$774.72","$774.72","$2,433.40","$771.02","$2,380.50","$786.23","$777.63"
"Chatham Hospital","HC MRI CHEST WO CONT FLD W CONT","71552","$4,577.00","$1,281.56","$4,210.84","$3,478.52","$1,354.79","$3,548.55","$1,281.56","$2,746.20","$3,464.79","$2,425.81","$2,471.58","$3,478.52","$4,119.30","$1,367.15","$4,073.53","$1,373.10","$4,027.76","$1,340.60","$1,340.60","$4,210.84","$1,334.20","$4,119.30","$1,360.51","$1,345.64"
"Chatham Hospital","HC MRI PELVIS W/O CONT","72195","$2,645.00","$740.60","$2,433.40","$2,010.20","$782.92","$2,050.67","$740.60","$1,587.00","$2,002.27","$1,401.85","$1,428.30","$2,010.20","$2,380.50","$790.06","$2,354.05","$793.50","$2,327.60","$774.72","$774.72","$2,433.40","$771.02","$2,380.50","$786.23","$777.63"
"Chatham Hospital","HC MRI PELVIS W/CONT","72196","$3,096.00","$866.88","$2,848.32","$2,352.96","$916.42","$2,400.33","$866.88","$1,857.60","$2,343.67","$1,640.88","$1,671.84","$2,352.96","$2,786.40","$924.78","$2,755.44","$928.80","$2,724.48","$906.82","$906.82","$2,848.32","$902.48","$2,786.40","$920.29","$910.22"
"Chatham Hospital","HC MRI PELVIS WO FLD W CONT","72197","$3,227.00","$903.56","$2,968.84","$2,452.52","$955.19","$2,501.89","$903.56","$1,936.20","$2,442.84","$1,710.31","$1,742.58","$2,452.52","$2,904.30","$963.90","$2,872.03","$968.10","$2,839.76","$945.19","$945.19","$2,968.84","$940.67","$2,904.30","$959.23","$948.74"
"Chatham Hospital","HC MRI UE (NOT JNT) W/O CONT","73218","$2,486.00","$696.08","$2,287.12","$1,889.36","$735.86","$1,927.40","$696.08","$1,491.60","$1,881.90","$1,317.58","$1,342.44","$1,889.36","$2,237.40","$742.57","$2,212.54","$745.80","$2,187.68","$728.15","$728.15","$2,287.12","$724.67","$2,237.40","$738.96","$730.88"
"Chatham Hospital","HC MRI UE (NOT JNT) W CONT","73219","$2,622.00","$734.16","$2,412.24","$1,992.72","$776.11","$2,032.84","$734.16","$1,573.20","$1,984.85","$1,389.66","$1,415.88","$1,992.72","$2,359.80","$783.19","$2,333.58","$786.60","$2,307.36","$767.98","$767.98","$2,412.24","$764.31","$2,359.80","$779.39","$770.87"
"Chatham Hospital","HC MRI UE (NOT JNT) WO FLD W CONT","73220","$3,579.00","$1,002.12","$3,292.68","$2,720.04","$1,059.38","$2,774.80","$1,002.12","$2,147.40","$2,709.30","$1,896.87","$1,932.66","$2,720.04","$3,221.10","$1,069.05","$3,185.31","$1,073.70","$3,149.52","$1,048.29","$1,048.29","$3,292.68","$1,043.28","$3,221.10","$1,063.86","$1,052.23"
"Chatham Hospital","HC MRI UE ANY JNT WO CONT","73221","$2,559.00","$716.52","$2,354.28","$1,944.84","$757.46","$1,983.99","$716.52","$1,535.40","$1,937.16","$1,356.27","$1,381.86","$1,944.84","$2,303.10","$764.37","$2,277.51","$767.70","$2,251.92","$749.53","$749.53","$2,354.28","$745.95","$2,303.10","$760.66","$752.35"
"Chatham Hospital","HC MRI UE ANY JNT W CONT","73222","$2,622.00","$734.16","$2,412.24","$1,992.72","$776.11","$2,032.84","$734.16","$1,573.20","$1,984.85","$1,389.66","$1,415.88","$1,992.72","$2,359.80","$783.19","$2,333.58","$786.60","$2,307.36","$767.98","$767.98","$2,412.24","$764.31","$2,359.80","$779.39","$770.87"
"Chatham Hospital","HC MRI UE ANY JNT WO FLD W CON","73223","$3,535.00","$989.80","$3,252.20","$2,686.60","$1,046.36","$2,740.69","$989.80","$2,121.00","$2,676.00","$1,873.55","$1,908.90","$2,686.60","$3,181.50","$1,055.90","$3,146.15","$1,060.50","$3,110.80","$1,035.40","$1,035.40","$3,252.20","$1,030.45","$3,181.50","$1,050.78","$1,039.29"
"Chatham Hospital","HC MRI  LE NOT JNT WO CONT","73718","$2,486.00","$696.08","$2,287.12","$1,889.36","$735.86","$1,927.40","$696.08","$1,491.60","$1,881.90","$1,317.58","$1,342.44","$1,889.36","$2,237.40","$742.57","$2,212.54","$745.80","$2,187.68","$728.15","$728.15","$2,287.12","$724.67","$2,237.40","$738.96","$730.88"
"Chatham Hospital","HC MRI LE (NOT JNT) W CONT","73719","$2,622.00","$734.16","$2,412.24","$1,992.72","$776.11","$2,032.84","$734.16","$1,573.20","$1,984.85","$1,389.66","$1,415.88","$1,992.72","$2,359.80","$783.19","$2,333.58","$786.60","$2,307.36","$767.98","$767.98","$2,412.24","$764.31","$2,359.80","$779.39","$770.87"
"Chatham Hospital","HC MRI LE (NOT JNT) WO FLD W CO","73720","$3,579.00","$1,002.12","$3,292.68","$2,720.04","$1,059.38","$2,774.80","$1,002.12","$2,147.40","$2,709.30","$1,896.87","$1,932.66","$2,720.04","$3,221.10","$1,069.05","$3,185.31","$1,073.70","$3,149.52","$1,048.29","$1,048.29","$3,292.68","$1,043.28","$3,221.10","$1,063.86","$1,052.23"
"Chatham Hospital","HC MRI LEG JOINT W/O CONTRAST","73721","$2,559.00","$716.52","$2,354.28","$1,944.84","$757.46","$1,983.99","$716.52","$1,535.40","$1,937.16","$1,356.27","$1,381.86","$1,944.84","$2,303.10","$764.37","$2,277.51","$767.70","$2,251.92","$749.53","$749.53","$2,354.28","$745.95","$2,303.10","$760.66","$752.35"
"Chatham Hospital","HC MRI LE ANY JNT W CON","73722","$2,835.00","$793.80","$2,608.20","$2,154.60","$839.16","$2,197.98","$793.80","$1,701.00","$2,146.10","$1,502.55","$1,530.90","$2,154.60","$2,551.50","$846.81","$2,523.15","$850.50","$2,494.80","$830.37","$830.37","$2,608.20","$826.40","$2,551.50","$842.70","$833.49"
"Chatham Hospital","HC MRI LE EXT ANY JNT WO FLDW CON","73723","$3,535.00","$989.80","$3,252.20","$2,686.60","$1,046.36","$2,740.69","$989.80","$2,121.00","$2,676.00","$1,873.55","$1,908.90","$2,686.60","$3,181.50","$1,055.90","$3,146.15","$1,060.50","$3,110.80","$1,035.40","$1,035.40","$3,252.20","$1,030.45","$3,181.50","$1,050.78","$1,039.29"
"Chatham Hospital","HC MRI ABD WO CONTRAST","74181","$2,486.00","$696.08","$2,287.12","$1,889.36","$735.86","$1,927.40","$696.08","$1,491.60","$1,881.90","$1,317.58","$1,342.44","$1,889.36","$2,237.40","$742.57","$2,212.54","$745.80","$2,187.68","$728.15","$728.15","$2,287.12","$724.67","$2,237.40","$738.96","$730.88"
"Chatham Hospital","HC MRI ABD W CONT","74182","$3,536.00","$990.08","$3,253.12","$2,687.36","$1,046.66","$2,741.46","$990.08","$2,121.60","$2,676.75","$1,874.08","$1,909.44","$2,687.36","$3,182.40","$1,056.20","$3,147.04","$1,060.80","$3,111.68","$1,035.69","$1,035.69","$3,253.12","$1,030.74","$3,182.40","$1,051.08","$1,039.58"
"Chatham Hospital","HC MRI ABD W/&W/O CONTRAST","74183","$4,261.00","$1,193.08","$3,920.12","$3,238.36","$1,261.26","$3,303.55","$1,193.08","$2,556.60","$3,225.58","$2,258.33","$2,300.94","$3,238.36","$3,834.90","$1,272.76","$3,792.29","$1,278.30","$3,749.68","$1,248.05","$1,248.05","$3,920.12","$1,242.08","$3,834.90","$1,266.58","$1,252.73"
"Chatham Hospital","HC MRI BRAIN WO CONT","70551","$3,198.00","$895.44","$2,942.16","$2,430.48","$946.61","$2,479.41","$895.44","$1,918.80","$2,420.89","$1,694.94","$1,726.92","$2,430.48","$2,878.20","$955.24","$2,846.22","$959.40","$2,814.24","$936.69","$936.69","$2,942.16","$932.22","$2,878.20","$950.61","$940.21"
"Chatham Hospital","HC MRI BRAIN W CONT","70552","$3,452.00","$966.56","$3,175.84","$2,623.52","$1,021.79","$2,676.34","$966.56","$2,071.20","$2,613.16","$1,829.56","$1,864.08","$2,623.52","$3,106.80","$1,031.11","$3,072.28","$1,035.60","$3,037.76","$1,011.09","$1,011.09","$3,175.84","$1,006.26","$3,106.80","$1,026.11","$1,014.89"
"Chatham Hospital","HC MRI BRAIN WO FLD W CONT","70553","$4,818.00","$1,349.04","$4,432.56","$3,661.68","$1,426.13","$3,735.40","$1,349.04","$2,890.80","$3,647.23","$2,553.54","$2,601.72","$3,661.68","$4,336.20","$1,439.14","$4,288.02","$1,445.40","$4,239.84","$1,411.19","$1,411.19","$4,432.56","$1,404.45","$4,336.20","$1,432.15","$1,416.49"
"Chatham Hospital","HC MRI SPINAL CNL & CNTNTS CERV WO CONT","72141","$3,198.00","$895.44","$2,942.16","$2,430.48","$946.61","$2,479.41","$895.44","$1,918.80","$2,420.89","$1,694.94","$1,726.92","$2,430.48","$2,878.20","$955.24","$2,846.22","$959.40","$2,814.24","$936.69","$936.69","$2,942.16","$932.22","$2,878.20","$950.61","$940.21"
"Chatham Hospital","HC MRI SPINAL CNL & CNTNTS CERV W CONT","72142","$3,579.00","$1,002.12","$3,292.68","$2,720.04","$1,059.38","$2,774.80","$1,002.12","$2,147.40","$2,709.30","$1,896.87","$1,932.66","$2,720.04","$3,221.10","$1,069.05","$3,185.31","$1,073.70","$3,149.52","$1,048.29","$1,048.29","$3,292.68","$1,043.28","$3,221.10","$1,063.86","$1,052.23"
"Chatham Hospital","HC MRI SPINAL CNL & CNTNTS THOR WO CONT","72146","$2,486.00","$696.08","$2,287.12","$1,889.36","$735.86","$1,927.40","$696.08","$1,491.60","$1,881.90","$1,317.58","$1,342.44","$1,889.36","$2,237.40","$742.57","$2,212.54","$745.80","$2,187.68","$728.15","$728.15","$2,287.12","$724.67","$2,237.40","$738.96","$730.88"
"Chatham Hospital","HC MRI SPINAL CNL & CNTNTS THOR W CONT","72147","$3,792.00","$1,061.76","$3,488.64","$2,881.92","$0.00","$2,939.94","$1,061.76","$2,275.20","$2,870.54","$2,009.76","$2,047.68","$2,881.92","$3,412.80","$1,132.67","$3,374.88","$1,137.60","$3,336.96","$1,110.68","$1,110.68","$3,488.64","$1,105.37","$3,412.80","$1,127.17","$1,114.85"
"Chatham Hospital","HC MRI SPINAL CNL & CNTNTS LUMB WO CONT","72148","$2,486.00","$696.08","$2,287.12","$1,889.36","$735.86","$1,927.40","$696.08","$1,491.60","$1,881.90","$1,317.58","$1,342.44","$1,889.36","$2,237.40","$742.57","$2,212.54","$745.80","$2,187.68","$728.15","$728.15","$2,287.12","$724.67","$2,237.40","$738.96","$730.88"
"Chatham Hospital","HC MRI SPINAL CNL & CNTNTS LUMB W CONT","72149","$3,390.00","$949.20","$3,118.80","$2,576.40","$1,003.44","$2,628.27","$949.20","$2,034.00","$2,566.23","$1,796.70","$1,830.60","$2,576.40","$3,051.00","$1,012.59","$3,017.10","$1,017.00","$2,983.20","$992.93","$992.93","$3,118.80","$988.19","$3,051.00","$1,007.68","$996.66"
"Chatham Hospital","HC MRI SPINAL CNL & CNTNTS CERV WO FLD W CONT","72156","$4,409.00","$1,234.52","$4,056.28","$3,350.84","$1,305.06","$3,418.30","$1,234.52","$2,645.40","$3,337.61","$2,336.77","$2,380.86","$3,350.84","$3,968.10","$1,316.97","$3,924.01","$1,322.70","$3,879.92","$1,291.40","$1,291.40","$4,056.28","$1,285.22","$3,968.10","$1,310.58","$1,296.25"
"Chatham Hospital","HC MRI SPINAL CNL & CNTNTS THOR WO FLD W CONT","72157","$4,385.00","$1,227.80","$4,034.20","$3,332.60","$1,297.96","$3,399.69","$1,227.80","$2,631.00","$3,319.45","$2,324.05","$2,367.90","$3,332.60","$3,946.50","$1,309.80","$3,902.65","$1,315.50","$3,858.80","$1,284.37","$1,284.37","$4,034.20","$1,278.23","$3,946.50","$1,303.44","$1,289.19"
"Chatham Hospital","HC MRI SPINAL CNL & CNTNTS LUMB WO FLD W CONT","72158","$4,564.00","$1,277.92","$4,198.88","$3,468.64","$1,350.94","$3,538.47","$1,277.92","$2,738.40","$3,454.95","$2,418.92","$2,464.56","$3,468.64","$4,107.60","$1,363.27","$4,061.96","$1,369.20","$4,016.32","$1,336.80","$1,336.80","$4,198.88","$1,330.41","$4,107.60","$1,356.65","$1,341.82"
"Chatham Hospital","HC MRI ORBIT FACE NECK WO CONT","70540","$2,627.00","$735.56","$2,416.84","$1,996.52","$777.59","$2,036.71","$735.56","$1,576.20","$1,988.64","$1,392.31","$1,418.58","$1,996.52","$2,364.30","$784.68","$2,338.03","$788.10","$2,311.76","$769.45","$769.45","$2,416.84","$765.77","$2,364.30","$780.88","$772.34"
"Chatham Hospital","HC MRI ORBIT FACE NECK W CONT","70542","$2,835.00","$793.80","$2,608.20","$2,154.60","$839.16","$2,197.98","$793.80","$1,701.00","$2,146.10","$1,502.55","$1,530.90","$2,154.60","$2,551.50","$846.81","$2,523.15","$850.50","$2,494.80","$830.37","$830.37","$2,608.20","$826.40","$2,551.50","$842.70","$833.49"
"Chatham Hospital","HC MRI ORBIT FACE NK WO FLD W CONT","70543","$3,391.00","$949.48","$3,119.72","$2,577.16","$1,003.74","$2,629.04","$949.48","$2,034.60","$2,566.99","$1,797.23","$1,831.14","$2,577.16","$3,051.90","$1,012.89","$3,017.99","$1,017.30","$2,984.08","$993.22","$993.22","$3,119.72","$988.48","$3,051.90","$1,007.97","$996.95"
"Chatham Hospital","HC MRA HEAD WO CONT","70544","$2,486.00","$696.08","$2,287.12","$1,889.36","$735.86","$1,927.40","$696.08","$1,491.60","$1,881.90","$1,317.58","$1,342.44","$1,889.36","$2,237.40","$742.57","$2,212.54","$745.80","$2,187.68","$728.15","$728.15","$2,287.12","$724.67","$2,237.40","$738.96","$730.88"
"Chatham Hospital","HC MRA HEAD W CONT","70545","$3,200.00","$896.00","$2,944.00","$2,432.00","$947.20","$2,480.96","$896.00","$1,920.00","$2,422.40","$1,696.00","$1,728.00","$2,432.00","$2,880.00","$955.84","$2,848.00","$960.00","$2,816.00","$937.28","$937.28","$2,944.00","$932.80","$2,880.00","$951.20","$940.80"
"Chatham Hospital","HC MRA HEAD WO FLD W CONT","70546","$2,622.00","$734.16","$2,412.24","$1,992.72","$776.11","$2,032.84","$734.16","$1,573.20","$1,984.85","$1,389.66","$1,415.88","$1,992.72","$2,359.80","$783.19","$2,333.58","$786.60","$2,307.36","$767.98","$767.98","$2,412.24","$764.31","$2,359.80","$779.39","$770.87"
"Chatham Hospital","HC MRA NECK WO CONT","70547","$2,486.00","$696.08","$2,287.12","$1,889.36","$735.86","$1,927.40","$696.08","$1,491.60","$1,881.90","$1,317.58","$1,342.44","$1,889.36","$2,237.40","$742.57","$2,212.54","$745.80","$2,187.68","$728.15","$728.15","$2,287.12","$724.67","$2,237.40","$738.96","$730.88"
"Chatham Hospital","HC MRA NECK W CONT","70548","$2,887.00","$808.36","$2,656.04","$2,194.12","$854.55","$2,238.29","$808.36","$1,732.20","$2,185.46","$1,530.11","$1,558.98","$2,194.12","$2,598.30","$862.35","$2,569.43","$866.10","$2,540.56","$845.60","$845.60","$2,656.04","$841.56","$2,598.30","$858.16","$848.78"
"Chatham Hospital","HC MRA NECK WO FLD W CONT","70549","$4,026.00","$1,127.28","$3,703.92","$3,059.76","$1,191.70","$3,121.36","$1,127.28","$2,415.60","$3,047.68","$2,133.78","$2,174.04","$3,059.76","$3,623.40","$1,202.57","$3,583.14","$1,207.80","$3,542.88","$1,179.22","$1,179.22","$3,703.92","$1,173.58","$3,623.40","$1,196.73","$1,183.64"
"Chatham Hospital","HC MRA CHEST WO W CONT","71555","$3,188.00","$892.64","$2,932.96","$2,422.88","$943.65","$2,471.66","$892.64","$1,912.80","$2,413.32","$1,689.64","$1,721.52","$2,422.88","$2,869.20","$952.26","$2,837.32","$956.40","$2,805.44","$933.77","$933.77","$2,932.96","$929.30","$2,869.20","$947.63","$937.27"
"Chatham Hospital","HC MRA PELV WO W CONT","72198","$3,188.00","$892.64","$2,932.96","$2,422.88","$943.65","$2,471.66","$892.64","$1,912.80","$2,413.32","$1,689.64","$1,721.52","$2,422.88","$2,869.20","$952.26","$2,837.32","$956.40","$2,805.44","$933.77","$933.77","$2,932.96","$929.30","$2,869.20","$947.63","$937.27"
"Chatham Hospital","HC MRA UE W OR WO CONT","73225","$3,188.00","$892.64","$2,932.96","$2,422.88","$943.65","$2,471.66","$892.64","$1,912.80","$2,413.32","$1,689.64","$1,721.52","$2,422.88","$2,869.20","$952.26","$2,837.32","$956.40","$2,805.44","$933.77","$933.77","$2,932.96","$929.30","$2,869.20","$947.63","$937.27"
"Chatham Hospital","HC MRA ABD WO+W CONT","74185","$3,095.00","$866.60","$2,847.40","$2,352.20","$916.12","$2,399.55","$866.60","$1,857.00","$2,342.92","$1,640.35","$1,671.30","$2,352.20","$2,785.50","$924.48","$2,754.55","$928.50","$2,723.60","$906.53","$906.53","$2,847.40","$902.19","$2,785.50","$919.99","$909.93"
"Chatham Hospital","HC DX LMBR SPI PNXR W FLOURO OR CT GUIDE","62328","$1,622.00","$454.16","$1,492.24","$1,232.72","$480.11","$1,257.54","$454.16","$973.20","$1,227.85","$859.66","$875.88","$1,232.72","$1,459.80","$484.49","$1,443.58","$486.60","$1,427.36","$475.08","$475.08","$1,492.24","$472.81","$1,459.80","$482.14","$476.87"
"Chatham Hospital","HC THERAPEUTIC SPINAL DRAIN CSF USING CATHETER INCLD CT/FLUORO GUIDE","62329","$1,622.00","$454.16","$1,492.24","$1,232.72","$480.11","$1,257.54","$454.16","$973.20","$1,227.85","$859.66","$875.88","$1,232.72","$1,459.80","$484.49","$1,443.58","$486.60","$1,427.36","$475.08","$475.08","$1,492.24","$472.81","$1,459.80","$482.14","$476.87"
"Chatham Hospital","HC DUPLEX COMPL ABD PEL SCRO RETRO","93975","$447.00","$125.16","$411.24","$339.72","$132.31","$346.56","$125.16","$268.20","$338.38","$236.91","$241.38","$339.72","$402.30","$133.52","$397.83","$134.10","$393.36","$130.93","$130.93","$411.24","$130.30","$402.30","$132.87","$131.42"
"Chatham Hospital","HC DUPLEX LTD ABD PEL SCRT RETRO","93976","$400.00","$112.00","$368.00","$304.00","$118.40","$310.12","$112.00","$240.00","$302.80","$212.00","$216.00","$304.00","$360.00","$119.48","$356.00","$120.00","$352.00","$117.16","$117.16","$368.00","$116.60","$360.00","$118.90","$117.60"
"Chatham Hospital","HC CAPILLARY BLOOD COLLECTION","36416","$30.00","$8.40","$27.60","$22.80","$8.88","$0.00","$8.40","$18.00","$22.71","$15.90","$16.20","$22.80","$27.00","$8.96","$26.70","$9.00","$26.40","$8.79","$8.79","$27.60","$8.75","$27.00","$8.92","$8.82"
"Chatham Hospital","HC COMPREHENSIVE METABOLIC PANEL","80053","$445.00","$10.56","$409.40","$169.10","$131.72","$167.99","$124.60","$267.00","$336.87","$235.85","$240.30","$169.10","$400.50","$0.00","$396.05","$10.88","$391.60","$10.67","$10.67","$409.40","$10.56","$400.50","$132.28","$130.83"
"Chatham Hospital","HC RENAL PANEL","80069","$357.00","$8.68","$328.44","$135.66","$105.67","$134.77","$99.96","$214.20","$270.25","$189.21","$192.78","$135.66","$321.30","$0.00","$317.73","$8.94","$314.16","$8.77","$8.77","$328.44","$8.68","$321.30","$106.12","$104.96"
"Chatham Hospital","HC ACUTE HEPATITIS PANEL","80074","$523.00","$47.63","$481.16","$198.74","$154.81","$197.43","$146.44","$313.80","$395.91","$277.19","$282.42","$198.74","$470.70","$156.22","$465.47","$49.06","$460.24","$48.11","$48.11","$481.16","$47.63","$470.70","$155.46","$153.76"
"Chatham Hospital","HC HEPATIC FUNCTION PANEL","80076","$292.00","$8.17","$268.64","$110.96","$86.43","$110.23","$81.76","$175.20","$221.04","$154.76","$157.68","$110.96","$262.80","$0.00","$259.88","$8.42","$256.96","$8.25","$8.25","$268.64","$8.17","$262.80","$86.80","$85.85"
"Chatham Hospital","HC 6-ACETYLMORPHINE CONFIRMATION","80102","$238.00","$66.64","$218.96","$90.44","$0.00","$184.52","$66.64","$142.80","$180.17","$126.14","$128.52","$90.44","$214.20","$71.09","$211.82","$71.40","$209.44","$69.71","$69.71","$218.96","$69.38","$214.20","$70.75","$69.97"
"Chatham Hospital","HC HALDOL","80173","$205.00","$15.78","$188.60","$77.90","$60.68","$77.39","$57.40","$123.00","$155.19","$108.65","$110.70","$77.90","$184.50","$0.00","$182.45","$16.25","$180.40","$15.94","$15.94","$188.60","$15.78","$184.50","$60.94","$60.27"
"Chatham Hospital","HC QUINIDINE","80194","$166.00","$14.60","$152.72","$63.08","$0.00","$128.70","$46.48","$99.60","$125.66","$87.98","$89.64","$63.08","$149.40","$0.00","$147.74","$15.04","$146.08","$14.75","$14.75","$152.72","$14.60","$149.40","$49.34","$48.80"
"Chatham Hospital","HC URINE, MICROSCOPIC","81015","$55.00","$3.05","$50.60","$20.90","$16.28","$20.76","$15.40","$33.00","$41.64","$29.15","$29.70","$20.90","$49.50","$0.00","$48.95","$3.14","$48.40","$3.08","$3.08","$50.60","$3.05","$49.50","$16.35","$16.17"
"Chatham Hospital","HC ACETONE, URINE","81099","$49.00","$13.72","$45.08","$18.62","$0.00","$37.99","$13.72","$29.40","$37.09","$25.97","$26.46","$18.62","$44.10","$14.64","$43.61","$14.70","$43.12","$14.35","$14.35","$45.08","$14.28","$44.10","$14.57","$14.41"
"Chatham Hospital","HC BCR ABL MAJOR BREAKPOINT","81206","$777.00","$163.96","$714.84","$295.26","$229.99","$293.32","$217.56","$466.20","$588.19","$411.81","$419.58","$295.26","$699.30","$232.09","$691.53","$233.10","$683.76","$227.58","$227.58","$714.84","$163.96","$699.30","$230.96","$228.44"
"Chatham Hospital","HC CF DNA ANALYSIS","81220","$794.00","$222.32","$730.48","$301.72","$235.02","$299.74","$222.32","$476.40","$601.06","$420.82","$428.76","$301.72","$714.60","$237.17","$706.66","$238.20","$698.72","$232.56","$232.56","$730.48","$556.60","$714.60","$236.02","$233.44"
"Chatham Hospital","HC CYP2C19 RESPONSE GENOTYPING","81225","$311.00","$87.08","$291.36","$118.18","$92.06","$117.40","$87.08","$186.60","$235.43","$164.83","$167.94","$118.18","$279.90","$92.90","$276.79","$93.30","$273.68","$91.09","$91.09","$286.12","$291.36","$279.90","$92.44","$91.43"
"Chatham Hospital","HC MICROARRAY ANALYSIS SNP","81229","$3,332.00","$932.96","$3,065.44","$1,266.16","$986.27","$1,257.83","$932.96","$1,999.20","$2,522.32","$1,765.96","$1,799.28","$1,266.16","$2,998.80","$995.27","$2,965.48","$999.60","$2,932.16","$975.94","$975.94","$3,065.44","$1,160.00","$2,998.80","$990.44","$979.61"
"Chatham Hospital","HC FACTOR 2 GENE ANALYSIS","81240","$441.00","$65.69","$405.72","$167.58","$130.54","$166.48","$123.48","$264.60","$333.84","$233.73","$238.14","$167.58","$396.90","$131.73","$392.49","$132.30","$388.08","$129.17","$129.17","$405.72","$65.69","$396.90","$131.09","$129.65"
"Chatham Hospital","HC FMR 1 GENE ANALYSIS","81243","$585.00","$57.04","$538.20","$222.30","$173.16","$220.84","$163.80","$351.00","$442.85","$310.05","$315.90","$222.30","$526.50","$174.74","$520.65","$175.50","$514.80","$171.35","$171.35","$538.20","$57.04","$526.50","$173.89","$171.99"
"Chatham Hospital","HC UA WITHOUT MICROSCOPIC","81003","$55.00","$2.25","$50.60","$20.90","$16.28","$20.76","$15.40","$33.00","$41.64","$29.15","$29.70","$20.90","$49.50","$0.00","$48.95","$2.32","$48.40","$2.27","$2.27","$50.60","$2.25","$49.50","$16.35","$16.17"
"Chatham Hospital","HC SNGL AGN LORES CLASS I TYPING","81374","$277.00","$74.33","$254.84","$105.26","$81.99","$104.57","$77.56","$166.20","$209.69","$146.81","$149.58","$105.26","$249.30","$82.74","$246.53","$83.10","$243.76","$81.13","$81.13","$254.84","$74.33","$249.30","$82.34","$81.44"
"Chatham Hospital","HC HLA DQB1 HIRES TYPING","81382","$576.00","$123.68","$529.92","$218.88","$170.50","$217.44","$161.28","$345.60","$436.03","$305.28","$311.04","$218.88","$518.40","$172.05","$512.64","$172.80","$506.88","$168.71","$168.71","$529.92","$123.68","$518.40","$171.22","$169.34"
"Chatham Hospital","HC CREATININE CLEAR URINE 24 HR","82575","$54.00","$9.46","$49.68","$20.52","$15.98","$20.39","$15.12","$32.40","$40.88","$28.62","$29.16","$20.52","$48.60","$0.00","$48.06","$9.74","$47.52","$9.55","$9.55","$49.68","$9.46","$48.60","$16.05","$15.88"
"Chatham Hospital","HC ESTROGENS, TOTAL","82672","$253.00","$21.70","$232.76","$96.14","$0.00","$196.15","$70.84","$151.80","$191.52","$134.09","$136.62","$96.14","$227.70","$0.00","$225.17","$22.35","$222.64","$21.92","$21.92","$232.76","$21.70","$227.70","$75.20","$74.38"
"Chatham Hospital","HC GLUTETHIMIDE","82980","$89.00","$24.92","$81.88","$33.82","$0.00","$69.00","$24.92","$53.40","$67.37","$47.17","$48.06","$33.82","$80.10","$26.58","$79.21","$26.70","$78.32","$26.07","$26.07","$81.88","$25.94","$80.10","$26.46","$26.17"
"Chatham Hospital","HC TOTAL IRON BINDING CAPACITY","83550","$39.00","$8.74","$35.88","$14.82","$11.54","$14.72","$10.92","$23.40","$29.52","$20.67","$21.06","$14.82","$35.10","$0.00","$34.71","$9.00","$34.32","$8.83","$8.83","$35.88","$8.74","$35.10","$11.59","$11.47"
"Chatham Hospital","HC 17-KETOSTEROIDS, TOTAL, 24 HR","83586","$203.00","$12.80","$186.76","$77.14","$0.00","$157.39","$56.84","$121.80","$153.67","$107.59","$109.62","$77.14","$182.70","$0.00","$180.67","$13.18","$178.64","$12.93","$12.93","$186.76","$12.80","$182.70","$60.34","$59.68"
"Chatham Hospital","HC LIPO PROTEINS FRACTIONATION","83701","$322.00","$33.86","$296.24","$122.36","$0.00","$249.65","$90.16","$193.20","$243.75","$170.66","$173.88","$122.36","$289.80","$0.00","$286.58","$34.88","$283.36","$34.20","$34.20","$296.24","$33.86","$289.80","$95.71","$94.67"
"Chatham Hospital","HC MYELIN BASIC PROTEIN, CSF","83873","$229.00","$17.20","$210.68","$87.02","$0.00","$177.54","$64.12","$137.40","$173.35","$121.37","$123.66","$87.02","$206.10","$0.00","$203.81","$17.72","$201.52","$17.37","$17.37","$210.68","$17.20","$206.10","$68.07","$67.33"
