Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Americas First Choice Medicare Advantage,BCBS,BCBS Medicare Advantage,BCBS UNC Health Alliance,Blue Home,Cash Discount,Cigna,Cigna Behavioral Health,Cigna Connect Network,Cigna SureFit,Crescent,First Carolina Care,First Medicare Direct,Galaxy,Health Payors,HealthScope,HealthSmart,Horizons Behavioral,Humana,Humana Alignment,Humana Medicare Advantage,Liberty Medicare Advantage,LifeTrac Medicare Advantage,MedCost,MedCost Ultra,Optum Health Behavioral,Pace,Piedmont,PPO Next,Provider Select,Southeastern Health Network,TriCare,United Healthcare,United Healthcare Medicare Advantage
"UNC Hospital","HC NM CARD ANGIO REST","78481","$1,236.00","$469.06","$1,236.00","$852.84","$0.00","$0.00","$843.57","$0.00","$469.06","$655.57","$741.60","$809.58","$1,236.00","$540.13","$552.49","$951.72","$927.00","$0.00","$1,174.20","$1,050.60","$988.80","$988.80","$0.00","$766.32","$0.00","$0.00","$0.00","$0.00","$884.98","$831.83","$988.80","$0.00","$988.80","$1,112.40","$1,050.60","$1,050.60","$0.00","$1,135.00","$0.00"
"UNC Hospital","HC NM CARDIAC BP GATED SPECT","78494","$1,483.00","$562.80","$1,483.00","$1,023.27","$0.00","$0.00","$1,012.15","$0.00","$562.80","$786.58","$889.80","$971.37","$1,483.00","$648.07","$662.90","$1,141.91","$1,112.25","$0.00","$1,408.85","$1,260.55","$1,186.40","$1,186.40","$0.00","$919.46","$0.00","$0.00","$0.00","$0.00","$1,061.83","$998.06","$1,186.40","$0.00","$1,186.40","$1,334.70","$1,260.55","$1,260.55","$0.00","$1,135.00","$0.00"
"UNC Hospital","HC NM CARDIAC BLD PL 1ST PS RVEF","78496","$1,003.00","$380.64","$1,003.00","$692.07","$0.00","$0.00","$684.55","$0.00","$380.64","$531.99","$601.80","$656.97","$1,003.00","$438.31","$448.34","$772.31","$752.25","$0.00","$952.85","$852.55","$802.40","$802.40","$0.00","$621.86","$0.00","$0.00","$0.00","$0.00","$718.15","$675.02","$802.40","$0.00","$802.40","$902.70","$852.55","$852.55","$0.00","$1,003.00","$0.00"
"UNC Hospital","HC NM PULM VENTILATION IMAGING","78579","$1,083.00","$411.00","$1,083.00","$747.27","$0.00","$0.00","$739.15","$0.00","$411.00","$574.42","$649.80","$709.37","$1,083.00","$473.27","$484.10","$833.91","$812.25","$0.00","$1,028.85","$920.55","$866.40","$866.40","$0.00","$671.46","$0.00","$0.00","$0.00","$0.00","$775.43","$728.86","$866.40","$0.00","$866.40","$974.70","$920.55","$920.55","$0.00","$1,083.00","$0.00"
"UNC Hospital","HC NM LUNG PERFUSION","78580","$1,321.00","$350.98","$1,321.00","$548.63","$369.07","$361.83","$901.58","$361.83","$501.32","$700.66","$792.60","$865.26","$1,321.00","$577.28","$590.49","$1,017.17","$990.75","$369.07","$1,254.95","$1,122.85","$1,056.80","$1,056.80","$0.00","$819.02","$361.83","$379.93","$379.93","$0.00","$945.84","$889.03","$1,056.80","$0.00","$1,056.80","$1,188.90","$1,122.85","$1,122.85","$350.98","$1,135.00","$363.64"
"UNC Hospital","HC NM PULM VENT & PERF IMAGING","78582","$2,642.00","$449.99","$2,642.00","$764.06","$473.19","$463.91","$1,803.17","$463.91","$1,002.64","$1,401.32","$1,585.20","$1,730.51","$2,642.00","$1,154.55","$1,180.97","$2,034.34","$1,981.50","$473.19","$2,509.90","$2,245.70","$2,113.60","$2,113.60","$0.00","$1,638.04","$463.91","$487.10","$487.10","$0.00","$1,891.67","$1,778.07","$2,113.60","$0.00","$2,113.60","$2,377.80","$2,245.70","$2,245.70","$449.99","$1,135.00","$466.23"
"UNC Hospital","HC NM PERF ONLY QUANTITATIVE","78597","$1,268.00","$350.98","$1,268.00","$454.60","$369.07","$361.83","$865.41","$361.83","$481.21","$672.55","$760.80","$830.54","$1,268.00","$554.12","$566.80","$976.36","$951.00","$369.07","$1,204.60","$1,077.80","$1,014.40","$1,014.40","$0.00","$786.16","$361.83","$379.93","$379.93","$0.00","$907.89","$853.36","$1,014.40","$0.00","$1,014.40","$1,141.20","$1,077.80","$1,077.80","$350.98","$1,135.00","$363.64"
"UNC Hospital","HC NM VQ SCAN QUANTITATIVE","78598","$1,661.00","$449.99","$1,661.00","$715.22","$473.19","$463.91","$1,133.63","$463.91","$630.35","$880.99","$996.60","$1,087.96","$1,661.00","$725.86","$742.47","$1,278.97","$1,245.75","$473.19","$1,577.95","$1,411.85","$1,328.80","$1,328.80","$0.00","$1,029.82","$463.91","$487.10","$487.10","$0.00","$1,189.28","$1,117.85","$1,328.80","$0.00","$1,328.80","$1,494.90","$1,411.85","$1,411.85","$449.99","$1,135.00","$466.23"
"UNC Hospital","HC NM CSF SCAN CISTERN","78630","$1,508.00","$449.99","$1,508.00","$825.83","$473.19","$463.91","$1,029.21","$463.91","$572.29","$799.84","$904.80","$987.74","$1,508.00","$659.00","$674.08","$1,161.16","$1,131.00","$473.19","$1,432.60","$1,281.80","$1,206.40","$1,206.40","$0.00","$934.96","$463.91","$487.10","$487.10","$0.00","$1,079.73","$1,014.88","$1,206.40","$0.00","$1,206.40","$1,357.20","$1,281.80","$1,281.80","$449.99","$1,135.00","$466.23"
"UNC Hospital","HC NM CSF SHUNT EVALUATION","78645","$1,327.00","$449.99","$1,327.00","$805.53","$473.19","$463.91","$905.68","$463.91","$503.60","$703.84","$796.20","$869.19","$1,327.00","$579.90","$593.17","$1,021.79","$995.25","$473.19","$1,260.65","$1,127.95","$1,061.60","$1,061.60","$0.00","$822.74","$463.91","$487.10","$487.10","$0.00","$950.13","$893.07","$1,061.60","$0.00","$1,061.60","$1,194.30","$1,127.95","$1,127.95","$449.99","$1,135.00","$466.23"
"UNC Hospital","HC NM CSF LEAK DETECT LOCALIZ","78650","$1,206.00","$457.68","$1,275.44","$669.13","$1,275.44","$1,250.44","$823.10","$1,250.44","$457.68","$639.66","$723.60","$789.93","$1,206.00","$527.02","$539.08","$928.62","$904.50","$1,275.44","$1,145.70","$1,025.10","$964.80","$964.80","$0.00","$747.72","$1,250.44","$1,206.00","$0.00","$0.00","$863.50","$811.64","$964.80","$0.00","$964.80","$1,085.40","$1,025.10","$1,025.10","$1,206.00","$1,135.00","$1,206.00"
"UNC Hospital","HC NM LACRIMAL STUDY","78660","$432.00","$163.94","$432.00","$298.08","$0.00","$0.00","$294.84","$0.00","$163.94","$229.13","$259.20","$282.96","$432.00","$188.78","$193.10","$332.64","$324.00","$0.00","$410.40","$367.20","$345.60","$345.60","$0.00","$267.84","$0.00","$0.00","$0.00","$0.00","$309.31","$290.74","$345.60","$0.00","$345.60","$388.80","$367.20","$367.20","$0.00","$432.00","$0.00"
"UNC Hospital","HC NM RENAL MORPHOLOGY","78700","$1,731.00","$350.98","$1,731.00","$406.67","$369.07","$361.83","$1,181.41","$361.83","$656.91","$918.12","$1,038.60","$1,133.81","$1,731.00","$756.45","$773.76","$1,332.87","$1,298.25","$369.07","$1,644.45","$1,471.35","$1,384.80","$1,384.80","$0.00","$1,073.22","$361.83","$379.93","$379.93","$0.00","$1,239.40","$1,164.96","$1,384.80","$0.00","$1,384.80","$1,557.90","$1,471.35","$1,471.35","$350.98","$1,135.00","$363.64"
"UNC Hospital","HC NM RENAL W VASCULAR FLOW","78701","$1,999.00","$758.62","$1,999.00","$1,379.31","$0.00","$0.00","$1,364.32","$0.00","$758.62","$1,060.27","$1,199.40","$1,309.35","$1,999.00","$873.56","$893.55","$1,539.23","$1,499.25","$0.00","$1,899.05","$1,699.15","$1,599.20","$1,599.20","$0.00","$1,239.38","$0.00","$0.00","$0.00","$0.00","$1,431.28","$1,345.33","$1,599.20","$0.00","$1,599.20","$1,799.10","$1,699.15","$1,699.15","$0.00","$1,135.00","$0.00"
"UNC Hospital","HC NM RENAL VASC. & FUNCTION","78707","$1,880.00","$449.99","$1,880.00","$505.31","$473.19","$463.91","$1,283.10","$463.91","$713.46","$997.15","$1,128.00","$1,231.40","$1,880.00","$821.56","$840.36","$1,447.60","$1,410.00","$473.19","$1,786.00","$1,598.00","$1,504.00","$1,504.00","$0.00","$1,165.60","$463.91","$487.10","$487.10","$0.00","$1,346.08","$1,265.24","$1,504.00","$0.00","$1,504.00","$1,692.00","$1,598.00","$1,598.00","$449.99","$1,135.00","$466.23"
"UNC Hospital","HC NM RENOGRAM W PHARMACOLOGICAL INTERVENTION","78708","$2,984.00","$317.05","$2,984.00","$317.05","$473.19","$463.91","$2,036.58","$463.91","$1,132.43","$1,582.71","$1,790.40","$1,954.52","$2,984.00","$1,304.01","$1,333.85","$2,297.68","$2,238.00","$473.19","$2,834.80","$2,536.40","$2,387.20","$2,387.20","$0.00","$1,850.08","$463.91","$487.10","$487.10","$0.00","$2,136.54","$2,008.23","$2,387.20","$0.00","$2,387.20","$2,685.60","$2,536.40","$2,536.40","$449.99","$1,135.00","$466.23"
"UNC Hospital","HC NM RENAL CAPTOPRIL","78709","$2,984.00","$449.99","$2,984.00","$810.15","$473.19","$463.91","$2,036.58","$463.91","$1,132.43","$1,582.71","$1,790.40","$1,954.52","$2,984.00","$1,304.01","$1,333.85","$2,297.68","$2,238.00","$473.19","$2,834.80","$2,536.40","$2,387.20","$2,387.20","$0.00","$1,850.08","$463.91","$487.10","$487.10","$0.00","$2,136.54","$2,008.23","$2,387.20","$0.00","$2,387.20","$2,685.60","$2,536.40","$2,536.40","$449.99","$1,135.00","$466.23"
"UNC Hospital","HC NM RENAL GFR WO IMAGING","78725","$1,051.00","$239.86","$1,051.00","$239.86","$369.07","$361.83","$717.31","$361.83","$398.85","$557.45","$630.60","$688.41","$1,051.00","$459.29","$469.80","$809.27","$788.25","$369.07","$998.45","$893.35","$840.80","$840.80","$0.00","$651.62","$361.83","$379.93","$379.93","$0.00","$752.52","$707.32","$840.80","$0.00","$840.80","$945.90","$893.35","$893.35","$350.98","$1,051.00","$363.64"
"UNC Hospital","HC NM URETERAL REFLUX STUDY","78740","$1,203.00","$456.54","$1,203.00","$830.07","$0.00","$0.00","$821.05","$0.00","$456.54","$638.07","$721.80","$787.97","$1,203.00","$525.71","$537.74","$926.31","$902.25","$0.00","$1,142.85","$1,022.55","$962.40","$962.40","$0.00","$745.86","$0.00","$0.00","$0.00","$0.00","$861.35","$809.62","$962.40","$0.00","$962.40","$1,082.70","$1,022.55","$1,022.55","$0.00","$1,135.00","$0.00"
"UNC Hospital","HC NM TUMOR LOC WB 1 DAY","78802","$3,190.00","$765.00","$3,190.00","$765.00","$1,275.44","$1,250.44","$2,177.18","$1,250.44","$1,210.61","$1,691.98","$1,914.00","$2,089.45","$3,190.00","$1,394.03","$1,425.93","$2,456.30","$2,392.50","$1,275.44","$3,030.50","$2,711.50","$2,552.00","$2,552.00","$0.00","$1,977.80","$1,250.44","$1,312.96","$1,312.96","$0.00","$2,284.04","$2,146.87","$2,552.00","$0.00","$2,552.00","$2,871.00","$2,711.50","$2,711.50","$1,212.92","$1,135.00","$1,256.69"
"UNC Hospital","HC NM TUMOR LOC WB 2 OR MORE DAYS","78804","$3,127.00","$1,135.00","$3,127.00","$1,396.56","$1,275.44","$1,250.44","$2,134.18","$1,250.44","$1,186.70","$1,658.56","$1,876.20","$2,048.19","$3,127.00","$1,366.50","$1,397.77","$2,407.79","$2,345.25","$1,275.44","$2,970.65","$2,657.95","$2,501.60","$2,501.60","$0.00","$1,938.74","$1,250.44","$1,312.96","$1,312.96","$0.00","$2,238.93","$2,104.47","$2,501.60","$0.00","$2,501.60","$2,814.30","$2,657.95","$2,657.95","$1,212.92","$1,135.00","$1,256.69"
"UNC Hospital","HC TC99M MACROAGGREGATED ALBUMIN DX PSD UP TO 10MCI","A9540","$424.00","$160.91","$424.00","$0.00","$0.00","$0.00","$289.38","$0.00","$160.91","$224.89","$254.40","$277.72","$424.00","$185.29","$189.53","$326.48","$318.00","$0.00","$402.80","$360.40","$339.20","$339.20","$0.00","$262.88","$0.00","$0.00","$0.00","$0.00","$303.58","$285.35","$339.20","$0.00","$339.20","$381.60","$360.40","$360.40","$0.00","$0.00","$0.00"
"UNC Hospital","HC IODINE I-131 SODIUM IODIDE CAPSULE TX PER MCI","A9517","$42.00","$15.94","$42.00","$0.00","$21.10","$20.69","$28.67","$20.69","$15.94","$22.28","$25.20","$27.51","$42.00","$18.35","$18.77","$32.34","$31.50","$21.10","$39.90","$35.70","$33.60","$33.60","$0.00","$26.04","$20.69","$21.72","$21.72","$0.00","$30.07","$28.27","$33.60","$0.00","$33.60","$37.80","$35.70","$35.70","$20.07","$34.14","$20.79"
"UNC Hospital","HC I131 SODIUM IODIDE SOLU DX PER MCI","A9529","$49.00","$18.60","$49.00","$0.00","$0.00","$0.00","$33.44","$0.00","$18.60","$25.99","$29.40","$32.10","$49.00","$21.41","$21.90","$37.73","$36.75","$0.00","$46.55","$41.65","$39.20","$39.20","$0.00","$30.38","$0.00","$0.00","$0.00","$0.00","$35.08","$32.98","$39.20","$0.00","$39.20","$44.10","$41.65","$41.65","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M PYROPHOSPHATE DX PSD UP TO 25MCI","A9538","$338.00","$128.27","$338.00","$0.00","$0.00","$0.00","$230.69","$0.00","$128.27","$179.28","$202.80","$221.39","$338.00","$147.71","$151.09","$260.26","$253.50","$0.00","$321.10","$287.30","$270.40","$270.40","$0.00","$209.56","$0.00","$0.00","$0.00","$0.00","$242.01","$227.47","$270.40","$0.00","$270.40","$304.20","$287.30","$287.30","$0.00","$0.00","$0.00"
"UNC Hospital","HC IN111 PENETETATE DX PER 0.5MCI","A9548","$1,248.00","$473.62","$1,248.00","$0.00","$0.00","$0.00","$851.76","$0.00","$473.62","$661.94","$748.80","$817.44","$1,248.00","$545.38","$557.86","$960.96","$936.00","$0.00","$1,185.60","$1,060.80","$998.40","$998.40","$0.00","$773.76","$0.00","$0.00","$0.00","$0.00","$893.57","$839.90","$998.40","$0.00","$998.40","$1,123.20","$1,060.80","$1,060.80","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M SUCCIMER DX PSD UP TO 10MCI","A9551","$501.00","$190.13","$501.00","$0.00","$0.00","$0.00","$341.93","$0.00","$190.13","$265.73","$300.60","$328.16","$501.00","$218.94","$223.95","$385.77","$375.75","$0.00","$475.95","$425.85","$400.80","$400.80","$0.00","$310.62","$0.00","$0.00","$0.00","$0.00","$358.72","$337.17","$400.80","$0.00","$400.80","$450.90","$425.85","$425.85","$0.00","$0.00","$0.00"
"UNC Hospital","HC RB82 DX PSD UP TO 60MCI","A9555","$1,535.00","$582.53","$1,535.00","$0.00","$0.00","$0.00","$1,047.64","$0.00","$582.53","$814.16","$921.00","$1,005.43","$1,535.00","$670.80","$686.15","$1,181.95","$1,151.25","$0.00","$1,458.25","$1,304.75","$1,228.00","$1,228.00","$0.00","$951.70","$0.00","$0.00","$0.00","$0.00","$1,099.06","$1,033.06","$1,228.00","$0.00","$1,228.00","$1,381.50","$1,304.75","$1,304.75","$0.00","$0.00","$0.00"
"UNC Hospital","HC GA67 CITRATE DX PER MCI","A9556","$100.00","$37.95","$100.00","$0.00","$0.00","$0.00","$68.25","$0.00","$37.95","$53.04","$60.00","$65.50","$100.00","$43.70","$44.70","$77.00","$75.00","$0.00","$95.00","$85.00","$80.00","$80.00","$0.00","$62.00","$0.00","$0.00","$0.00","$0.00","$71.60","$67.30","$80.00","$0.00","$80.00","$90.00","$85.00","$85.00","$0.00","$0.00","$0.00"
"UNC Hospital","HC XE133 GAS DX PER 10MCI","A9558","$146.00","$55.41","$146.00","$0.00","$0.00","$0.00","$99.65","$0.00","$55.41","$77.44","$87.60","$95.63","$146.00","$63.80","$65.26","$112.42","$109.50","$0.00","$138.70","$124.10","$116.80","$116.80","$0.00","$90.52","$0.00","$0.00","$0.00","$0.00","$104.54","$98.26","$116.80","$0.00","$116.80","$131.40","$124.10","$124.10","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M  AEROSOL DX PSD UP TO 75MCI","A9567","$740.00","$280.83","$740.00","$0.00","$0.00","$0.00","$505.05","$0.00","$280.83","$392.50","$444.00","$484.70","$740.00","$323.38","$330.78","$569.80","$555.00","$0.00","$703.00","$629.00","$592.00","$592.00","$0.00","$458.80","$0.00","$0.00","$0.00","$0.00","$529.84","$498.02","$592.00","$0.00","$592.00","$666.00","$629.00","$629.00","$0.00","$0.00","$0.00"
"UNC Hospital","HC IN111 PENTETRE PENTETREOTIDE DX PSD UP TO 6MCI","A9572","$3,518.00","$1,335.08","$3,518.00","$0.00","$0.00","$0.00","$2,401.04","$0.00","$1,335.08","$1,865.95","$2,110.80","$2,304.29","$3,518.00","$1,537.37","$1,572.55","$2,708.86","$2,638.50","$0.00","$3,342.10","$2,990.30","$2,814.40","$2,814.40","$0.00","$2,181.16","$0.00","$0.00","$0.00","$0.00","$2,518.89","$2,367.61","$2,814.40","$0.00","$2,814.40","$3,166.20","$2,990.30","$2,990.30","$0.00","$0.00","$0.00"
"UNC Hospital","HC I123 IOBENGUANE DX PSD UP TO 15MCI","A9582","$4,448.00","$1,688.02","$4,448.00","$2,446.40","$0.00","$0.00","$3,035.76","$0.00","$1,688.02","$2,359.22","$2,668.80","$2,913.44","$4,448.00","$1,943.78","$1,988.26","$3,424.96","$3,336.00","$0.00","$4,225.60","$3,780.80","$3,558.40","$3,558.40","$0.00","$2,757.76","$0.00","$0.00","$0.00","$0.00","$3,184.77","$2,993.50","$3,558.40","$0.00","$3,558.40","$4,003.20","$3,780.80","$3,780.80","$0.00","$0.00","$0.00"
"UNC Hospital","HC NM RADIOPHARM TX ORAL ADM","79005","$2,154.00","$128.56","$2,154.00","$128.56","$238.01","$233.34","$1,470.11","$233.34","$817.44","$1,142.48","$1,292.40","$1,410.87","$2,154.00","$941.30","$962.84","$1,658.58","$1,615.50","$238.01","$2,046.30","$1,830.90","$1,723.20","$1,723.20","$0.00","$1,335.48","$233.34","$245.01","$245.01","$0.00","$1,542.26","$1,449.64","$1,723.20","$0.00","$1,723.20","$1,938.60","$1,830.90","$1,830.90","$226.34","$1,135.00","$234.51"
"UNC Hospital","HC NM RADIOPHARM TX IV ADM","79101","$1,821.00","$126.97","$1,821.00","$126.97","$238.01","$233.34","$1,242.83","$233.34","$691.07","$965.86","$1,092.60","$1,192.76","$1,821.00","$795.78","$813.99","$1,402.17","$1,365.75","$238.01","$1,729.95","$1,547.85","$1,456.80","$1,456.80","$0.00","$1,129.02","$233.34","$245.01","$245.01","$0.00","$1,303.84","$1,225.53","$1,456.80","$0.00","$1,456.80","$1,638.90","$1,547.85","$1,547.85","$226.34","$1,135.00","$234.51"
"UNC Hospital","HC NM IV RADPHARM MONOCLONAL ANTI","79403","$2,380.00","$903.21","$2,380.00","$1,642.20","$0.00","$0.00","$1,624.35","$0.00","$903.21","$1,262.35","$1,428.00","$1,558.90","$2,380.00","$1,040.06","$1,063.86","$1,832.60","$1,785.00","$0.00","$2,261.00","$2,023.00","$1,904.00","$1,904.00","$0.00","$1,475.60","$0.00","$0.00","$0.00","$0.00","$1,704.08","$1,601.74","$1,904.00","$0.00","$1,904.00","$2,142.00","$2,023.00","$2,023.00","$0.00","$1,135.00","$0.00"
"UNC Hospital","HC NM IRADIOPHARM TX INTRA ARTICULAR THERAPY","79440","$539.00","$204.55","$539.00","$371.91","$238.01","$233.34","$367.87","$233.34","$204.55","$285.89","$323.40","$353.05","$539.00","$235.54","$240.93","$415.03","$404.25","$238.01","$512.05","$458.15","$431.20","$431.20","$0.00","$512.05","$233.34","$245.01","$245.01","$0.00","$385.92","$362.75","$431.20","$0.00","$431.20","$485.10","$458.15","$458.15","$226.34","$539.00","$234.51"
"UNC Hospital","HC NM RADIOPHARM TX INTRA ARTERIA","79445","$1,489.00","$226.34","$1,489.00","$1,027.41","$238.01","$233.34","$1,016.24","$233.34","$565.08","$789.77","$893.40","$975.30","$1,489.00","$650.69","$665.58","$1,146.53","$1,116.75","$238.01","$1,414.55","$1,265.65","$1,191.20","$1,191.20","$0.00","$923.18","$233.34","$245.01","$245.01","$0.00","$1,066.12","$1,002.10","$1,191.20","$0.00","$1,191.20","$1,340.10","$1,265.65","$1,265.65","$226.34","$1,135.00","$234.51"
"UNC Hospital","HC Y90 IBRITUMOMAB TIUXETAN TX PTD UP TO 40MCI","A9543","$59,074.00","$22,418.58","$59,074.00","$32,490.70","$0.00","$0.00","$40,318.01","$0.00","$22,418.58","$31,332.85","$35,444.40","$38,693.47","$59,074.00","$25,815.34","$26,406.08","$45,486.98","$44,305.50","$0.00","$56,120.30","$50,212.90","$47,259.20","$47,259.20","$0.00","$36,625.88","$0.00","$0.00","$0.00","$0.00","$42,296.98","$39,756.80","$47,259.20","$0.00","$47,259.20","$53,166.60","$50,212.90","$50,212.90","$0.00","$59,074.00","$0.00"
"UNC Hospital","HC SM153 LEXIDRONAM TX PTD UP TO 150MCI","A9604","$12,707.00","$4,822.31","$17,605.05","$6,988.85","$17,605.05","$17,259.85","$8,672.53","$17,259.85","$4,822.31","$6,739.79","$7,624.20","$8,323.09","$12,707.00","$5,552.96","$5,680.03","$9,784.39","$9,530.25","$17,605.05","$12,071.65","$10,800.95","$10,165.60","$10,165.60","$0.00","$7,878.34","$17,259.85","$12,707.00","$0.00","$0.00","$9,098.21","$8,551.81","$10,165.60","$0.00","$10,165.60","$11,436.30","$10,800.95","$10,800.95","$12,707.00","$12,707.00","$12,707.00"
"UNC Hospital","HC TC99M SULFUR COLLOID DX PSD UP TO 20MCI","A9541","$229.00","$86.91","$229.00","$0.00","$0.00","$0.00","$156.29","$0.00","$86.91","$121.46","$137.40","$150.00","$229.00","$100.07","$102.36","$176.33","$171.75","$0.00","$217.55","$194.65","$183.20","$183.20","$0.00","$141.98","$0.00","$0.00","$0.00","$0.00","$163.96","$154.12","$183.20","$0.00","$183.20","$206.10","$194.65","$194.65","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M EXAMETAZINE DX PSD UP TO 25MCI","A9521","$4,245.00","$1,610.98","$4,245.00","$2,334.75","$0.00","$0.00","$2,897.21","$0.00","$1,610.98","$2,251.55","$2,547.00","$2,780.48","$4,245.00","$1,855.07","$1,897.52","$3,268.65","$3,183.75","$0.00","$4,032.75","$3,608.25","$3,396.00","$3,396.00","$0.00","$2,631.90","$0.00","$0.00","$0.00","$0.00","$3,039.42","$2,856.89","$3,396.00","$0.00","$3,396.00","$3,820.50","$3,608.25","$3,608.25","$0.00","$0.00","$0.00"
"UNC Hospital","HC F18FDG DX PSD UP TO 45MCI","A9552","$1,530.00","$580.64","$1,530.00","$0.00","$0.00","$0.00","$1,044.23","$0.00","$580.64","$811.51","$918.00","$1,002.15","$1,530.00","$668.61","$683.91","$1,178.10","$1,147.50","$0.00","$1,453.50","$1,300.50","$1,224.00","$1,224.00","$0.00","$948.60","$0.00","$0.00","$0.00","$0.00","$1,095.48","$1,029.69","$1,224.00","$0.00","$1,224.00","$1,377.00","$1,300.50","$1,300.50","$0.00","$0.00","$0.00"
"UNC Hospital","HC I123 SODIUM IODIDE  DX PER 100MICRO UP TO 999MICRO","A9516","$55.00","$20.87","$55.00","$0.00","$0.00","$0.00","$37.54","$0.00","$20.87","$29.17","$33.00","$36.03","$55.00","$24.04","$24.59","$42.35","$41.25","$0.00","$52.25","$46.75","$44.00","$44.00","$0.00","$34.10","$0.00","$0.00","$0.00","$0.00","$39.38","$37.02","$44.00","$0.00","$44.00","$49.50","$46.75","$46.75","$0.00","$0.00","$0.00"
"UNC Hospital","HC I-123 SOD IODIDE DX PER MCI","A9509","$363.00","$137.76","$363.00","$0.00","$0.00","$0.00","$247.75","$0.00","$137.76","$192.54","$217.80","$237.77","$363.00","$158.63","$162.26","$279.51","$272.25","$0.00","$344.85","$308.55","$290.40","$290.40","$0.00","$225.06","$0.00","$0.00","$0.00","$0.00","$259.91","$244.30","$290.40","$0.00","$290.40","$326.70","$308.55","$308.55","$0.00","$0.00","$0.00"
"UNC Hospital","HC IODINE I-131 SODIUM IODIDE CAPSULE DX PER MCI","A9528","$42.00","$15.94","$42.00","$0.00","$0.00","$0.00","$28.67","$0.00","$15.94","$22.28","$25.20","$27.51","$42.00","$18.35","$18.77","$32.34","$31.50","$0.00","$39.90","$35.70","$33.60","$33.60","$0.00","$26.04","$0.00","$0.00","$0.00","$0.00","$30.07","$28.27","$33.60","$0.00","$33.60","$37.80","$35.70","$35.70","$0.00","$0.00","$0.00"
"UNC Hospital","HC I131 SODIUM IODIDE DX PER MICRO UP TO 100UCI","A9531","$108.00","$40.99","$108.00","$0.00","$0.00","$0.00","$73.71","$0.00","$40.99","$57.28","$64.80","$70.74","$108.00","$47.20","$48.28","$83.16","$81.00","$0.00","$102.60","$91.80","$86.40","$86.40","$0.00","$66.96","$0.00","$0.00","$0.00","$0.00","$77.33","$72.68","$86.40","$0.00","$86.40","$97.20","$91.80","$91.80","$0.00","$0.00","$0.00"
"UNC Hospital","HC IN111 AUTO WBC DX PSD","A9570","$1,980.00","$751.41","$1,980.00","$0.00","$0.00","$0.00","$1,351.35","$0.00","$751.41","$1,050.19","$1,188.00","$1,296.90","$1,980.00","$865.26","$885.06","$1,524.60","$1,485.00","$0.00","$1,881.00","$1,683.00","$1,584.00","$1,584.00","$0.00","$1,227.60","$0.00","$0.00","$0.00","$0.00","$1,417.68","$1,332.54","$1,584.00","$0.00","$1,584.00","$1,782.00","$1,683.00","$1,683.00","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M PERTECHNETATE DX PER MCI","A9512","$26.00","$9.87","$26.00","$0.00","$0.00","$0.00","$17.75","$0.00","$9.87","$13.79","$15.60","$17.03","$26.00","$11.36","$11.62","$20.02","$19.50","$0.00","$24.70","$22.10","$20.80","$20.80","$0.00","$16.12","$0.00","$0.00","$0.00","$0.00","$18.62","$17.50","$20.80","$0.00","$20.80","$23.40","$22.10","$22.10","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M MERTIATIDE DX PSD UP TO 15MCI","A9562","$900.00","$341.55","$900.00","$0.00","$0.00","$0.00","$614.25","$0.00","$341.55","$477.36","$540.00","$589.50","$900.00","$393.30","$402.30","$693.00","$675.00","$0.00","$855.00","$765.00","$720.00","$720.00","$0.00","$558.00","$0.00","$0.00","$0.00","$0.00","$644.40","$605.70","$720.00","$0.00","$720.00","$810.00","$765.00","$765.00","$0.00","$0.00","$0.00"
"UNC Hospital","HC TL201 THALLOUS CHLORIDE DX PER MCI","A9505","$133.00","$50.47","$133.00","$0.00","$0.00","$0.00","$90.77","$0.00","$50.47","$70.54","$79.80","$87.12","$133.00","$58.12","$59.45","$102.41","$99.75","$0.00","$126.35","$113.05","$106.40","$106.40","$0.00","$82.46","$0.00","$0.00","$0.00","$0.00","$95.23","$89.51","$106.40","$0.00","$106.40","$119.70","$113.05","$113.05","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M MEDRONATE DX PSD UP TO 30MCI","A9503","$110.00","$41.75","$110.00","$0.00","$0.00","$0.00","$75.08","$0.00","$41.75","$58.34","$66.00","$72.05","$110.00","$48.07","$49.17","$84.70","$82.50","$0.00","$104.50","$93.50","$88.00","$88.00","$0.00","$68.20","$0.00","$0.00","$0.00","$0.00","$78.76","$74.03","$88.00","$0.00","$88.00","$99.00","$93.50","$93.50","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M SESTAMIBI DX PSD","A9500","$507.00","$192.41","$507.00","$0.00","$0.00","$0.00","$346.03","$0.00","$192.41","$268.91","$304.20","$332.09","$507.00","$221.56","$226.63","$390.39","$380.25","$0.00","$481.65","$430.95","$405.60","$405.60","$0.00","$314.34","$0.00","$0.00","$0.00","$0.00","$363.01","$341.21","$405.60","$0.00","$405.60","$456.30","$430.95","$430.95","$0.00","$0.00","$0.00"
