Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Aetna NC Preferred,BCBS,Cash Discount,Cigna,Cigna Wayne Alliance,First Health,Humana Medciare Advantage,Liberty Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Wayne Memorial Hospital","HC PLACE NEPHROSTOMY CATH INCL NEPHRO/URETEROGRAM W/P IMG SI","50432","$3,117.00","$1,641.98","$2,876.99","$2,876.99","$1,741.26","$2,493.60","$2,387.93","$1,870.20","$2,627.63","$0.00","$2,742.96","$1,728.40","$1,814.81","$2,587.11","$1,641.98","$2,381.39","$1,741.26","$1,678.40"
"Wayne Memorial Hospital","HC PLACE NEPHROURETERAL CATH NEW ACCESS INCL NEPHRO/URETEROGRAM W/P IMG SI","50433","$1,690.00","$1,267.50","$3,115.27","$1,559.87","$2,966.92","$1,352.00","$1,294.71","$1,014.00","$1,424.67","$0.00","$1,487.20","$2,966.92","$3,115.27","$1,402.70","$1,267.50","$1,291.16","$2,966.92","$3,026.26"
"Wayne Memorial Hospital","HC CONVERT NEPROSTOMY CATH TO NEPHROURETERAL CATH VIA EXISTG NEPH TRACT","50434","$717.00","$537.75","$1,828.32","$661.79","$1,741.26","$573.60","$549.29","$430.20","$604.43","$0.00","$630.96","$1,741.26","$1,828.32","$595.11","$537.75","$547.79","$1,741.26","$1,776.08"
"Wayne Memorial Hospital","HC EXCHANGE NEPHROSTOMY CATH INCL NEPH/URETEROGRAM W/P IMG SI","50435","$128.00","$96.00","$1,830.31","$118.14","$1,794.42","$102.40","$98.06","$76.80","$107.90","$0.00","$112.64","$1,794.42","$0.00","$106.24","$96.00","$97.79","$1,794.42","$1,830.31"
"Wayne Memorial Hospital","HC PLACE URETERAL STENT NEW ACCESS W/ SEP NEPHRO CATH INCL NEPH/URETEROGRAM W/P IMG SI","50695","$5,854.00","$2,778.66","$5,403.24","$5,403.24","$2,924.90","$4,683.20","$4,484.75","$3,512.40","$4,934.92","$0.00","$5,151.52","$2,924.90","$3,071.15","$4,858.82","$2,778.66","$4,472.46","$2,924.90","$2,983.40"
"Wayne Memorial Hospital","HC BALLOON DILATION URETERAL STRICTURE INCL IMG SI","50706","$792.00","$605.09","$731.02","$731.02","$0.00","$633.60","$606.75","$475.20","$667.66","$0.00","$696.96","$0.00","$0.00","$657.36","$0.00","$605.09","$0.00","$0.00"
"Wayne Memorial Hospital","HC BIOPSY SALIVARY GLAND","42400","$805.00","$566.60","$743.02","$743.02","$599.58","$644.00","$616.71","$483.00","$678.62","$0.00","$708.40","$599.58","$629.56","$668.15","$569.60","$615.02","$566.60","$611.57"
"Wayne Memorial Hospital","HC TRANS BALLOON ANGIO CENTRAL DIALYSIS SEGMENT","36907","$9,052.00","$6,915.73","$8,355.00","$8,355.00","$0.00","$7,241.60","$6,934.74","$5,431.20","$7,630.84","$0.00","$7,965.76","$0.00","$0.00","$7,513.16","$0.00","$6,915.73","$0.00","$0.00"
"Wayne Memorial Hospital","HC TRANS BALLOON ANGIO EXCEPT LE PULMONARY, CORONARY, INTRACRANIAL DIALYSIS INITIAL ARTERY","37246","$8,682.00","$4,625.74","$8,013.49","$8,013.49","$4,869.20","$6,945.60","$6,064.38","$5,209.20","$7,318.93","$0.00","$7,640.16","$4,869.20","$5,112.66","$7,206.06","$4,625.74","$6,633.05","$4,869.20","$4,966.58"
"Wayne Memorial Hospital","HC TRANS BALLOON ANGIO EXCEPT LE PULMONARY, CORONARY, INTRACRANIAL DIALYSIS EA ADDTL ARTERY","37247","$2,518.00","$1,923.75","$2,324.11","$2,324.11","$0.00","$2,014.40","$1,929.04","$1,510.80","$2,122.67","$0.00","$2,215.84","$0.00","$0.00","$2,089.94","$0.00","$1,923.75","$0.00","$0.00"
"Wayne Memorial Hospital","HC TRANS BALLOON ANGIO EXCEPT DIALYSIS CIRCUIT , INITIAL VEIN","37248","$8,161.00","$4,625.74","$7,532.60","$7,532.60","$4,869.20","$6,528.80","$6,252.14","$4,896.60","$6,879.72","$0.00","$7,181.68","$4,869.20","$5,112.66","$6,773.63","$4,625.74","$6,235.00","$4,833.23","$4,966.58"
"Wayne Memorial Hospital","HC TRANS BALLOON ANGIO EXCEPT DIALYSIS CIRCUIT , EACH ADDTL VEIN","37249","$8,161.00","$6,235.00","$7,532.60","$7,532.60","$0.00","$6,528.80","$6,252.14","$4,896.60","$6,879.72","$0.00","$7,181.68","$0.00","$0.00","$6,773.63","$0.00","$6,235.00","$0.00","$0.00"
"Wayne Memorial Hospital","HC STENT(S) PLACEMENT CENTRAL DIALYSIS SEGMENT","36908","$11,285.00","$8,621.74","$10,416.06","$10,416.06","$0.00","$9,028.00","$8,645.44","$6,771.00","$9,513.26","$0.00","$9,930.80","$0.00","$0.00","$9,366.55","$0.00","$8,621.74","$0.00","$0.00"
"Wayne Memorial Hospital","HC DIALYSIS CIRCUIT EMBOLIZATION OR OCCLUSION","36909","$950.00","$725.80","$876.85","$876.85","$0.00","$760.00","$727.80","$570.00","$800.85","$0.00","$836.00","$0.00","$0.00","$788.50","$0.00","$725.80","$0.00","$0.00"
"Wayne Memorial Hospital","HC CVW INS PICC WO SQ PORT PUMP>5YRS W/O IMAGING GUIDANCE","36569","$1,151.00","$863.25","$1,685.23","$1,062.37","$1,652.19","$920.80","$914.47","$690.60","$970.29","$0.00","$1,012.88","$1,652.19","$0.00","$955.33","$863.25","$879.36","$1,652.19","$1,685.23"
"Wayne Memorial Hospital","HC PERC BX MUSCLE SUPERFICIAL","20200","$1,418.00","$1,083.35","$1,308.81","$1,308.81","$0.00","$1,134.40","$1,086.33","$850.80","$1,195.37","$0.00","$1,247.84","$0.00","$0.00","$1,176.94","$0.00","$1,083.35","$0.00","$0.00"
"Wayne Memorial Hospital","HC PERC BX MUSCLE DEEP","20205","$1,418.00","$1,083.35","$1,308.81","$1,308.81","$0.00","$1,134.40","$1,086.33","$850.80","$1,195.37","$0.00","$1,247.84","$0.00","$0.00","$1,176.94","$0.00","$1,083.35","$0.00","$0.00"
"Wayne Memorial Hospital","HC SHOULDER DEEP BX","23066","$2,148.00","$1,641.07","$1,982.60","$1,982.60","$0.00","$1,718.40","$1,645.58","$1,288.80","$1,810.76","$0.00","$1,890.24","$0.00","$0.00","$1,782.84","$0.00","$1,641.07","$0.00","$0.00"
"Wayne Memorial Hospital","HC THIGH SUPERFICIAL BX","27323","$793.00","$605.85","$731.94","$731.94","$0.00","$634.40","$607.52","$475.80","$668.50","$0.00","$697.84","$0.00","$0.00","$658.19","$0.00","$605.85","$0.00","$0.00"
"Wayne Memorial Hospital","HC THIGH DEEP SUPERFICIAL INTRAMU","27324","$2,148.00","$1,641.07","$1,982.60","$1,982.60","$0.00","$1,718.40","$1,645.58","$1,288.80","$1,810.76","$0.00","$1,890.24","$0.00","$0.00","$1,782.84","$0.00","$1,641.07","$0.00","$0.00"
"Wayne Memorial Hospital","HC RU TRACH EMERG CRICOTHYROID","31605","$824.00","$629.54","$760.55","$760.55","$0.00","$659.20","$654.67","$494.40","$694.63","$0.00","$725.12","$0.00","$0.00","$683.92","$0.00","$629.54","$0.00","$0.00"
"Wayne Memorial Hospital","HC INSERT TUN CEN VEN W PUMP","36563","$3,359.00","$2,566.28","$3,100.36","$3,100.36","$0.00","$2,687.20","$2,573.33","$2,015.40","$2,831.64","$0.00","$2,955.92","$0.00","$0.00","$2,787.97","$0.00","$2,566.28","$0.00","$0.00"
"Wayne Memorial Hospital","HC INSERT TUN CEN CATH W O POR","36565","$3,105.00","$2,372.22","$2,865.92","$2,865.92","$0.00","$2,484.00","$2,378.74","$1,863.00","$2,617.52","$0.00","$2,732.40","$0.00","$0.00","$2,577.15","$0.00","$2,372.22","$0.00","$0.00"
"Wayne Memorial Hospital","HC INSERT TUN CENT CATH W PORT","36566","$2,904.00","$2,218.66","$2,680.39","$2,680.39","$0.00","$2,323.20","$2,224.75","$1,742.40","$2,448.07","$0.00","$2,555.52","$0.00","$0.00","$2,410.32","$0.00","$2,218.66","$0.00","$0.00"
"Wayne Memorial Hospital","HC INSERT PICC W/ SUB-Q PORT <5 Y/O","36570","$3,803.00","$2,905.49","$3,510.17","$3,510.17","$0.00","$3,042.40","$2,913.48","$2,281.80","$3,205.93","$0.00","$3,346.64","$0.00","$0.00","$3,156.49","$0.00","$2,905.49","$0.00","$0.00"
"Wayne Memorial Hospital","HC MANOMETRY THRU INDWELLING CATH","50396","$261.00","$199.40","$240.90","$240.90","$0.00","$208.80","$199.95","$156.60","$220.02","$0.00","$229.68","$0.00","$0.00","$216.63","$0.00","$199.40","$0.00","$0.00"
"Wayne Memorial Hospital","HC MANOMETRIC STUDY THRU URETER","50686","$98.00","$74.87","$90.45","$90.45","$0.00","$78.40","$75.08","$58.80","$82.61","$0.00","$86.24","$0.00","$0.00","$81.34","$0.00","$74.87","$0.00","$0.00"
"Wayne Memorial Hospital","HC OVARIAN BX ABD DRAINAGE","58822","$881.00","$673.08","$813.16","$813.16","$0.00","$704.80","$674.93","$528.60","$742.68","$0.00","$775.28","$0.00","$0.00","$731.23","$0.00","$673.08","$0.00","$0.00"
"Wayne Memorial Hospital","HC PERC RENAL PELVIS DRAIN","74775","$322.00","$246.01","$297.21","$297.21","$0.00","$257.60","$254.38","$193.20","$271.45","$0.00","$283.36","$0.00","$0.00","$267.26","$0.00","$246.01","$0.00","$0.00"
"Wayne Memorial Hospital","HC PLASMA VOLUME","78110","$856.00","$653.98","$790.09","$790.09","$0.00","$684.80","$715.27","$513.60","$721.61","$0.00","$753.28","$0.00","$0.00","$710.48","$0.00","$653.98","$0.00","$0.00"
"Wayne Memorial Hospital","HC RED CELL VOLUME","78121","$856.00","$653.98","$790.09","$790.09","$0.00","$684.80","$715.27","$513.60","$721.61","$0.00","$753.28","$0.00","$0.00","$710.48","$0.00","$653.98","$0.00","$0.00"
"Wayne Memorial Hospital","HC MUGA RESTING - SINGLE STUDY","78473","$2,565.00","$1,959.66","$2,367.50","$2,367.50","$0.00","$2,052.00","$2,143.31","$1,539.00","$2,162.30","$0.00","$2,257.20","$0.00","$0.00","$2,128.95","$0.00","$1,959.66","$0.00","$0.00"
"Wayne Memorial Hospital","HC INTRACAVITARY RAD COLLOID P-32","79200","$361.00","$275.80","$333.20","$333.20","$0.00","$288.80","$301.65","$216.60","$304.32","$0.00","$317.68","$0.00","$0.00","$299.63","$0.00","$275.80","$0.00","$0.00"
"Wayne Memorial Hospital","HC INDICATOR DILUTN +CARD OUT MEASURE","93561","$114.00","$79.63","$105.22","$105.22","$0.00","$91.20","$79.63","$68.40","$96.10","$0.00","$100.32","$0.00","$0.00","$94.62","$0.00","$87.10","$0.00","$0.00"
"Wayne Memorial Hospital","HC IONM REMOTE/NEARBY/>1 PATIENT IN OR PER HOUR","95941","$276.00","$208.38","$254.75","$254.75","$0.00","$220.80","$208.38","$165.60","$232.67","$0.00","$242.88","$0.00","$0.00","$229.08","$0.00","$210.86","$0.00","$0.00"
"Wayne Memorial Hospital","HC INJ PROC FOR CONTRAST KNEE ARTHRO OR CONTRAST ENHANCED CT/MRI KNEE ARTHRO","27369","$242.00","$184.89","$223.37","$223.37","$0.00","$193.60","$185.40","$145.20","$204.01","$0.00","$212.96","$0.00","$0.00","$200.86","$0.00","$184.89","$0.00","$0.00"
"Wayne Memorial Hospital","HC REPLACEMENT OF G-TUBE PERC INCL REMOVAL W/O IMAGE OR ENDO GUIDANCE, W/ REV OF G-TRACT","43763","$897.00","$685.31","$827.93","$827.93","$0.00","$717.60","$687.19","$538.20","$756.17","$0.00","$789.36","$0.00","$0.00","$744.51","$0.00","$685.31","$0.00","$0.00"
"Wayne Memorial Hospital","HC MYELOGRAPHY 2OR> REGIONS (L/T, C/T, L/C, L/T/C)","62305","$2,864.00","$631.02","$2,643.47","$2,643.47","$664.24","$2,291.20","$2,194.11","$1,718.40","$2,414.35","$0.00","$2,520.32","$664.24","$697.45","$2,377.12","$631.02","$2,188.10","$659.70","$677.52"
"Wayne Memorial Hospital","HC DIAGNOSTIC MAMMO WITH CAD UNILATERAL","77065","$380.00","$83.99","$350.74","$350.74","$87.87","$304.00","$260.87","$228.00","$320.34","$0.00","$334.40","$87.87","$0.00","$315.40","$83.99","$290.32","$87.49","$89.24"
"Wayne Memorial Hospital","HC DIAGNOSTIC MAMMO W/ CAD BILATERAL","77066","$494.00","$107.50","$455.96","$455.96","$112.04","$395.20","$339.13","$296.40","$416.44","$0.00","$434.72","$112.04","$0.00","$410.02","$107.50","$377.42","$111.98","$114.22"
"Wayne Memorial Hospital","HC SCREENING MAMMO 2 VIEW STUDY EACH BREAST BIL W/ CAD","77067","$322.00","$88.82","$297.21","$297.21","$92.91","$257.60","$220.18","$193.20","$271.45","$0.00","$283.36","$92.91","$0.00","$267.26","$88.82","$246.01","$92.52","$94.37"
"Wayne Memorial Hospital","HC SCREENING MAMMO 2 VIEW STUDY EACH BREAST BIL W/O CAD","77067","$332.00","$88.82","$306.44","$306.44","$92.91","$265.60","$227.02","$199.20","$279.88","$0.00","$292.16","$92.91","$0.00","$275.56","$88.82","$253.65","$92.52","$94.37"
"Wayne Memorial Hospital","HC DIAGNOSTIC MAMMO W/O CAD UNILATERAL","77065","$390.00","$83.99","$359.97","$359.97","$87.87","$312.00","$267.74","$234.00","$328.77","$0.00","$343.20","$87.87","$0.00","$323.70","$83.99","$297.96","$87.49","$89.24"
"Wayne Memorial Hospital","HC MAMMO DIAGNOSTIC W/O CAD BILATERAL","77066","$499.00","$107.50","$460.58","$460.58","$112.04","$399.20","$342.56","$299.40","$420.66","$0.00","$439.12","$112.04","$0.00","$414.17","$107.50","$381.24","$111.98","$114.22"
"Wayne Memorial Hospital","HC METAL CHECK FOR MRI","76499","$99.00","$74.75","$91.38","$91.38","$0.00","$79.20","$74.75","$59.40","$83.46","$0.00","$87.12","$0.00","$0.00","$82.17","$0.00","$75.64","$0.00","$0.00"
"Wayne Memorial Hospital","HC US HEAD ECHOENCEPHALOGRAPHY","76506","$460.00","$107.85","$424.58","$424.58","$113.53","$368.00","$341.55","$276.00","$387.78","$0.00","$404.80","$113.53","$0.00","$381.80","$107.85","$351.44","$113.53","$115.80"
"Wayne Memorial Hospital","HC US SOFT TISSUES HEAD & NECK","76536","$884.00","$107.85","$815.93","$815.93","$113.53","$707.20","$656.37","$530.40","$745.21","$0.00","$777.92","$113.53","$0.00","$733.72","$107.85","$675.38","$113.53","$115.80"
"Wayne Memorial Hospital","HC US CHEST","76604","$371.00","$98.90","$342.43","$342.43","$108.60","$296.80","$275.47","$222.60","$312.75","$0.00","$326.48","$110.16","$109.31","$307.93","$98.90","$283.44","$110.16","$106.19"
"Wayne Memorial Hospital","HC US ABDOMINAL COMPLETE","76700","$1,505.00","$77.47","$1,389.12","$1,389.12","$77.47","$1,204.00","$1,117.46","$903.00","$1,268.72","$0.00","$1,324.40","$77.47","$81.34","$1,249.15","$104.66","$1,149.82","$77.47","$112.37"
"Wayne Memorial Hospital","HC US ABDOMINAL LIMITED","76705","$1,254.00","$107.85","$1,157.44","$1,157.44","$113.53","$1,003.20","$931.10","$752.40","$1,057.12","$0.00","$1,103.52","$113.53","$0.00","$1,040.82","$107.85","$958.06","$113.53","$115.80"
"Wayne Memorial Hospital","HC US RETROPERITONEAL COMPLETE","76770","$1,572.00","$72.10","$1,450.96","$1,450.96","$72.10","$1,257.60","$1,167.21","$943.20","$1,325.20","$0.00","$1,383.36","$72.10","$115.67","$1,304.76","$104.66","$1,201.01","$72.10","$112.37"
"Wayne Memorial Hospital","HC US RETROPERITONEAL LTD","76775","$802.00","$107.85","$740.25","$740.25","$113.53","$641.60","$595.49","$481.20","$676.09","$0.00","$705.76","$113.53","$0.00","$665.66","$107.85","$612.73","$113.53","$115.80"
"Wayne Memorial Hospital","HC US DPLR TRANSPLANT RENAL","76776","$706.00","$100.70","$651.64","$651.64","$106.00","$564.80","$524.21","$423.60","$595.16","$0.00","$621.28","$110.16","$0.00","$585.98","$100.70","$539.38","$110.16","$108.12"
"Wayne Memorial Hospital","HC US SPINAL CANAL + CONTENTS","76800","$312.00","$98.76","$287.98","$287.98","$103.96","$249.60","$231.66","$187.20","$263.02","$0.00","$274.56","$103.96","$109.15","$258.96","$98.76","$238.37","$103.96","$106.04"
"Wayne Memorial Hospital","HC US PREG UTERUS <14 WKS SINGLE OR 1 GEST","76801","$837.00","$107.85","$772.55","$772.55","$113.53","$669.60","$621.47","$502.20","$705.59","$0.00","$736.56","$113.53","$0.00","$694.71","$107.85","$639.47","$113.53","$115.80"
"Wayne Memorial Hospital","HC US OB >14 TRANSABD SINGLE OR 1ST GEST","76805","$962.00","$98.76","$887.93","$887.93","$103.96","$769.60","$714.29","$577.20","$810.97","$0.00","$846.56","$103.96","$109.15","$798.46","$98.76","$734.97","$103.96","$106.04"
"Wayne Memorial Hospital","HC US OB >14 TRANSABD EA ADD GEST","76810","$635.00","$471.49","$586.11","$586.11","$0.00","$508.00","$471.49","$381.00","$535.31","$0.00","$558.80","$0.00","$0.00","$527.05","$0.00","$485.14","$0.00","$0.00"
"Wayne Memorial Hospital","HC US PREG UTERUS LIMITED 1 OR MORE","76815","$767.00","$104.66","$707.94","$707.94","$110.16","$613.60","$569.50","$460.20","$646.58","$0.00","$674.96","$110.16","$115.67","$636.61","$104.66","$585.99","$110.16","$112.37"
"Wayne Memorial Hospital","HC US TRANSVAGINAL PREG UTERUS","76817","$882.00","$107.85","$814.09","$814.09","$113.53","$705.60","$654.89","$529.20","$743.53","$0.00","$776.16","$113.53","$0.00","$732.06","$107.85","$673.85","$113.53","$115.80"
"Wayne Memorial Hospital","HC US PELVIC NONOBS COMPLETE","76856","$1,086.00","$107.85","$1,002.38","$1,002.38","$113.53","$868.80","$806.36","$651.60","$915.50","$0.00","$955.68","$113.53","$0.00","$901.38","$107.85","$829.70","$113.53","$115.80"
"Wayne Memorial Hospital","HC US PELVIC NONOB LTD","76857","$738.00","$98.90","$681.17","$681.17","$104.10","$590.40","$547.97","$442.80","$622.13","$0.00","$649.44","$104.10","$109.31","$612.54","$98.90","$563.83","$104.10","$112.37"
"Wayne Memorial Hospital","HC US SCROTUM & CONTENTS","76870","$959.00","$107.85","$885.16","$885.16","$113.53","$767.20","$712.06","$575.40","$808.44","$0.00","$843.92","$113.53","$0.00","$795.97","$107.85","$732.68","$113.53","$115.80"
"Wayne Memorial Hospital","HC US EXTREMITY NV W IMAGE LTD","76882","$495.00","$107.85","$456.89","$456.89","$113.53","$396.00","$367.54","$297.00","$417.29","$0.00","$435.60","$113.53","$0.00","$410.85","$107.85","$378.18","$113.53","$115.80"
"Wayne Memorial Hospital","HC US INFANT HIPS W IMAGING W MANIP","76885","$275.00","$76.80","$253.83","$253.83","$80.84","$220.00","$204.19","$165.00","$231.83","$0.00","$242.00","$80.84","$0.00","$228.25","$76.80","$210.10","$80.84","$82.46"
"Wayne Memorial Hospital","HC S&I US GUIDANCE NEEDLE PLACEMENT","76942","$1,022.00","$758.84","$943.31","$943.31","$0.00","$817.60","$758.84","$613.20","$861.55","$0.00","$899.36","$0.00","$0.00","$848.26","$0.00","$780.81","$0.00","$0.00"
"Wayne Memorial Hospital","HC US TRANSVAGINAL NONOBS COMP","76830","$1,102.00","$107.85","$1,017.15","$1,017.15","$113.53","$881.60","$818.24","$661.20","$928.99","$0.00","$969.76","$113.53","$0.00","$914.66","$107.85","$841.93","$113.53","$115.80"
"Wayne Memorial Hospital","HC US BREAST UNILATERAL LIMITED","76642","$378.00","$76.80","$348.89","$348.89","$80.84","$302.40","$280.67","$226.80","$318.65","$0.00","$332.64","$80.84","$0.00","$313.74","$76.80","$288.79","$80.84","$82.46"
"Wayne Memorial Hospital","HC US BREAST UNILATERAL COMPLETE","76641","$461.00","$107.85","$425.50","$425.50","$113.53","$368.80","$342.29","$276.60","$388.62","$0.00","$405.68","$113.53","$0.00","$382.63","$107.85","$352.20","$113.53","$115.80"
"Wayne Memorial Hospital","HC US GUIDANCE FOR VASC ACCESS IV TEAM ONLY","76937","$129.00","$95.78","$119.07","$119.07","$0.00","$103.20","$95.78","$77.40","$108.75","$0.00","$113.52","$0.00","$0.00","$107.07","$0.00","$98.56","$0.00","$0.00"
"Wayne Memorial Hospital","HC MG SCREENING DIGITAL BREAST TOMO BIL","77063","$14.00","$9.57","$23.96","$12.92","$23.49","$11.20","$9.57","$8.40","$11.80","$0.00","$12.32","$14.00","$0.00","$11.62","$10.50","$10.70","$14.00","$23.96"
"Wayne Memorial Hospital","HC MG DX DIGITAL BREAST TOMO UNIL","77061","$14.00","$9.61","$24.28","$12.92","$23.49","$11.20","$9.61","$8.40","$11.80","$0.00","$12.32","$14.00","$0.00","$11.62","$10.50","$10.70","$14.00","$24.28"
"Wayne Memorial Hospital","HC MG DX DIGITAL BREAST TOMO BIL","77062","$14.00","$9.61","$24.28","$12.92","$23.49","$11.20","$9.61","$8.40","$11.80","$0.00","$12.32","$14.00","$0.00","$11.62","$10.50","$10.70","$14.00","$24.28"
"Wayne Memorial Hospital","HC PET CT SKULL TO THIGH","78815","$4,652.00","$1,388.63","$4,293.80","$4,293.80","$1,461.72","$3,721.60","$3,911.87","$2,791.20","$3,921.64","$0.00","$4,093.76","$1,461.72","$0.00","$3,861.16","$1,388.63","$3,554.13","$1,461.72","$1,490.95"
"Wayne Memorial Hospital","HC PET CT TUMOR IMAGING WHOLE BODY","78816","$4,745.00","$1,338.49","$4,379.64","$4,379.64","$1,407.94","$3,796.00","$3,990.07","$2,847.00","$4,000.04","$0.00","$4,175.60","$1,338.49","$0.00","$3,938.35","$1,388.63","$3,625.18","$1,340.40","$1,446.78"
"Wayne Memorial Hospital","HC DOPPLER ECHO COLOR FLOW MAPPING","93325","$204.00","$155.86","$188.29","$188.29","$0.00","$163.20","$170.50","$122.40","$171.97","$0.00","$179.52","$0.00","$0.00","$169.32","$0.00","$155.86","$0.00","$0.00"
"Wayne Memorial Hospital","HC ROUTINE 2D ECHO W/M MOD/CON","93307","$275.00","$206.25","$663.99","$253.83","$632.37","$220.00","$229.85","$165.00","$231.83","$0.00","$242.00","$632.37","$663.99","$228.25","$206.25","$210.10","$632.37","$645.02"
"Wayne Memorial Hospital","HC STRESS 2-D ECHO ONLY","93350","$1,425.00","$463.41","$1,315.28","$1,315.28","$487.80","$1,140.00","$1,191.02","$855.00","$1,201.28","$0.00","$1,254.00","$487.80","$0.00","$1,182.75","$463.41","$1,088.70","$487.80","$497.55"
"Wayne Memorial Hospital","HC MRI TMJ(S)","70336","$3,000.00","$217.60","$2,769.00","$2,769.00","$229.06","$2,400.00","$2,497.50","$1,800.00","$2,529.00","$0.00","$2,640.00","$229.06","$240.51","$2,490.00","$217.60","$2,292.00","$229.06","$233.64"
"Wayne Memorial Hospital","HC MRI CHEST WO CONT","71550","$1,900.00","$205.63","$1,753.70","$1,753.70","$216.46","$1,520.00","$1,581.75","$1,140.00","$1,601.70","$0.00","$1,672.00","$216.46","$227.28","$1,577.00","$205.63","$1,451.60","$216.46","$220.79"
"Wayne Memorial Hospital","HC MRI CHEST WO CONT FLD W CONT","71552","$3,000.00","$356.55","$2,769.00","$2,769.00","$375.32","$2,400.00","$2,497.50","$1,800.00","$2,529.00","$0.00","$2,640.00","$375.32","$394.09","$2,490.00","$356.55","$2,292.00","$375.32","$382.83"
"Wayne Memorial Hospital","HC MRI PELVIS W/O CONT","72195","$1,900.00","$224.25","$1,753.70","$1,753.70","$236.05","$1,520.00","$1,581.75","$1,140.00","$1,601.70","$0.00","$1,672.00","$236.05","$0.00","$1,577.00","$224.25","$1,451.60","$236.05","$240.77"
"Wayne Memorial Hospital","HC MRI PELVIS WO FLD W CONT","72197","$3,000.00","$367.44","$2,769.00","$2,769.00","$386.78","$2,400.00","$2,497.50","$1,800.00","$2,529.00","$0.00","$2,640.00","$386.78","$0.00","$2,490.00","$367.44","$2,292.00","$386.78","$394.51"
"Wayne Memorial Hospital","HC MRI UE (NOT JNT) W/O CONT","73218","$1,900.00","$224.25","$1,753.70","$1,753.70","$236.05","$1,520.00","$1,581.75","$1,140.00","$1,601.70","$0.00","$1,672.00","$236.05","$0.00","$1,577.00","$224.25","$1,451.60","$236.05","$240.77"
"Wayne Memorial Hospital","HC MRI UE (NOT JNT) WO FLD W CONT","73220","$3,000.00","$336.94","$2,769.00","$2,769.00","$375.32","$2,400.00","$2,497.50","$1,800.00","$2,529.00","$0.00","$2,640.00","$375.32","$372.41","$2,490.00","$336.94","$2,292.00","$354.17","$361.77"
"Wayne Memorial Hospital","HC MRI UE ANY JNT WO CONT","73221","$2,400.00","$224.25","$2,215.20","$2,215.20","$236.05","$1,920.00","$1,998.00","$1,440.00","$2,023.20","$0.00","$2,112.00","$236.05","$0.00","$1,992.00","$224.25","$1,833.60","$236.05","$240.77"
"Wayne Memorial Hospital","HC MRI UE ANY JNT W CONT","73222","$3,000.00","$655.13","$2,769.00","$2,769.00","$689.61","$2,400.00","$2,497.50","$1,800.00","$2,529.00","$0.00","$2,640.00","$689.61","$0.00","$2,490.00","$655.13","$2,292.00","$689.61","$703.40"
"Wayne Memorial Hospital","HC MRI UE ANY JNT WO FLD W CON","73223","$3,000.00","$367.44","$2,769.00","$2,769.00","$386.78","$2,400.00","$2,497.50","$1,800.00","$2,529.00","$0.00","$2,640.00","$386.78","$0.00","$2,490.00","$367.44","$2,292.00","$386.78","$394.51"
"Wayne Memorial Hospital","HC MRI  LE NOT JNT WO CONT","73718","$1,900.00","$224.25","$1,753.70","$1,753.70","$236.05","$1,520.00","$1,581.75","$1,140.00","$1,601.70","$0.00","$1,672.00","$236.05","$0.00","$1,577.00","$224.25","$1,451.60","$236.05","$240.77"
"Wayne Memorial Hospital","HC MRI LE (NOT JNT) W CONT","73719","$3,000.00","$356.55","$2,769.00","$2,769.00","$375.32","$2,400.00","$2,497.50","$1,800.00","$2,529.00","$0.00","$2,640.00","$375.32","$394.09","$2,490.00","$356.55","$2,292.00","$375.32","$382.83"
"Wayne Memorial Hospital","HC MRI LE (NOT JNT) WO FLD W CO","73720","$3,000.00","$367.44","$2,769.00","$2,769.00","$386.78","$2,400.00","$2,497.50","$1,800.00","$2,529.00","$0.00","$2,640.00","$386.78","$0.00","$2,490.00","$367.44","$2,292.00","$386.78","$394.51"
"Wayne Memorial Hospital","HC MRI LEG JOINT W/O CONTRAST","73721","$2,400.00","$224.25","$2,215.20","$2,215.20","$236.05","$1,920.00","$1,998.00","$1,440.00","$2,023.20","$0.00","$2,112.00","$236.05","$0.00","$1,992.00","$224.25","$1,833.60","$236.05","$240.77"
"Wayne Memorial Hospital","HC MRI LE ANY JNT W CON","73722","$3,000.00","$655.13","$2,769.00","$2,769.00","$689.61","$2,400.00","$2,497.50","$1,800.00","$2,529.00","$0.00","$2,640.00","$689.61","$0.00","$2,490.00","$655.13","$2,292.00","$689.61","$703.40"
"Wayne Memorial Hospital","HC MRI LE EXT ANY JNT WO FLDW CON","73723","$3,000.00","$367.44","$2,769.00","$2,769.00","$386.78","$2,400.00","$2,497.50","$1,800.00","$2,529.00","$0.00","$2,640.00","$386.78","$0.00","$2,490.00","$367.44","$2,292.00","$386.78","$394.51"
"Wayne Memorial Hospital","HC MRI ABD WO CONTRAST","74181","$2,400.00","$224.25","$2,215.20","$2,215.20","$236.05","$1,920.00","$1,998.00","$1,440.00","$2,023.20","$0.00","$2,112.00","$236.05","$0.00","$1,992.00","$224.25","$1,833.60","$236.05","$240.77"
"Wayne Memorial Hospital","HC MRI ABD W CONT","74182","$3,000.00","$356.55","$2,769.00","$2,769.00","$375.32","$2,400.00","$2,497.50","$1,800.00","$2,529.00","$0.00","$2,640.00","$375.32","$394.09","$2,490.00","$356.55","$2,292.00","$375.32","$382.83"
