Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna NBD,BCBS,Cash Discount,Cigna,First Health,MedCost,TriCare,United,BCBS Note,TriCare Note
"Lenoir Memorial Hospital","CHOLANGIO INJECT CONTRAST(OR)","47531","$175.00","$123.48","$175.00","$155.75","$162.75","$123.48","$105.00","$151.72","$155.75","$157.50","$175.00","$148.75","",""
"Lenoir Memorial Hospital","FLUORO SM. BOWEL TUBE PLACEMEN","74340","$208.00","$167.79","$208.00","$185.12","$193.44","$167.79","$124.80","$180.34","$185.12","$187.20","$208.00","$176.80","",""
"Lenoir Memorial Hospital","INTRO LONG GASTRO TUBE","44500","$128.00","$90.32","$128.00","$113.92","$119.04","$90.32","$76.80","$110.98","$113.92","$115.20","$128.00","$108.80","",""
"Lenoir Memorial Hospital","CYSTOGRAM COMPLETE","74430","$346.00","$279.12","$346.00","$307.94","$321.78","$279.12","$207.60","$299.98","$307.94","$311.40","$346.00","$294.10","",""
"Lenoir Memorial Hospital","INJ RETRO URETHRA","51610","$150.00","$105.84","$150.00","$133.50","$139.50","$105.84","$90.00","$130.05","$133.50","$135.00","$150.00","$127.50","",""
"Lenoir Memorial Hospital","URETHROCYSTOGRAM VCUG INJECT","51600","$170.00","$119.95","$170.00","$151.30","$158.10","$119.95","$102.00","$147.39","$151.30","$153.00","$170.00","$144.50","",""
"Lenoir Memorial Hospital","RENAL CYST STUDY","74470","$480.00","$387.22","$480.00","$427.20","$446.40","$387.22","$288.00","$416.16","$427.20","$432.00","$480.00","$408.00","",""
"Lenoir Memorial Hospital","SINOGRAM/FISTULOGRAM","76080","$191.00","$154.08","$191.00","$169.99","$177.63","$154.08","$114.60","$165.60","$169.99","$171.90","$191.00","$162.35","",""
"Lenoir Memorial Hospital","FISTULA SINUS TRACT INJECTION","20501","$72.00","$50.80","$72.00","$64.08","$66.96","$50.80","$43.20","$62.42","$64.08","$64.80","$72.00","$61.20","",""
"Lenoir Memorial Hospital","CEA IMAGING","","$890.00","$738.17","$890.00","$792.10","$827.70","$738.17","$534.00","$771.63","$792.10","$801.00","$890.00","$756.50","",""
"Lenoir Memorial Hospital","CEA SCAN RADIOPHARMACEUTICAL","","$1,336.00","$1,108.08","$1,336.00","$1,189.04","$1,242.48","$1,108.08","$801.60","$1,158.31","$1,189.04","$1,202.40","$1,336.00","$1,135.60","",""
"Lenoir Memorial Hospital","EXAMETAXINE DOSE","A9521","$1,166.00","$903.42","$1,166.00","$1,037.74","$1,084.38","$903.42","$699.60","$1,010.92","$1,037.74","$1,049.40","$1,166.00","$991.10","",""
"Lenoir Memorial Hospital","LEUKOCYTE WHOLE BODY","78806","$1,568.00","$1,214.89","$1,568.00","$1,395.52","$1,458.24","$1,214.89","$940.80","$1,359.46","$1,395.52","$1,411.20","$1,568.00","$1,332.80","",""
"Lenoir Memorial Hospital","CATH TRI PAK","C1887","$145.00","$120.38","$145.00","$129.05","$134.85","$120.38","$87.00","$125.72","$129.05","$130.50","$145.00","$123.25","",""
"Lenoir Memorial Hospital","PERC BIL STENT PLACEMENT; PRE-","47534","$2,249.00","$1,814.27","$2,249.00","$2,001.61","$2,091.57","$1,814.27","$1,349.40","$1,949.88","$2,001.61","$2,024.10","$2,249.00","$1,911.65","",""
"Lenoir Memorial Hospital","BMQ /4-2/5.8.40","C1725","$477.00","$396.01","$477.00","$424.53","$443.61","$396.01","$286.20","$413.56","$424.53","$429.30","$477.00","$405.45","",""
"Lenoir Memorial Hospital","ULS COAXIAL ENHANCED W/HILITER","","$178.00","$147.78","$178.00","$158.42","$165.54","$147.78","$106.80","$154.33","$158.42","$160.20","$178.00","$151.30","",""
"Lenoir Memorial Hospital","ULS EXPRESS CORE BIOPSY DEVICE","81003","$178.00","$147.78","$178.00","$158.42","$165.54","$147.78","$106.80","$154.33","$158.42","$160.20","$178.00","$151.30","",""
"Lenoir Memorial Hospital","MYELOGRAM INJ CERV THOR LUM","62284","$637.00","$449.47","$637.00","$566.93","$592.41","$449.47","$382.20","$552.28","$566.93","$573.30","$637.00","$541.45","",""
"Lenoir Memorial Hospital","INS CATH ABD/L-EXT ART 2ND","36246","$703.00","$567.11","$703.00","$625.67","$653.79","$567.11","$421.80","$609.50","$625.67","$632.70","$703.00","$597.55","",""
"Lenoir Memorial Hospital","TECH TC99 PYROPHOSPHATE P/DOSE","A9538","$64.00","$53.08","$64.00","$56.96","$59.52","$53.08","$38.40","$55.49","$56.96","$57.60","$64.00","$54.40","",""
"Lenoir Memorial Hospital","STRONTIUM-89 CHLORIDE P/MCI","A9600","$3,954.00","$3,063.56","$3,954.00","$3,519.06","$3,677.22","$3,063.56","$2,372.40","$3,428.12","$3,519.06","$3,558.60","$3,954.00","$3,360.90","",""
"Lenoir Memorial Hospital","TC99M DEPREOTIDE NEOTECT","","$1,988.00","$1,648.85","$1,988.00","$1,769.32","$1,848.84","$1,648.85","$1,192.80","$1,723.60","$1,769.32","$1,789.20","$1,988.00","$1,689.80","",""
"Lenoir Memorial Hospital","CYANOCO CO-57 PER DOSE","A9559","$22.00","$18.25","$22.00","$19.58","$20.46","$18.25","$13.20","$19.07","$19.58","$19.80","$22.00","$18.70","",""
"Lenoir Memorial Hospital","BIOPSY TRAY CT","","$89.00","$73.89","$89.00","$79.21","$82.77","$73.89","$53.40","$77.16","$79.21","$80.10","$89.00","$75.65","",""
"Lenoir Memorial Hospital","CT BIOPSY NEEDLE","","$186.00","$154.42","$186.00","$165.54","$172.98","$154.42","$111.60","$161.26","$165.54","$167.40","$186.00","$158.10","",""
"Lenoir Memorial Hospital","ULS BIOPSY TRAY","","$85.00","$70.57","$85.00","$75.65","$79.05","$70.57","$51.00","$73.69","$75.65","$76.50","$85.00","$72.25","",""
"Lenoir Memorial Hospital","INSTRTRAK SYSTEM","","$150.00","$124.53","$150.00","$133.50","$139.50","$124.53","$90.00","$130.05","$133.50","$135.00","$150.00","$127.50","",""
"Lenoir Memorial Hospital","GOWN PACK","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","REPLACEMENT CVP","36581","$1,766.00","$1,424.63","$1,766.00","$1,571.74","$1,642.38","$1,424.63","$1,059.60","$1,531.12","$1,571.74","$1,589.40","$1,766.00","$1,501.10","",""
"Lenoir Memorial Hospital","REPOSITION CVP","36597","$988.00","$797.02","$988.00","$879.32","$918.84","$797.02","$592.80","$856.60","$879.32","$889.20","$988.00","$839.80","",""
"Lenoir Memorial Hospital","NEEDLE LOCALIZATION BY XRAY","77002","$1,402.00","$1,130.99","$1,402.00","$1,247.78","$1,303.86","$1,130.99","$841.20","$1,215.53","$1,247.78","$1,261.80","$1,402.00","$1,191.70","",""
"Lenoir Memorial Hospital","FLUORO PLACEMENT INJ","77002","$1,402.00","$1,130.99","$1,402.00","$1,247.78","$1,303.86","$1,130.99","$841.20","$1,215.53","$1,247.78","$1,261.80","$1,402.00","$1,191.70","",""
"Lenoir Memorial Hospital","FLUORO; CVP","77001","$491.00","$396.09","$491.00","$436.99","$456.63","$396.09","$294.60","$425.70","$436.99","$441.90","$491.00","$417.35","",""
"Lenoir Memorial Hospital","INJ W/FLUORO; EVAL CV DEVICE","36598","$1,505.00","$1,214.08","$1,505.00","$1,339.45","$1,399.65","$1,214.08","$903.00","$1,304.84","$1,339.45","$1,354.50","$1,505.00","$1,279.25","",""
"Lenoir Memorial Hospital","ACCESS/REPAIR OF CVP","36598","$1,505.00","$1,214.08","$1,505.00","$1,339.45","$1,399.65","$1,214.08","$903.00","$1,304.84","$1,339.45","$1,354.50","$1,505.00","$1,279.25","",""
"Lenoir Memorial Hospital","ULS BX PANCREAS; PERC NEEDLE","48102","$1,022.00","$721.12","$1,022.00","$909.58","$950.46","$721.12","$613.20","$886.07","$909.58","$919.80","$1,022.00","$868.70","",""
"Lenoir Memorial Hospital","HYSTEROSALPINGOGRAM COMP","74740","$228.00","$183.93","$228.00","$202.92","$212.04","$183.93","$136.80","$197.68","$202.92","$205.20","$228.00","$193.80","",""
"Lenoir Memorial Hospital","HYSTEROSALPINGOGRAM INJ","58340","$100.00","$70.56","$100.00","$89.00","$93.00","$70.56","$60.00","$86.70","$89.00","$90.00","$100.00","$85.00","",""
"Lenoir Memorial Hospital","TORQUE CABLE (GUIDEWIRE)","C1769","$255.00","$211.70","$255.00","$226.95","$237.15","$211.70","$153.00","$221.09","$226.95","$229.50","$255.00","$216.75","",""
"Lenoir Memorial Hospital","ARTHROGRAM HIP LEFT","73525","$600.00","$484.02","$600.00","$534.00","$558.00","$484.02","$360.00","$520.20","$534.00","$540.00","$600.00","$510.00","",""
"Lenoir Memorial Hospital","ARTHROGRAM HIP RIGHT","73525","$600.00","$484.02","$600.00","$534.00","$558.00","$484.02","$360.00","$520.20","$534.00","$540.00","$600.00","$510.00","",""
"Lenoir Memorial Hospital","ARTHROGRAM INJECTION HIP","27093","$833.00","$587.76","$833.00","$741.37","$774.69","$587.76","$499.80","$722.21","$741.37","$749.70","$833.00","$708.05","",""
"Lenoir Memorial Hospital","GOOSE NECK SNARE","","$550.00","$456.61","$550.00","$489.50","$511.50","$456.61","$330.00","$476.85","$489.50","$495.00","$550.00","$467.50","",""
"Lenoir Memorial Hospital","STRYKER NEEDLE KIT","","$421.00","$349.51","$421.00","$374.69","$391.53","$349.51","$252.60","$365.01","$374.69","$378.90","$421.00","$357.85","",""
"Lenoir Memorial Hospital","GLIDE CATH","C1887","$158.00","$131.17","$158.00","$140.62","$146.94","$131.17","$94.80","$136.99","$140.62","$142.20","$158.00","$134.30","",""
"Lenoir Memorial Hospital","CT FINE NEEDLE ASPI W/IMAG GUI","10009","$725.00","$584.86","$725.00","$645.25","$674.25","$584.86","$435.00","$628.58","$645.25","$652.50","$725.00","$616.25","",""
"Lenoir Memorial Hospital","SEL CATH;ART BRACH CEPH EA ADD","36218","$586.00","$472.73","$586.00","$521.54","$544.98","$472.73","$351.60","$508.06","$521.54","$527.40","$586.00","$498.10","",""
"Lenoir Memorial Hospital","SEL CTH;ART BRACH CEPH 3RD ORD","36217","$586.00","$472.73","$586.00","$521.54","$544.98","$472.73","$351.60","$508.06","$521.54","$527.40","$586.00","$498.10","",""
"Lenoir Memorial Hospital","INS CATH ABD/L-EXT ART ADDL","36248","$586.00","$472.73","$586.00","$521.54","$544.98","$472.73","$351.60","$508.06","$521.54","$527.40","$586.00","$498.10","",""
"Lenoir Memorial Hospital","CT UPPER EXT WITHOUT RT","73200","$1,348.00","$908.55","$1,348.00","$1,199.72","$1,253.64","$1,059.39","$808.80","$908.55","$1,199.72","$1,213.20","$1,348.00","$1,145.80","",""
"Lenoir Memorial Hospital","CT UPPER EXT WITHOUT LT","73200","$1,348.00","$908.55","$1,348.00","$1,199.72","$1,253.64","$1,059.39","$808.80","$908.55","$1,199.72","$1,213.20","$1,348.00","$1,145.80","",""
"Lenoir Memorial Hospital","MRA LOWER EXTREMITY LEFT","73725","$1,539.00","$1,037.29","$1,539.00","$1,369.71","$1,431.27","$1,266.90","$923.40","$1,037.29","$1,369.71","$1,385.10","$1,539.00","$1,308.15","",""
"Lenoir Memorial Hospital","ULS SPINAL CANAL","76800","$679.00","$520.79","$679.00","$604.31","$631.47","$520.79","$407.40","$588.69","$604.31","$611.10","$679.00","$577.15","",""
"Lenoir Memorial Hospital","ULS INFANT HIP W/MANIPULATION","76885","$1,019.00","$781.57","$1,019.00","$906.91","$947.67","$781.57","$611.40","$883.47","$906.91","$917.10","$1,019.00","$866.15","",""
"Lenoir Memorial Hospital","PICC INSERTION >= 5YRS OLD","36569","$1,011.00","$815.57","$1,011.00","$899.79","$940.23","$815.57","$606.60","$876.54","$899.79","$909.90","$1,011.00","$859.35","",""
"Lenoir Memorial Hospital","ANGIO COUNTER","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","NM RADIOPHARMACEUTICAL THER IV","79101","$468.00","$362.61","$468.00","$416.52","$435.24","$362.61","$280.80","$405.76","$416.52","$421.20","$468.00","$397.80","",""
"Lenoir Memorial Hospital","SAMARIUM 153 UP TO 150 MCI","A9604","$12,265.00","$9,502.92","$12,265.00","$10,915.85","$11,406.45","$9,502.92","$7,359.00","$10,633.75","$10,915.85","$11,038.50","$12,265.00","$10,425.25","",""
"Lenoir Memorial Hospital","MRA PELVIS W","72198","$1,500.00","$1,011.00","$1,500.00","$1,335.00","$1,395.00","$1,234.80","$900.00","$1,011.00","$1,335.00","$1,350.00","$1,500.00","$1,275.00","",""
"Lenoir Memorial Hospital","I-123 CAP PER 100 UCI","A9516","$100.00","$77.48","$100.00","$89.00","$93.00","$77.48","$60.00","$86.70","$89.00","$90.00","$100.00","$85.00","",""
"Lenoir Memorial Hospital","PICC; REPLACEMENT","36584","$482.00","$388.83","$482.00","$428.98","$448.26","$388.83","$289.20","$417.89","$428.98","$433.80","$482.00","$409.70","",""
"Lenoir Memorial Hospital","DRAINAGE CATH EXCHANGE","75984","$1,715.00","$1,383.49","$1,715.00","$1,526.35","$1,594.95","$1,383.49","$1,029.00","$1,486.90","$1,526.35","$1,543.50","$1,715.00","$1,457.75","",""
"Lenoir Memorial Hospital","CT CHEST ABD PEL W/WO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT CHEST ABD PEL W/O PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT ABD PEL W/O PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT ABD PEL W/WO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT ABD PEL W/CONTRAST PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT FINE NEEDLE ASP W/ MOD 59","10009","$701.00","$472.47","$701.00","$623.89","$651.93","$550.92","$420.60","$472.47","$623.89","$630.90","$701.00","$595.85","",""
"Lenoir Memorial Hospital","CT ABD PARACENTESIS W/IMAGING","49083","$375.00","$264.60","$375.00","$333.75","$348.75","$264.60","$225.00","$325.13","$333.75","$337.50","$375.00","$318.75","",""
"Lenoir Memorial Hospital","ULS ABD PARACENTESIS W/IMAGING","49083","$375.00","$264.60","$375.00","$333.75","$348.75","$264.60","$225.00","$325.13","$333.75","$337.50","$375.00","$318.75","",""
"Lenoir Memorial Hospital","CT 3D RENDERING; WORKSTATION","76377","$572.00","$385.53","$572.00","$509.08","$531.96","$449.53","$343.20","$385.53","$509.08","$514.80","$572.00","$486.20","",""
"Lenoir Memorial Hospital","MRA RUNOFF PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","ULS LIMITED ABDOMEN","76705","$857.00","$657.32","$857.00","$762.73","$797.01","$657.32","$514.20","$743.02","$762.73","$771.30","$857.00","$728.45","",""
"Lenoir Memorial Hospital","LOCM 300-399 PER ML","Q9967","$1.00","$0.83","$1.00","$0.89","$0.93","$0.83","$0.60","$0.87","$0.89","$0.90","$1.00","$0.85","",""
"Lenoir Memorial Hospital","LOCM 100-199 PER ML","Q9965","$1.00","$0.83","$1.00","$0.89","$0.93","$0.83","$0.60","$0.87","$0.89","$0.90","$1.00","$0.85","",""
"Lenoir Memorial Hospital","*LOCM 300-349 PER ML","Q9949","$1.00","$0.83","$1.00","$0.89","$0.93","$0.83","$0.60","$0.87","$0.89","$0.90","$1.00","$0.85","",""
"Lenoir Memorial Hospital","MRI GADOLINIUM INJ PER ML","A9579","$11.00","$9.12","$11.00","$9.79","$10.23","$9.12","$6.60","$9.54","$9.79","$9.90","$11.00","$9.35","",""
"Lenoir Memorial Hospital","PERC DR OR INJ OF RENAL PELVIS","50432","$1,016.00","$819.61","$1,016.00","$904.24","$944.88","$819.61","$609.60","$880.87","$904.24","$914.40","$1,016.00","$863.60","",""
"Lenoir Memorial Hospital","EXC PREV PLACED DRAINAGE CATH","49423","$914.00","$644.92","$914.00","$813.46","$850.02","$644.92","$548.40","$792.44","$813.46","$822.60","$914.00","$776.90","",""
"Lenoir Memorial Hospital","ULS TRANSPLANT KIDNEY","76776","$401.00","$307.57","$401.00","$356.89","$372.93","$307.57","$240.60","$347.67","$356.89","$360.90","$401.00","$340.85","",""
"Lenoir Memorial Hospital","THORACENTESIS","32555","$637.00","$513.87","$637.00","$566.93","$592.41","$513.87","$382.20","$552.28","$566.93","$573.30","$637.00","$541.45","",""
"Lenoir Memorial Hospital","ULS ADDT'L GEST>=14 WKS;EA ADD","76810","$868.00","$665.76","$868.00","$772.52","$807.24","$665.76","$520.80","$752.56","$772.52","$781.20","$868.00","$737.80","",""
"Lenoir Memorial Hospital","ULS OB TRANSVAGINAL","76817","$780.00","$598.26","$780.00","$694.20","$725.40","$598.26","$468.00","$676.26","$694.20","$702.00","$780.00","$663.00","",""
"Lenoir Memorial Hospital","ULS PELVIC OB COMP<14 WKS","76801","$868.00","$665.76","$868.00","$772.52","$807.24","$665.76","$520.80","$752.56","$772.52","$781.20","$868.00","$737.80","",""
"Lenoir Memorial Hospital","ULS ADDT'L GEST<14WKS","76802","$842.00","$645.81","$842.00","$749.38","$783.06","$645.81","$505.20","$730.01","$749.38","$757.80","$842.00","$715.70","",""
"Lenoir Memorial Hospital","CHANGE NEPHR/PYELOSTOMY SNG LT","50435","$849.00","$599.05","$849.00","$755.61","$789.57","$599.05","$509.40","$736.08","$755.61","$764.10","$849.00","$721.65","",""
"Lenoir Memorial Hospital","PET/CT SKULL BASE TO MID-THIGH","78815","$5,320.00","$3,585.68","$5,320.00","$4,734.80","$4,947.60","$4,411.88","$3,192.00","$3,585.68","$4,734.80","$4,788.00","$5,320.00","$4,522.00","",""
"Lenoir Memorial Hospital","PET/CT WHOLE BODY","78816","$4,203.00","$2,832.82","$4,203.00","$3,740.67","$3,908.79","$3,485.55","$2,521.80","$2,832.82","$3,740.67","$3,782.70","$4,203.00","$3,572.55","",""
"Lenoir Memorial Hospital","PET BRAIN METABOLIC","78608","$2,859.00","$1,926.97","$2,859.00","$2,544.51","$2,658.87","$2,370.97","$1,715.40","$1,926.97","$2,544.51","$2,573.10","$2,859.00","$2,430.15","",""
"Lenoir Memorial Hospital","PET/CT LIMITED","78814","$4,203.00","$2,832.82","$4,203.00","$3,740.67","$3,908.79","$3,485.55","$2,521.80","$2,832.82","$3,740.67","$3,782.70","$4,203.00","$3,572.55","",""
"Lenoir Memorial Hospital","F-18 FDG PER DOSE <=45MCI","A9552","$725.00","$561.73","$725.00","$645.25","$674.25","$561.73","$435.00","$628.58","$645.25","$652.50","$725.00","$616.25","",""
"Lenoir Memorial Hospital","BRAIN IMAGING","78606","$772.00","$598.15","$772.00","$687.08","$717.96","$598.15","$463.20","$669.32","$687.08","$694.80","$772.00","$656.20","",""
"Lenoir Memorial Hospital","TC99 PENTATATE/DOSE UPTO 25MCI","A9539","$61.00","$50.59","$61.00","$54.29","$56.73","$50.59","$36.60","$52.89","$54.29","$54.90","$61.00","$51.85","",""
"Lenoir Memorial Hospital","MR LOWER EXT NOT JOINT WO RT","73718","$3,625.00","$2,443.25","$3,625.00","$3,226.25","$3,371.25","$2,984.10","$2,175.00","$2,443.25","$3,226.25","$3,262.50","$3,625.00","$3,081.25","",""
"Lenoir Memorial Hospital","MR LOWER EXT NOT JOINT WO LT","73718","$3,625.00","$2,443.25","$3,625.00","$3,226.25","$3,371.25","$2,984.10","$2,175.00","$2,443.25","$3,226.25","$3,262.50","$3,625.00","$3,081.25","",""
"Lenoir Memorial Hospital","MR RT HIP WITH ONLY","73722","$3,520.00","$2,372.48","$3,520.00","$3,132.80","$3,273.60","$2,897.66","$2,112.00","$2,372.48","$3,132.80","$3,168.00","$3,520.00","$2,992.00","",""
"Lenoir Memorial Hospital","MR LT HIP WITH ONLY","73722","$3,520.00","$2,372.48","$3,520.00","$3,132.80","$3,273.60","$2,897.66","$2,112.00","$2,372.48","$3,132.80","$3,168.00","$3,520.00","$2,992.00","",""
"Lenoir Memorial Hospital","MR UPPER EXTR ANY JOINT W RT","73222","$3,724.00","$2,509.98","$3,724.00","$3,314.36","$3,463.32","$3,065.60","$2,234.40","$2,509.98","$3,314.36","$3,351.60","$3,724.00","$3,165.40","",""
"Lenoir Memorial Hospital","MR UPPER EXTR ANY JOINT W LT","73222","$3,724.00","$2,509.98","$3,724.00","$3,314.36","$3,463.32","$3,065.60","$2,234.40","$2,509.98","$3,314.36","$3,351.60","$3,724.00","$3,165.40","",""
"Lenoir Memorial Hospital","MRA CAROTID WWO","70549","$2,662.00","$1,794.19","$2,662.00","$2,369.18","$2,475.66","$2,191.36","$1,597.20","$1,794.19","$2,369.18","$2,395.80","$2,662.00","$2,262.70","",""
"Lenoir Memorial Hospital","MR UPPER EXTR NOT JOINT W LT","73219","$3,242.00","$2,185.11","$3,242.00","$2,885.38","$3,015.06","$2,668.81","$1,945.20","$2,185.11","$2,885.38","$2,917.80","$3,242.00","$2,755.70","",""
"Lenoir Memorial Hospital","MR UPPER EXTR NOT JOINT W RT","73219","$3,242.00","$2,185.11","$3,242.00","$2,885.38","$3,015.06","$2,668.81","$1,945.20","$2,185.11","$2,885.38","$2,917.80","$3,242.00","$2,755.70","",""
"Lenoir Memorial Hospital","CT UPPER EXT W LT","73201","$1,429.00","$963.15","$1,429.00","$1,271.81","$1,328.97","$1,123.05","$857.40","$963.15","$1,271.81","$1,286.10","$1,429.00","$1,214.65","",""
"Lenoir Memorial Hospital","CT UPPER EXT W RT","73201","$1,429.00","$963.15","$1,429.00","$1,271.81","$1,328.97","$1,123.05","$857.40","$963.15","$1,271.81","$1,286.10","$1,429.00","$1,214.65","",""
"Lenoir Memorial Hospital","CTA UPPER EXT RT","73206","$1,382.00","$931.47","$1,382.00","$1,229.98","$1,285.26","$1,086.11","$829.20","$931.47","$1,229.98","$1,243.80","$1,382.00","$1,174.70","",""
"Lenoir Memorial Hospital","CT LOWER EXT WWO BILATERAL","73702","$1,708.00","$1,151.19","$1,708.00","$1,520.12","$1,588.44","$1,342.32","$1,024.80","$1,151.19","$1,520.12","$1,537.20","$1,708.00","$1,451.80","",""
"Lenoir Memorial Hospital","MR BILATERAL HIPS WO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","MR BILATERAL HIPS W PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","BIOPSY; BONE SUPERFICIAL","20220","$655.00","$441.47","$655.00","$582.95","$609.15","$514.76","$393.00","$441.47","$582.95","$589.50","$655.00","$556.75","",""
"Lenoir Memorial Hospital","BIOPSY; BONE DEEP","20225","$756.00","$509.54","$756.00","$672.84","$703.08","$594.14","$453.60","$509.54","$672.84","$680.40","$756.00","$642.60","",""
"Lenoir Memorial Hospital","MR CARIAC WO","75557","$2,921.00","$1,968.75","$2,921.00","$2,599.69","$2,716.53","$2,404.57","$1,752.60","$1,968.75","$2,599.69","$2,628.90","$2,921.00","$2,482.85","",""
"Lenoir Memorial Hospital","MR CARDIAC W/WO","75561","$3,123.00","$2,104.90","$3,123.00","$2,779.47","$2,904.39","$2,570.85","$1,873.80","$2,104.90","$2,779.47","$2,810.70","$3,123.00","$2,654.55","",""
"Lenoir Memorial Hospital","MR BREAST; BILATERAL","77049","$2,856.00","$1,924.94","$2,856.00","$2,541.84","$2,656.08","$2,351.06","$1,713.60","$1,924.94","$2,541.84","$2,570.40","$2,856.00","$2,427.60","",""
"Lenoir Memorial Hospital","MR BREAST; UNILATERAL","77048","$2,808.00","$1,892.59","$2,808.00","$2,499.12","$2,611.44","$2,311.55","$1,684.80","$1,892.59","$2,499.12","$2,527.20","$2,808.00","$2,386.80","",""
"Lenoir Memorial Hospital","BX; PELV SOFT TISSUE DEEP","27041","$681.00","$458.99","$681.00","$606.09","$633.33","$535.20","$408.60","$458.99","$606.09","$612.90","$681.00","$578.85","",""
"Lenoir Memorial Hospital","BX; PELV SOFT TISS SUPERFICIAL","27040","$655.00","$441.47","$655.00","$582.95","$609.15","$514.76","$393.00","$441.47","$582.95","$589.50","$655.00","$556.75","",""
"Lenoir Memorial Hospital","TRANSCER FALL TUBE CATH FOR DX","58340","$1,969.00","$1,588.39","$1,969.00","$1,752.41","$1,831.17","$1,588.39","$1,181.40","$1,707.12","$1,752.41","$1,772.10","$1,969.00","$1,673.65","",""
"Lenoir Memorial Hospital","CTA NECK/BRAIN PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CTA CHEST/ABD/PELV WWO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT CHEST/ABD WO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT NECK/CHEST/ABD  WWO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT NECK/CHEST/ABD/PEL WWO PROF","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT NECK/CHEST W PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","RAD EXAM CHEST; SINGLE VW 59","71045","$187.00","$150.85","$187.00","$166.43","$173.91","$150.85","$112.20","$162.13","$166.43","$168.30","$187.00","$158.95","",""
"Lenoir Memorial Hospital","TC-99M PERTECHNETATE PER MILLI","A9512","$3.00","$2.32","$3.00","$2.67","$2.79","$2.32","$1.80","$2.60","$2.67","$2.70","$3.00","$2.55","",""
"Lenoir Memorial Hospital","ULS GUIDED COMPRESSION REPAIR","76936","$575.00","$441.03","$575.00","$511.75","$534.75","$441.03","$345.00","$498.52","$511.75","$517.50","$575.00","$488.75","",""
"Lenoir Memorial Hospital","MR CARDIAC W/STRESS IMG & DYE","75563","$2,910.00","$1,961.34","$2,910.00","$2,589.90","$2,706.30","$2,395.51","$1,746.00","$1,961.34","$2,589.90","$2,619.00","$2,910.00","$2,473.50","",""
"Lenoir Memorial Hospital","MR CARDIOVASCULAR STRESS: GLOB","93015","$1,013.00","$682.76","$1,013.00","$901.57","$942.09","$833.90","$607.80","$682.76","$901.57","$911.70","$1,013.00","$861.05","",""
"Lenoir Memorial Hospital","MR CARDIAC W/STRESS IMG","75559","$2,910.00","$1,961.34","$2,910.00","$2,589.90","$2,706.30","$2,395.51","$1,746.00","$1,961.34","$2,589.90","$2,619.00","$2,910.00","$2,473.50","",""
