Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna HMO,Aetna Medicare Advantage,BCBS,Blue Home,Blue Home UNC Health Alliance,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Carolina Care,Galaxy,Health Payors,Humana,Humana Alignment Medicare Advanatge,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,MedCost Ultra,OneNet,TriCare,United Healthcare,United Healthcare Compass,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Rex Hospital","HC NM RBC SEQUESTRATION","78140","$952.00","$270.46","$952.00","$694.96","$694.96","$0.00","$558.16","$399.36","$270.46","$571.20","$0.00","$412.22","$412.22","$571.20","$904.40","$809.20","$552.16","$0.00","$0.00","$0.00","$590.24","$495.04","$561.68","$0.00","$339.00","$952.00","$0.00","$0.00"
"Rex Hospital","HC NM LYMPHOSCINTIGRAPHY","78195","$1,687.00","$339.00","$1,687.00","$860.22","$860.22","$469.69","$989.09","$707.70","$479.28","$1,012.20","$1,086.43","$730.47","$730.47","$1,012.20","$1,602.65","$1,433.95","$978.46","$460.48","$483.51","$483.51","$1,045.94","$877.24","$995.33","$460.48","$339.00","$1,687.00","$462.78","$469.69"
"Rex Hospital","HC NM LIVER STATIC IMAGING","78201","$1,503.00","$339.00","$1,503.00","$485.35","$485.35","$1,266.02","$881.21","$630.51","$427.00","$901.80","$967.93","$650.80","$650.80","$901.80","$1,427.85","$1,277.55","$871.74","$1,241.20","$1,303.26","$1,303.26","$931.86","$781.56","$886.77","$1,241.20","$339.00","$1,503.00","$1,247.41","$1,266.02"
"Rex Hospital","HC NM LIVER SCAN W/VASCULAR FLOW","78202","$2,149.00","$339.00","$2,149.00","$1,568.77","$1,568.77","$0.00","$1,259.96","$901.51","$610.53","$1,289.40","$0.00","$930.52","$930.52","$1,289.40","$2,041.55","$1,826.65","$1,246.42","$0.00","$0.00","$0.00","$1,332.38","$1,117.48","$1,267.91","$0.00","$339.00","$2,149.00","$0.00","$0.00"
"Rex Hospital","HC LIVER/SPLEEN SCAN STATIC","78215","$1,503.00","$339.00","$1,503.00","$491.24","$491.24","$348.28","$881.21","$630.51","$427.00","$901.80","$967.93","$650.80","$650.80","$901.80","$1,427.85","$1,277.55","$871.74","$341.45","$358.52","$358.52","$931.86","$781.56","$886.77","$341.45","$339.00","$1,503.00","$360.96","$348.28"
"Rex Hospital","HC NM HEPATOBILIARY IMGNG INCL GB","78226","$2,140.00","$339.00","$2,140.00","$850.40","$850.40","$366.35","$1,254.68","$897.73","$607.97","$1,284.00","$1,378.16","$926.62","$926.62","$1,284.00","$2,033.00","$1,819.00","$1,241.20","$359.16","$377.12","$377.12","$1,326.80","$1,112.80","$1,262.60","$359.16","$339.00","$2,140.00","$360.96","$366.35"
"Rex Hospital","HC NM HEPATOBILIARY SYS IMAG W/PHARM","78227","$2,140.00","$339.00","$2,140.00","$1,166.37","$1,166.37","$469.69","$1,254.68","$897.73","$607.97","$1,284.00","$1,378.16","$926.62","$926.62","$1,284.00","$2,033.00","$1,819.00","$1,241.20","$460.48","$483.51","$483.51","$1,326.80","$1,112.80","$1,262.60","$460.48","$339.00","$2,140.00","$462.78","$469.69"
"Rex Hospital","HC SALIVARY GLAND IMAGING","78230","$803.00","$228.13","$803.00","$586.19","$586.19","$0.00","$470.80","$336.86","$228.13","$481.80","$0.00","$347.70","$347.70","$481.80","$762.85","$682.55","$465.74","$0.00","$0.00","$0.00","$497.86","$417.56","$473.77","$0.00","$339.00","$803.00","$0.00","$0.00"
"Rex Hospital","HC NM ESOPHAGEAL SCAN","78258","$1,470.00","$339.00","$1,470.00","$1,073.10","$1,073.10","$0.00","$861.86","$616.67","$417.63","$882.00","$0.00","$636.51","$636.51","$882.00","$1,396.50","$1,249.50","$852.60","$0.00","$0.00","$0.00","$911.40","$764.40","$867.30","$0.00","$339.00","$1,470.00","$0.00","$0.00"
"Rex Hospital","HC NM GASTR REFL STUDY","78262","$1,154.00","$327.85","$1,154.00","$842.42","$842.42","$0.00","$676.59","$484.10","$327.85","$692.40","$0.00","$499.68","$499.68","$692.40","$1,096.30","$980.90","$669.32","$0.00","$0.00","$0.00","$715.48","$600.08","$680.86","$0.00","$339.00","$1,154.00","$0.00","$0.00"
"Rex Hospital","HC NM GASTR EMPTYING","78264","$1,277.00","$339.00","$1,277.00","$858.26","$858.26","$366.35","$748.71","$535.70","$362.80","$766.20","$822.39","$552.94","$552.94","$766.20","$1,213.15","$1,085.45","$740.66","$359.16","$377.12","$377.12","$791.74","$664.04","$753.43","$359.16","$339.00","$1,277.00","$360.96","$366.35"
"Rex Hospital","HC NM GI BLEEDING","78278","$690.00","$196.03","$690.00","$690.00","$690.00","$369.07","$404.55","$289.46","$196.03","$414.00","$444.36","$298.77","$298.77","$414.00","$655.50","$586.50","$400.20","$361.83","$359.03","$379.93","$427.80","$358.80","$407.10","$361.83","$339.00","$690.00","$360.96","$369.07"
"Rex Hospital","HC NM ABDOMEN MECKELS","78290","$1,096.00","$311.37","$1,096.00","$859.25","$859.25","$369.07","$642.58","$459.77","$311.37","$657.60","$705.82","$474.57","$474.57","$657.60","$1,041.20","$931.60","$635.68","$361.83","$379.93","$379.93","$679.52","$569.92","$646.64","$361.83","$339.00","$1,096.00","$360.96","$369.07"
"Rex Hospital","HC NM PERITONEAL SHUNT PATENCY","78291","$1,177.00","$334.39","$1,177.00","$859.21","$859.21","$0.00","$690.08","$493.75","$334.39","$706.20","$0.00","$509.64","$509.64","$706.20","$1,118.15","$1,000.45","$682.66","$0.00","$0.00","$0.00","$729.74","$612.04","$694.43","$0.00","$339.00","$1,177.00","$0.00","$0.00"
"Rex Hospital","HC NM BONE LTD","78300","$1,266.00","$339.00","$1,266.00","$576.92","$576.92","$355.13","$742.26","$531.09","$359.67","$759.60","$815.30","$548.18","$548.18","$759.60","$1,202.70","$1,076.10","$734.28","$356.71","$359.03","$374.55","$784.92","$658.32","$746.94","$356.71","$339.00","$1,266.00","$360.96","$363.84"
"Rex Hospital","HC NM BONE MULTI AREAS","78305","$1,266.00","$339.00","$1,266.00","$924.18","$924.18","$366.35","$742.26","$531.09","$359.67","$759.60","$815.30","$548.18","$548.18","$759.60","$1,202.70","$1,076.10","$734.28","$359.16","$377.12","$377.12","$784.92","$658.32","$746.94","$359.16","$339.00","$1,266.00","$360.96","$366.35"
"Rex Hospital","HC NM BONE SCAN WHOLE BODY","78306","$1,266.00","$339.00","$1,266.00","$754.42","$754.42","$366.35","$742.26","$531.09","$359.67","$759.60","$815.30","$548.18","$548.18","$759.60","$1,202.70","$1,076.10","$734.28","$359.16","$377.12","$377.12","$784.92","$658.32","$746.94","$359.16","$339.00","$1,266.00","$360.96","$366.35"
"Rex Hospital","HC NM BONE 3 PHASE","78315","$1,266.00","$339.00","$1,266.00","$856.29","$856.29","$366.35","$742.26","$531.09","$359.67","$759.60","$815.30","$548.18","$548.18","$759.60","$1,202.70","$1,076.10","$734.28","$359.16","$377.12","$377.12","$784.92","$658.32","$746.94","$359.16","$339.00","$1,266.00","$360.96","$366.35"
"Rex Hospital","HC NM SPECT SINGLE REST STRESS","78451","$2,098.00","$339.00","$2,098.00","$791.48","$791.48","$1,275.44","$1,230.06","$633.60","$596.04","$1,258.80","$1,351.11","$908.43","$908.43","$1,258.80","$1,993.10","$1,783.30","$1,216.84","$1,250.44","$1,312.96","$1,312.96","$1,300.76","$1,090.96","$1,237.82","$1,250.44","$339.00","$2,098.00","$1,247.41","$1,275.44"
"Rex Hospital","HC NM SPECT MULTI STRESS REST","78452","$3,330.00","$339.00","$3,330.00","$1,142.55","$1,142.55","$1,266.02","$1,952.38","$1,005.66","$946.05","$1,998.00","$2,144.52","$1,441.89","$1,441.89","$1,998.00","$3,163.50","$2,830.50","$1,931.40","$1,241.20","$1,303.26","$1,303.26","$2,064.60","$1,731.60","$1,964.70","$1,241.20","$339.00","$3,330.00","$1,247.41","$1,266.02"
"Rex Hospital","HC MYOCARDIAL INFARCT SCAN","78466","$779.00","$221.31","$779.00","$568.67","$568.67","$0.00","$456.73","$326.79","$221.31","$467.40","$0.00","$337.31","$337.31","$467.40","$740.05","$662.15","$451.82","$0.00","$0.00","$0.00","$482.98","$405.08","$459.61","$0.00","$339.00","$779.00","$0.00","$0.00"
"Rex Hospital","HC NM CARD KINETIC REST","78472","$1,585.00","$339.00","$1,585.00","$523.65","$523.65","$366.35","$929.29","$478.67","$450.30","$951.00","$1,020.74","$686.31","$686.31","$951.00","$1,505.75","$1,347.25","$919.30","$359.16","$377.12","$377.12","$982.70","$824.20","$935.15","$359.16","$339.00","$1,585.00","$360.96","$366.35"
"Rex Hospital","HC NM PULM VENTILATION IMAGING","78579","$253.00","$71.88","$253.00","$184.69","$184.69","$0.00","$148.33","$106.13","$71.88","$151.80","$0.00","$109.55","$109.55","$151.80","$240.35","$215.05","$146.74","$0.00","$0.00","$0.00","$156.86","$131.56","$149.27","$0.00","$253.00","$253.00","$0.00","$0.00"
"Rex Hospital","HC NM LUNG PERFUSION","78580","$506.00","$143.75","$506.00","$506.00","$506.00","$369.07","$296.67","$212.27","$143.75","$303.60","$325.86","$219.10","$219.10","$303.60","$480.70","$430.10","$293.48","$361.83","$379.93","$379.93","$313.72","$263.12","$298.54","$361.83","$339.00","$506.00","$360.96","$369.07"
"Rex Hospital","HC NM PULM VENT & PERF IMAGING","78582","$937.00","$266.20","$937.00","$814.07","$814.07","$469.69","$549.36","$393.07","$266.20","$562.20","$603.43","$405.72","$405.72","$562.20","$890.15","$796.45","$543.46","$460.48","$483.51","$483.51","$580.94","$487.24","$552.83","$460.48","$339.00","$937.00","$462.78","$469.69"
"Rex Hospital","HC NM PERF ONLY QUANTITATIVE","78597","$749.00","$212.79","$749.00","$484.36","$484.36","$369.07","$439.14","$314.21","$212.79","$449.40","$482.36","$324.32","$324.32","$449.40","$711.55","$636.65","$434.42","$361.83","$379.93","$379.93","$464.38","$389.48","$441.91","$361.83","$339.00","$749.00","$360.96","$369.07"
"Rex Hospital","HC NM VQ SCAN QUANTITATIVE","78598","$1,390.00","$339.00","$1,390.00","$762.03","$762.03","$466.49","$814.96","$583.11","$394.90","$834.00","$895.16","$601.87","$601.87","$834.00","$1,320.50","$1,181.50","$806.20","$457.34","$480.21","$480.21","$861.80","$722.80","$820.10","$457.34","$339.00","$1,390.00","$462.78","$466.49"
"Rex Hospital","HC NM CSF SCAN CISTERN","78630","$811.00","$230.41","$811.00","$811.00","$811.00","$447.16","$475.49","$340.21","$230.41","$486.60","$522.28","$351.16","$351.16","$486.60","$770.45","$689.35","$470.38","$438.39","$460.31","$460.31","$502.82","$421.72","$478.49","$438.39","$339.00","$811.00","$462.78","$447.16"
"Rex Hospital","HC NM CSF SHUNT EVALUATION","78645","$1,042.00","$296.03","$1,042.00","$858.26","$858.26","$473.19","$610.92","$437.12","$296.03","$625.20","$671.05","$451.19","$451.19","$625.20","$989.90","$885.70","$604.36","$463.91","$487.10","$487.10","$646.04","$541.84","$614.78","$463.91","$339.00","$1,042.00","$462.78","$473.19"
"Rex Hospital","HC NM CSF LEAK DETECT LOCALIZ","78650","$750.00","$213.08","$1,227.25","$712.93","$712.93","$1,227.25","$439.73","$314.63","$213.08","$450.00","$483.00","$324.75","$324.75","$450.00","$712.50","$637.50","$435.00","$750.00","$750.00","$0.00","$465.00","$390.00","$442.50","$1,203.19","$339.00","$750.00","$750.00","$1,227.25"
"Rex Hospital","HC NM RENAL MORPHOLOGY","78700","$917.00","$260.52","$917.00","$433.29","$433.29","$369.07","$537.64","$384.68","$260.52","$550.20","$590.55","$397.06","$397.06","$550.20","$871.15","$779.45","$531.86","$361.83","$379.93","$379.93","$568.54","$476.84","$541.03","$361.83","$339.00","$917.00","$360.96","$369.07"
"Rex Hospital","HC NM RENAL W VASCULAR FLOW","78701","$1,059.00","$300.86","$1,059.00","$773.07","$773.07","$0.00","$620.89","$444.25","$300.86","$635.40","$0.00","$458.55","$458.55","$635.40","$1,006.05","$900.15","$614.22","$0.00","$0.00","$0.00","$656.58","$550.68","$624.81","$0.00","$339.00","$1,059.00","$0.00","$0.00"
"Rex Hospital","HC NM RENAL VASC. & FUNCTION","78707","$917.00","$260.52","$917.00","$538.39","$538.39","$473.19","$537.64","$384.68","$260.52","$550.20","$590.55","$397.06","$397.06","$550.20","$871.15","$779.45","$531.86","$463.91","$487.10","$487.10","$568.54","$476.84","$541.03","$463.91","$339.00","$917.00","$462.78","$473.19"
"Rex Hospital","HC NM RENOGRAM W PHARMACOLOGICAL INTERVENTION","78708","$1,291.00","$337.80","$1,291.00","$337.80","$337.80","$469.69","$756.91","$541.57","$366.77","$774.60","$831.40","$559.00","$559.00","$774.60","$1,226.45","$1,097.35","$748.78","$460.48","$483.51","$483.51","$800.42","$671.32","$761.69","$460.48","$339.00","$1,291.00","$462.78","$469.69"
"Rex Hospital","HC NM URETERAL REFLUX STUDY","78740","$1,192.00","$338.65","$1,192.00","$870.16","$870.16","$0.00","$698.87","$500.04","$338.65","$715.20","$0.00","$516.14","$516.14","$715.20","$1,132.40","$1,013.20","$691.36","$0.00","$0.00","$0.00","$739.04","$619.84","$703.28","$0.00","$339.00","$1,192.00","$0.00","$0.00"
"Rex Hospital","HC NM TESTICULAR SCAN","78761","$866.00","$246.03","$866.00","$632.18","$632.18","$0.00","$507.74","$363.29","$246.03","$519.60","$0.00","$374.98","$374.98","$519.60","$822.70","$736.10","$502.28","$0.00","$0.00","$0.00","$536.92","$450.32","$510.94","$0.00","$339.00","$866.00","$0.00","$0.00"
"Rex Hospital","HC NM TUMOR LOC WB 1 DAY","78802","$1,872.00","$339.00","$1,872.00","$815.07","$815.07","$1,203.58","$1,097.55","$785.30","$531.84","$1,123.20","$1,205.57","$810.58","$810.58","$1,123.20","$1,778.40","$1,591.20","$1,085.76","$1,179.98","$1,240.74","$1,238.98","$1,160.64","$973.44","$1,104.48","$1,179.98","$339.00","$1,872.00","$1,247.41","$1,203.58"
"Rex Hospital","HC NM TUMOR LOC WB 2 OR MORE DAYS","78804","$2,400.00","$339.00","$2,400.00","$1,487.97","$1,487.97","$1,203.58","$1,407.12","$1,006.80","$681.84","$1,440.00","$1,545.60","$1,039.20","$1,039.20","$1,440.00","$2,280.00","$2,040.00","$1,392.00","$1,181.66","$1,240.74","$1,240.74","$1,488.00","$1,248.00","$1,416.00","$1,181.66","$339.00","$2,400.00","$1,247.41","$1,205.29"
"Rex Hospital","HC TC99M MACROAGGREGATED ALBUMIN DX PSD UP TO 10MCI","A9540","$273.00","$30.60","$273.00","$0.00","$0.00","$0.00","$160.06","$114.52","$77.56","$163.80","$30.60","$118.21","$118.21","$163.80","$259.35","$232.05","$158.34","$0.00","$0.00","$0.00","$169.26","$141.96","$161.07","$0.00","$0.00","$273.00","$0.00","$0.00"
"Rex Hospital","HC IODINE I-131 SODIUM IODIDE CAPSULE TX PER MCI","A9517","$50.00","$14.21","$51.48","$0.00","$0.00","$21.10","$29.32","$20.98","$14.21","$30.00","$51.48","$21.65","$21.65","$30.00","$47.50","$42.50","$29.00","$20.69","$21.72","$21.72","$31.00","$26.00","$29.50","$20.69","$34.14","$50.00","$20.79","$21.10"
"Rex Hospital","HC TC99M PYROPHOSPHATE DX PSD UP TO 25MCI","A9538","$98.00","$27.84","$98.00","$0.00","$0.00","$0.00","$57.46","$41.11","$27.84","$58.80","$51.00","$42.43","$42.43","$58.80","$93.10","$83.30","$56.84","$0.00","$0.00","$0.00","$60.76","$50.96","$57.82","$0.00","$0.00","$98.00","$0.00","$0.00"
"Rex Hospital","HC IN111 PENETETATE DX PER 0.5MCI","A9548","$2,000.00","$421.46","$2,000.00","$0.00","$0.00","$0.00","$1,172.60","$839.00","$568.20","$1,200.00","$421.46","$866.00","$866.00","$1,200.00","$1,900.00","$1,700.00","$1,160.00","$0.00","$0.00","$0.00","$1,240.00","$1,040.00","$1,180.00","$0.00","$0.00","$2,000.00","$0.00","$0.00"
"Rex Hospital","HC RB82 DX PSD UP TO 60MCI","A9555","$973.00","$276.43","$973.00","$0.00","$0.00","$0.00","$570.47","$408.17","$276.43","$583.80","$429.96","$421.31","$421.31","$583.80","$924.35","$827.05","$564.34","$0.00","$0.00","$0.00","$603.26","$505.96","$574.07","$0.00","$0.00","$973.00","$0.00","$0.00"
"Rex Hospital","HC GA67 CITRATE DX PER MCI","A9556","$105.00","$29.83","$122.57","$0.00","$0.00","$0.00","$61.56","$44.05","$29.83","$63.00","$122.57","$45.47","$45.47","$63.00","$99.75","$89.25","$60.90","$0.00","$0.00","$0.00","$65.10","$54.60","$61.95","$0.00","$0.00","$105.00","$0.00","$0.00"
"Rex Hospital","HC XE133 GAS DX PER 10MCI","A9558","$205.00","$58.24","$213.90","$0.00","$0.00","$0.00","$120.19","$86.00","$58.24","$123.00","$213.90","$88.77","$88.77","$123.00","$194.75","$174.25","$118.90","$0.00","$0.00","$0.00","$127.10","$106.60","$120.95","$0.00","$0.00","$205.00","$0.00","$0.00"
"Rex Hospital","HC TC99M  AEROSOL DX PSD UP TO 75MCI","A9567","$185.00","$20.40","$185.00","$0.00","$0.00","$0.00","$108.47","$77.61","$52.56","$111.00","$20.40","$80.11","$80.11","$111.00","$175.75","$157.25","$107.30","$0.00","$0.00","$0.00","$114.70","$96.20","$109.15","$0.00","$0.00","$185.00","$0.00","$0.00"
"Rex Hospital","HC IN111 PENTETRE PENTETREOTIDE DX PSD UP TO 6MCI","A9572","$2,753.00","$782.13","$2,753.00","$1,293.91","$1,293.91","$0.00","$1,614.08","$1,154.88","$782.13","$1,651.80","$0.00","$1,192.05","$1,192.05","$1,651.80","$2,615.35","$2,340.05","$1,596.74","$0.00","$0.00","$0.00","$1,706.86","$1,431.56","$1,624.27","$0.00","$0.00","$2,753.00","$0.00","$0.00"
"Rex Hospital","HC I123 IOBENGUANE DX PSD UP TO 15MCI","A9582","$12,308.00","$3,496.70","$12,308.00","$5,784.76","$5,784.76","$0.00","$7,216.18","$5,163.21","$3,496.70","$7,384.80","$6,022.26","$5,329.36","$5,329.36","$7,384.80","$11,692.60","$10,461.80","$7,138.64","$0.00","$0.00","$0.00","$7,630.96","$6,400.16","$7,261.72","$0.00","$0.00","$12,308.00","$0.00","$0.00"
"Rex Hospital","HC NM RADIOPHARM TX ORAL ADM","79005","$1,493.00","$136.98","$1,493.00","$136.98","$136.98","$236.25","$875.35","$626.31","$424.16","$895.80","$961.49","$646.47","$646.47","$895.80","$1,418.35","$1,269.05","$865.94","$231.62","$243.20","$243.20","$925.66","$776.36","$880.87","$231.62","$339.00","$1,493.00","$232.78","$236.25"
"Rex Hospital","HC NM RADIOPHARM TX IV ADM","79101","$450.00","$127.85","$450.00","$135.28","$135.28","$236.25","$263.84","$188.78","$127.85","$270.00","$289.80","$194.85","$194.85","$270.00","$427.50","$382.50","$261.00","$231.62","$243.20","$243.20","$279.00","$234.00","$265.50","$231.62","$339.00","$450.00","$232.78","$236.25"
"Rex Hospital","HC NM IV RADPHARM MONOCLONAL ANTI","79403","$1,907.00","$339.00","$1,907.00","$1,392.11","$1,392.11","$0.00","$1,118.07","$799.99","$541.78","$1,144.20","$0.00","$825.73","$825.73","$1,144.20","$1,811.65","$1,620.95","$1,106.06","$0.00","$0.00","$0.00","$1,182.34","$991.64","$1,125.13","$0.00","$339.00","$1,907.00","$0.00","$0.00"
"Rex Hospital","HC NM RADIOPHARM TX INTRA ARTERIA","79445","$560.00","$159.10","$560.00","$408.80","$408.80","$236.25","$328.33","$234.92","$159.10","$336.00","$360.64","$242.48","$242.48","$336.00","$532.00","$476.00","$324.80","$231.62","$243.20","$243.20","$347.20","$291.20","$330.40","$231.62","$339.00","$560.00","$232.78","$236.25"
"Rex Hospital","HC SM153 LEXIDRONAM TX PTD UP TO 150MCI","A9604","$12,188.00","$3,462.61","$17,605.05","$5,728.36","$5,728.36","$17,605.05","$7,145.82","$5,112.87","$3,462.61","$7,312.80","$16,608.54","$5,277.40","$5,277.40","$7,312.80","$11,578.60","$10,359.80","$7,069.04","$12,188.00","$12,188.00","$0.00","$7,556.56","$6,337.76","$7,190.92","$17,259.85","$12,188.00","$12,188.00","$12,188.00","$17,605.05"
"Rex Hospital","HC NM THYROID UPTAKE MULTIPLE","78012","$635.00","$180.40","$635.00","$205.72","$205.72","$380.34","$372.30","$266.38","$180.40","$381.00","$408.94","$274.96","$274.96","$381.00","$603.25","$539.75","$368.30","$372.88","$391.53","$0.00","$393.70","$330.20","$374.65","$372.88","$339.00","$635.00","$360.96","$380.34"
"Rex Hospital","HC TC99M SULFUR COLLOID DX PSD UP TO 20MCI","A9541","$86.00","$24.43","$272.71","$0.00","$0.00","$0.00","$50.42","$36.08","$24.43","$51.60","$272.71","$37.24","$37.24","$51.60","$81.70","$73.10","$49.88","$0.00","$0.00","$0.00","$53.32","$44.72","$50.74","$0.00","$0.00","$86.00","$0.00","$0.00"
"Rex Hospital","HC F18FDG DX PSD UP TO 45MCI","A9552","$865.00","$245.75","$865.00","$0.00","$0.00","$0.00","$507.15","$362.87","$245.75","$519.00","$265.16","$374.55","$374.55","$519.00","$821.75","$735.25","$501.70","$0.00","$0.00","$0.00","$536.30","$449.80","$510.35","$0.00","$0.00","$865.00","$0.00","$0.00"
"Rex Hospital","HC I123 SODIUM IODIDE  DX PER 100MICRO UP TO 999MICRO","A9516","$117.00","$33.24","$117.00","$0.00","$0.00","$0.00","$68.60","$49.08","$33.24","$70.20","$100.69","$50.66","$50.66","$70.20","$111.15","$99.45","$67.86","$0.00","$0.00","$0.00","$72.54","$60.84","$69.03","$0.00","$0.00","$117.00","$0.00","$0.00"
"Rex Hospital","HC I-123 SOD IODIDE DX PER MCI","A9509","$575.00","$163.36","$575.00","$0.00","$0.00","$0.00","$337.12","$241.21","$163.36","$345.00","$281.67","$248.98","$248.98","$345.00","$546.25","$488.75","$333.50","$0.00","$0.00","$0.00","$356.50","$299.00","$339.25","$0.00","$0.00","$575.00","$0.00","$0.00"
"Rex Hospital","HC IODINE I-131 SODIUM IODIDE CAPSULE DX PER MCI","A9528","$318.00","$90.34","$318.00","$0.00","$0.00","$0.00","$186.44","$133.40","$90.34","$190.80","$94.54","$137.69","$137.69","$190.80","$302.10","$270.30","$184.44","$0.00","$0.00","$0.00","$197.16","$165.36","$187.62","$0.00","$0.00","$318.00","$0.00","$0.00"
"Rex Hospital","HC I131 SODIUM IODIDE DX PER MICRO UP TO 100UCI","A9531","$43.00","$4.21","$43.00","$0.00","$0.00","$0.00","$25.21","$18.04","$12.22","$25.80","$4.21","$18.62","$18.62","$25.80","$40.85","$36.55","$24.94","$0.00","$0.00","$0.00","$26.66","$22.36","$25.37","$0.00","$0.00","$43.00","$0.00","$0.00"
"Rex Hospital","HC IN111 AUTO WBC DX PSD","A9570","$5,202.00","$1,477.89","$5,202.00","$2,444.94","$2,444.94","$0.00","$3,049.93","$2,182.24","$1,477.89","$3,121.20","$3,647.78","$2,252.47","$2,252.47","$3,121.20","$4,941.90","$4,421.70","$3,017.16","$0.00","$0.00","$0.00","$3,225.24","$2,705.04","$3,069.18","$0.00","$0.00","$5,202.00","$0.00","$0.00"
"Rex Hospital","HC TC99M PERTECHNETATE DX PER MCI","A9512","$6.00","$1.63","$6.00","$0.00","$0.00","$0.00","$3.52","$2.52","$1.70","$3.60","$1.63","$2.60","$2.60","$3.60","$5.70","$5.10","$3.48","$0.00","$0.00","$0.00","$3.72","$3.12","$3.54","$0.00","$0.00","$6.00","$0.00","$0.00"
"Rex Hospital","HC TC99M MERTIATIDE DX PSD UP TO 15MCI","A9562","$639.00","$181.54","$639.00","$0.00","$0.00","$0.00","$374.65","$268.06","$181.54","$383.40","$0.00","$276.69","$276.69","$383.40","$607.05","$543.15","$370.62","$0.00","$0.00","$0.00","$396.18","$332.28","$377.01","$0.00","$0.00","$639.00","$0.00","$0.00"
"Rex Hospital","HC TL201 THALLOUS CHLORIDE DX PER MCI","A9505","$120.00","$34.09","$155.46","$0.00","$0.00","$0.00","$70.36","$50.34","$34.09","$72.00","$155.46","$51.96","$51.96","$72.00","$114.00","$102.00","$69.60","$0.00","$0.00","$0.00","$74.40","$62.40","$70.80","$0.00","$0.00","$120.00","$0.00","$0.00"
"Rex Hospital","HC TC99M MEDRONATE DX PSD UP TO 30MCI","A9503","$41.00","$11.65","$41.00","$0.00","$0.00","$0.00","$24.04","$17.20","$11.65","$24.60","$13.26","$17.75","$17.75","$24.60","$38.95","$34.85","$23.78","$0.00","$0.00","$0.00","$25.42","$21.32","$24.19","$0.00","$0.00","$41.00","$0.00","$0.00"
"Rex Hospital","HC TC99M SESTAMIBI DX PSD","A9500","$81.00","$23.01","$81.00","$0.00","$0.00","$0.00","$47.49","$33.98","$23.01","$48.60","$0.00","$35.07","$35.07","$48.60","$76.95","$68.85","$46.98","$0.00","$0.00","$0.00","$50.22","$42.12","$47.79","$0.00","$0.00","$81.00","$0.00","$0.00"
"Rex Hospital","HC TC99M LABELED RBC DX PSD UP TO 30 MCI","A9560","$250.00","$71.03","$250.00","$0.00","$0.00","$0.00","$146.58","$104.88","$71.03","$150.00","$95.27","$108.25","$108.25","$150.00","$237.50","$212.50","$145.00","$0.00","$0.00","$0.00","$155.00","$130.00","$147.50","$0.00","$0.00","$250.00","$0.00","$0.00"
"Rex Hospital","HC TC99M MEBROFENIN DX PSD UP TO 15MCI","A9537","$76.00","$21.59","$76.00","$0.00","$0.00","$0.00","$44.56","$31.88","$21.59","$45.60","$56.42","$32.91","$32.91","$45.60","$72.20","$64.60","$44.08","$0.00","$0.00","$0.00","$47.12","$39.52","$44.84","$0.00","$0.00","$76.00","$0.00","$0.00"
"Rex Hospital","HC NM RADIONUCLIDE VASCULAR FLOW","78445","$1,009.00","$286.66","$1,009.00","$736.57","$736.57","$0.00","$591.58","$423.28","$286.66","$605.40","$0.00","$436.90","$436.90","$605.40","$958.55","$857.65","$585.22","$0.00","$0.00","$0.00","$625.58","$524.68","$595.31","$0.00","$339.00","$1,009.00","$0.00","$0.00"
"Rex Hospital","HC PET PHARM NAF18","A9580","$300.00","$85.23","$300.00","$0.00","$0.00","$0.00","$175.89","$125.85","$85.23","$180.00","$235.05","$129.90","$129.90","$180.00","$285.00","$255.00","$174.00","$0.00","$0.00","$0.00","$186.00","$156.00","$177.00","$0.00","$0.00","$300.00","$0.00","$0.00"
"Rex Hospital","HC NM BONE MARROW MULTIPLE","78103","$1,340.00","$339.00","$1,340.00","$523.65","$523.65","$355.13","$785.64","$562.13","$380.69","$804.00","$862.96","$580.22","$580.22","$804.00","$1,273.00","$1,139.00","$777.20","$348.16","$365.57","$0.00","$830.80","$696.80","$790.60","$348.16","$339.00","$1,340.00","$360.96","$355.13"
"Rex Hospital","HC RADIUM RA-223 DICHLORIDE TX PER MICROCURIE","A9606","$250.00","$71.03","$250.00","$0.00","$0.00","$143.78","$146.58","$104.88","$71.03","$150.00","$141.12","$108.25","$108.25","$150.00","$237.50","$212.50","$145.00","$140.96","$148.01","$148.01","$155.00","$130.00","$147.50","$140.96","$233.61","$250.00","$141.67","$143.78"
"Rex Hospital","HC GASTRIC EMPTYING W/ SM BOWEL TRANSIT","78265","$1,892.00","$339.00","$1,892.00","$1,381.16","$1,381.16","$0.00","$1,109.28","$793.69","$537.52","$1,135.20","$0.00","$819.24","$819.24","$1,135.20","$1,797.40","$1,608.20","$1,097.36","$0.00","$0.00","$0.00","$1,173.04","$983.84","$1,116.28","$0.00","$339.00","$1,892.00","$0.00","$0.00"
